Order,Family,Genus,species,Sexual System,Karyotype,notes: Karyotype,Genotypic,Haplodiploidy,Chromosome number (female) 2N,Chromosome number (male) 2N
Odonata,Libellulidae,Sympetrum,semicinctum,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Sympetrum,striolatum,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Sympetrum,vicinum,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Sympetrum,vulgatum,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tarnetrum,corruptum,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tarnetrum,illotum,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tauriphila,australis,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tauriphila,azteca,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tramea,abdominalis,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tramea,basilaris,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tramea,burmeisteri,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tramea,carolina,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tramea,cophysa,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tramea,lacerata,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tramea,limbata,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Tramea,virginia,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Trithemis,aurora,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Trithemis,pallidinervis,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Urothemis,signata signata,gonochorous,XO,,male heterogametic,,26,25
Odonata,Libellulidae,Zenithoptera,viola,gonochorous,XO,,male heterogametic,,26,25
Odonata,Macrodiplactidae,Aethriamanta,brevipennis,gonochorous,XO,,male heterogametic,,26,25
Odonata,Megapodagrionidae,Heteragrion,flavidorsum,gonochorous,XO,,male heterogametic,,26,25
Odonata,Megapodagrionidae,Heteragrion,inca,gonochorous,XO,,male heterogametic,,26,25
Odonata,Megapodagrionidae,Megapodagrion,contortum,gonochorous,XO,,male heterogametic,,27,26
Odonata,Megapodagrionidae,Megapodagrion,macropus,gonochorous,XO,,male heterogametic,,26,25
Odonata,Megapodagrionidae,Megapodagrion,setigerum,gonochorous,XO,,male heterogametic,,26,25
Odonata,Megapodagrionidae,Philogenia,carrilica,gonochorous,XO,,male heterogametic,,26,25
Odonata,Petaluridae,Tachopteryx,thoreyi,gonochorous,XO,,male heterogametic,,20,19
Odonata,Petaluridae,Tanypteryx,hageni,gonochorous,XO,,male heterogametic,,18,17
Odonata,Petaluridae,Tanypteryx,pryeri,gonochorous,XO,,male heterogametic,,18,17
Odonata,Petaluridae,Uropetala,carovei,gonochorous,XO,,male heterogametic,,18,17
Odonata,Platycnemididae,Copera,annulata,gonochorous,XO,,male heterogametic,,26,25
Odonata,Platycnemididae,Platycnemis,pennipes,gonochorous,XO,,male heterogametic,,26,25
Odonata,Platystictidae,Palaemnema,paulina,gonochorous,XO,,male heterogametic,,26,25
Odonata,Polythoridae,Cora,irene,gonochorous,XO,,male heterogametic,,24,23
Odonata,Polythoridae,Polythore,boliviana,gonochorous,XO,,male heterogametic,,24,23
Odonata,Protoneuridae,Epipleoneura,sp.,gonochorous,XO,,male heterogametic,,28,27
Odonata,Protoneuridae,Neoneura,rubiventris,gonochorous,XO,,male heterogametic,,28,27
Odonata,Pseudolestidae,Hypolestes,clara,gonochorous,XO,,male heterogametic,,18,17
Odonata,Pseudostigmatidae,Mecistogaster,sp. 1,gonochorous,XO,,male heterogametic,,30,29
Odonata,Pseudostigmatidae,Mecistogaster,sp. 2,gonochorous,XY,NeoXY,male heterogametic,,12,12
Orthoptera,Acrididae,Abracris,dilecta,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Abracris,sp. B,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Adimantus,cubiceps,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Adimantus,ornatissimus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Albretchia,palpata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Aleuas,gracilis,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Aleuas,lineatus,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Aleuas,sp. 1,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Aleuas,sp. 2,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Aleuas,sp. 3,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Aleuas,vitticollis,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Allotruxalis,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Allotruxalis,strigata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Amblytropidia,australis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Apacris,rubrithorax,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Apacris,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Apolobamba,prope pulchra,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Atrachelacris,olivaceus,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Atrachelacris,unicolor,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Belosacris,coccineipes,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Bucephalacris,bohlsii,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Carbonellacris,grossa,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Chlorus,bolivianus,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Chlorus,borrelli,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Chlorus,sp. 1,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Chlorus,vittatus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Cocytolettix,argentina,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Cocytolettix,intermedia,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Cocytolettix,pulchripennis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Cocytolettix,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Cornops,aquaticum,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Cornops,frenatum,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Covasacris,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichromatos,corupa,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Dichromatos,lilloanus,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Dichromatos,montanus,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Dichromatos,schrottkyi,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Dichromorpha,australis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,alejomesai,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,auriventris,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,bergi,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Dichroplus,conspersus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,democraticus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,dubius,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,22,21
Orthoptera,Acrididae,Dichroplus,elongatus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,exilis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,fuscus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,fuscus.2,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Dichroplus,maculipennis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,mantiqueirae,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,misionensis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,obsurus,,XY,,male heterogametic,,18,18
Orthoptera,Acrididae,Dichroplus,paraelongatus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,paraguayensis,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Dichroplus,patruelis,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Dichroplus,piceomaculatus,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Dichroplus,porteri,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Dichroplus,pratensis,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Dichroplus,pseudopunctulatus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,punctulatus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,robustulus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,robustus,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,22,21
Orthoptera,Acrididae,Dichroplus,schulzi,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,silveiraguidoi,,XY,,male heterogametic,,8,8
Orthoptera,Acrididae,Dichroplus,sp. 11,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Dichroplus,sp. 12,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Dichroplus,sp. 13,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Dichroplus,sp. 14,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Dichroplus,sp. 15,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Dichroplus,sp. 16,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Dichroplus,vittatus,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Dichroplus,vittatus.2,,XY,,male heterogametic,,18,18
Orthoptera,Acrididae,Dichroplus,vittigerum,,XY,,male heterogametic,,18,18
Orthoptera,Acrididae,Eucephalacris,borellii,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Eujivarus,fusiformis,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Eujivarus,sp. A,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Eujivarus,sp. B,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Eujivarus,sp. C,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Eujivarus,vittatus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Eulampiacris,leucoptera,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Euplectrotettix,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Euplectrotettix,sp. 2,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Euplectrotettix,sp. 3,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Eurotettix,lilloanus,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,22,21
Orthoptera,Acrididae,Eurotettix,minor,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Eurotettix,schrottkyi,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,22,21
Orthoptera,Acrididae,Eurotettix,sp. 1,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,22,21
Orthoptera,Acrididae,Eurotettix,sp. 2,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,22,21
Orthoptera,Acrididae,Eusitalces,sp. A,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Eusitalces,vulneratus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Eutryxalis,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Fenestra,bohlsii,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Haroldgrantia,lignosa,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Hyalopteryx,rufipennis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Isonyx,paragauyensis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Isonyx,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Jodacris,chapadensis,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Jodacris,ferrugineus,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Jodacris,furcillata,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Lamiacris,migroguttata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Laplatacris,dispar,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Laplatacris,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Leiotettix,flavipes,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Leiotettix,politus,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Leiotettix,politus,,XY,,male heterogametic,,14,14
Orthoptera,Acrididae,Leiotettix,politus.2,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,14,13
Orthoptera,Acrididae,Leiotettix,pulcher,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Leiotettix,sanguineus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Leiotettix,sp. 1,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,16,15
Orthoptera,Acrididae,Leiotettix,sp. 2,,XY,,male heterogametic,,18,18
Orthoptera,Acrididae,Leiotettix,sp. 3,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Leiotettix,viridis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Leptysma,dorsalis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Leptysmina,pallida,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Leptysmina,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Machaeropeles,rostratum,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Mastusia,quadricarinata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Meloscirtus,montanus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Meloscirtus,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Metaleptea,brevicornis adspersa,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Nahuelia,rubriventris,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Neopedies,brunneri,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Neopedies,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Neopedies,sp. 2,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Neopedies,sp. 3,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Neopedies,sp. 4,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Notopomala,glaucipes,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Omalotettix,obliquum,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Ommatolampis,perspicillata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Orphula,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Orphulella,concinnula,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Orphulella,punctata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Orphulella,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Orphulina,pulchella,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Osmilia,flavolineata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Oxyblepta,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Oxybleptella,sagitta,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Paraorphula,graminea,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Parapellopedon,instabilis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Parapellopedon,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Parascopas,exertus,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Parascopas,obesus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Parascopas,sanguineus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Parascopas,similis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Paratylotropidia,morsei,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Paropaon,laevifrons,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Paropaon,pilosus tingomariae,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pedies,andeanus,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Pedies,sp. 1,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Pedies,sp. 2,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Pedies,sp. 3,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Pedies,sp. 4,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Propedies,bilobus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Propedies,bipunctatus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Propedies,fusiformis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Propedies,olivaceus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Propedies,sanguineus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Propedies,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,nigrigena,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,sp. 2,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,sp. 3,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,sp. 4,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,sp. 5,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,sp. 6,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,sp. 7,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pseudoscopas,sp. 8,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Psiloscirtus,bolivianus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Psiloscirtus,olivaceus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Psiloscirtus,sp. A,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Pycnosarcus,atavus,,XO,,male heterogametic,,18,17
Orthoptera,Acrididae,Ronderosia,dubius,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Ronderosia,robustus,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Schistocerca,cancellata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Schistocerca,flavofasciata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Schistocerca,pallens,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Schistocerca,paraensis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Schistocerca,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scotussa,cliens,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Scotussa,daguerrei,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Acrididae,Scotussa,daguerrei,,complex XY,X1X1X2X2/X1X2Y,male heterogametic,,22,21
Orthoptera,Acrididae,Scotussa,delicatula,,XY,,male heterogametic,,16,16
Orthoptera,Acrididae,Scotussa,impudica,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scotussa,lemniscata,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scotussa,liebermanni,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Scotussa,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scyllina,humilis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scyllina,signatipennis,,XY,,male heterogametic,,22,22
Orthoptera,Acrididae,Scyllina,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scyllinops,brunneri,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scyllinops,pallida,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scyllinops,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Scyllinops,sp. 2,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Silvitettix,concolor,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Sinipta,acuta,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Sinipta,dalmani,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Sinipta,maldonadoi,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Sitalces,dorsalis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Sitalces,infuscatus,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Sitalces,volxemi,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Staurorhectus,longicornis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Stenopola,bohlsii,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Stenopola,boliviana,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Stenopola,dorsalis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Stenopola,pallida,,XO,,male heterogametic,,22,21
Orthoptera,Acrididae,Stenopola,rubrifons,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Stereotettix,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Tetrataenia,surinama,,XO,,male heterogametic,,20,19
Orthoptera,Acrididae,Trimerotropis,ochraceipennis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Trimerotropis,pallidipennis,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Xiphiola,borellii,,XO,,male heterogametic,,24,23
Orthoptera,Acrididae,Zygoclistron,falconinum,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Zygoclistron,nasicum,,XY,,male heterogametic,,20,20
Orthoptera,Acrididae,Zygoclistron,trachystictum,,XY,,male heterogametic,,20,20
Orthoptera,Lentulidae,Karruacris,browni,gonochorous,XY,X1X1X2X2/X1X2Y,male heterogametic,,,
Orthoptera,Ommexechidae,Aucacris,bullocki,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Calcitrena,maculosa,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Clarazella,bimaculata,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Clarazella,patagona,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Conometopus,sulcaticollis,,XO,,male heterogametic,,26,25
Orthoptera,Ommexechidae,Cumainocloidus,cordillerae,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Descampsacris,serrulata,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Graea,horrida,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Neuquina,fictor,,XY,,male heterogametic,,22,22
Orthoptera,Ommexechidae,Ommexecha,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Ommexecha,virens,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Ommexechia,germari,,XO,,male heterogametic,,22,21
Orthoptera,Ommexechidae,Pachyosa,signata,,XY,,male heterogametic,,22,22
Orthoptera,Ommexechidae,Spathalium,audouini,,XY,,male heterogametic,,22,22
Orthoptera,Ommexechidae,Tetrixocephalus,chilensis,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Tetrixocephalus,micropterus,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Tetrixocephalus,sergioi,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Tetrixocephalus,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Ommexechidae,Tetrixocephalus,willemsei,,XY,,male heterogametic,,22,22
Orthoptera,Pauliniidae,Marellia,remipes,,XO,,male heterogametic,,24,23
Orthoptera,Pauliniidae,Paulinia,acuminata,,XO,,male heterogametic,,24,23
Orthoptera,Pyrgomorphidae,Omura,congrua,,XO,,male heterogametic,,20,19
Orthoptera,Romaleidae,Alcamenes,clarazianus,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Antandrus,viridus,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Chariacris,miniacea,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Chromacris,miles,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Chromacris,peruviana,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Chromacris,speciosa,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Coryacris,angustipennis,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Diponthus,clarazianus,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Diponthus,communis,,XY,,male heterogametic,,22,22
Orthoptera,Romaleidae,Diponthus,dispar,,XO,,male heterogametic,,22,21
Orthoptera,Romaleidae,Diponthus,electus,,XO,,male heterogametic,,22,21
Orthoptera,Romaleidae,Diponthus,maculiferus,,XO,,male heterogametic,,22,21
Orthoptera,Romaleidae,Diponthus,prope communis,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Diponthus,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Elaeochlora,basalis,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Elaeochlora,brachyptera,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Elaeochlora,sp.,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Elaeochlora,trilineata,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Elaeochlora,viridicata,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Eutropidacris,collares,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Prionolopha,serrata,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Procolpia,minor,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Securigera,acutangula,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xestotrachelus,robustus,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xyleus,attenuatus,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xyleus,discoideus,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xyleus,gracilis,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xyleus,insignis,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xyleus,laevipes,,XY,,male heterogametic,,22,22
Orthoptera,Romaleidae,Xyleus,modestus,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xyleus,sp. 1,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xyleus,sp. 2,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Xyleus,sp. 3,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Zoniopoda,hempeli,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Zoniopoda,iheringi,,XY,,male heterogametic,,22,22
Orthoptera,Romaleidae,Zoniopoda,juncorum,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Zoniopoda,omnicolor,,XO,,male heterogametic,,24,23
Orthoptera,Romaleidae,Zoniopoda,similis,,XO,,male heterogametic,,24,23
