doi,paper_title,paper_authors,first_author,paper_year,paper_journal,session_id,kingdom,phylum,class,order,family,subfamily,genus,species,tau_mean_hours,tau_sd_hours,tau_sem_hours,tau_min_hours,tau_max_hours,sample_size,sex,age_class,genotype,strain,light_condition,temperature_celsius,measurement_method,tissue_or_output,collection_locality,country,source_page,source_context,extraction_reasoning,accepted_name,gbif_key,taxonomy_note,extraction_confidence,flag_for_review,source_type,pdf_source,pdf_filename,pdf_url,notes,processed_date,calibrated_confidence,consensus_agreement,extraction_trace_id,audit_status,audit_session,audit_prior_values,pdf_path
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,20.558,,,,,83,not_specified,,diapause,,DD,15,eclosion_rhythm,eclosion,,,5,"Table 1, 2nd-3rd eclosion peaks, after transfer from TC15 12:12",Free-running period decreases in second cycle; diapause pupae show shorter tau than non-diapause,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,Second circadian cycle; diapause consistently shows shorter tau than non-diapause type; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,25.006,,,,,41,not_specified,,non-diapause,,DD,15,eclosion_rhythm,eclosion,,,5,"Table 1, 3rd-4th eclosion peaks, after transfer from TC15 12:12",Free-running period stabilizes by third cycle near 24-25h,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,Third circadian cycle; tau stabilizes after transient phase; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,23.867,,,,,46,not_specified,,diapause,,DD,15,eclosion_rhythm,eclosion,,,5,"Table 1, 3rd-4th eclosion peaks, after transfer from TC15 12:12",Free-running period stabilizes in third cycle,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,Third circadian cycle; diapause maintains shorter tau relative to non-diapause; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,26.043,,,,,43,not_specified,,non-diapause,,DD,20,eclosion_rhythm,eclosion,,,5,"Table 1, 1st-2nd eclosion peaks, after transfer from TC20 12:12",Free-running period at 20°C shows less dramatic lengthening than at 15°C in first cycle,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,First cycle at 20°C; tau lengthening is temperature-dependent; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,25.604,,,,,90,not_specified,,diapause,,DD,20,eclosion_rhythm,eclosion,,,5,"Table 1, 1st-2nd eclosion peaks, after transfer from TC20 12:12",Free-running period at 20°C; diapause shows shorter tau,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,First cycle at 20°C; diapause consistently shorter than non-diapause; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,23.126,,,,,72,not_specified,,non-diapause,,DD,20,eclosion_rhythm,eclosion,,,5,"Table 1, 2nd-3rd eclosion peaks, after transfer from TC20 12:12",Free-running period decreases in second cycle at 20°C,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,Second cycle at 20°C; stabilization begins; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,21.586,,,,,101,not_specified,,diapause,,DD,20,eclosion_rhythm,eclosion,,,5,"Table 1, 2nd-3rd eclosion peaks, after transfer from TC20 12:12",Free-running period in second cycle; diapause remains shorter,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,Second cycle at 20°C; diapause tau distinctly shorter than non-diapause; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,24.52,,,,,84,not_specified,,non-diapause,,DD,20,eclosion_rhythm,eclosion,,,5,"Table 1, 3rd-4th eclosion peaks, after transfer from TC20 12:12",Free-running period stabilizes in third cycle near circadian range,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,Third cycle at 20°C; tau approaches stable ~24-25h range; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
,"Comparison of the circadian eclosion rhythm between non-diapause and diapause pupae in the onion fly, Delia antiqua: the effect of thermoperiod",Y. Watari,Watari,2002,Journal of Insect Physiology,20260401T230712,Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,,Delia,Delia antiqua,24.161,,,,,61,not_specified,,diapause,,DD,20,eclosion_rhythm,eclosion,,,5,"Table 1, 3rd-4th eclosion peaks, after transfer from TC20 12:12",Free-running period in third cycle; converges with non-diapause type,"Delia antiqua (Meigen, 1826)",5077646,,0.95,True,primary,provided,,,Third cycle at 20°C; both phenotypes approach similar stable tau ~24h; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/Unknown-noYear-sSmain-d.pdf
10.1073/pnas.0911006107,Ambient temperature response establishes ELF3 as a required component of the core Arabidopsis circadian clock,Bryan Thines; Frank G. Harmon,Thines,2010,PNAS,20260401T230712,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,Arabidopsis,Arabidopsis thaliana,26.7,0.22,,,,15,not_specified,,wild-type,Columbia,LL,22,luciferase_reporter,seedling (etiolated/dark-grown),,,2,"Figure 1C, main text: TOC1::LUC+ in etiolated seedlings",Etiolated (dark-grown) WT released into continuous warm (22°C) after HC thermocycle entrainment (12h 22°C/12h 18°C). Stated as 26.70 ± 0.22 h. Free-running at constant temperature.,Arabidopsis thaliana,3052436,,0.95,True,primary,provided,,,RAE values ≤0.6 for all WT spots. Sustained rhythms for at least 5 days.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/thines-harmon-2010-ambient-temperature-response-establishes-elf3-as-a-required-component-of-the-core-arabidopsis.pdf
10.1073/pnas.0911006107,Ambient temperature response establishes ELF3 as a required component of the core Arabidopsis circadian clock,Bryan Thines; Frank G. Harmon,Thines,2010,PNAS,20260401T230712,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,Arabidopsis,Arabidopsis thaliana,25.97,0.15,,,,15,not_specified,,wild-type,Columbia,LL,18,luciferase_reporter,seedling (etiolated/dark-grown),,,2,"Figure 1D, main text: TOC1::LUC+ in etiolated seedlings",Etiolated WT released into continuous cool (18°C) after HC thermocycle entrainment. Stated as 25.97 ± 0.15 h. Free-running at constant cool temperature.,Arabidopsis thaliana,3052436,,0.95,True,primary,provided,,,RAE ≤0.6. Sustained rhythmic TOC1::LUC+ expression for at least 5 days. Strong rhythmic expression also observed from FKF1::LUC+ reporter.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-01,,,,,,,pdfs/thines-harmon-2010-ambient-temperature-response-establishes-elf3-as-a-required-component-of-the-core-arabidopsis.pdf
10.1007/s00359-008-0341-3,"Interseasonal variation in the circadian rhythms of locomotor activity and temperature selection in sleepy lizards, Tiligua rugosa","Ellis, David J.; Firth, Bruce T.; Belan, Ingrid",David J. Ellis,2008,Journal of Comparative Physiology A,20260402T051730,Animalia,Chordata,Squamata,,Scincidae,,,Tiligua rugosa,24.0,,,,,17,,,wild-type,,LD,,chi-square periodogram,locomotor activity rhythm,,,704,"Results section, locomotor activity rhythm, all seasons combined","Paper reports tau = 24h in LD across all four seasons with chi-square test chi2=3.257, df=3, P=0.354 indicating no significant seasonal difference in period",,,,0.95,True,,provided,,,"Study tested lizards in constant darkness (DD) and natural photoperiod (LD). Locomotor activity showed statistically significant circadian rhythm in LD. No significant seasonal variation detected in free-running period length across autumn, winter, spring, and summer.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing",2026-04-02,,,,,,,pdfs/Unknown-noYear-paper-b.pdf
10.1007/s00359-008-0341-3,"Interseasonal variation in the circadian rhythms of locomotor activity and temperature selection in sleepy lizards, Tiligua rugosa","Ellis, David J.; Firth, Bruce T.; Belan, Ingrid",David J. Ellis,2008,Journal of Comparative Physiology A,20260402T051730,Animalia,Chordata,Squamata,,Scincidae,,,Tiligua rugosa,24.0,,,,,17,,,wild-type,,DD,,chi-square periodogram,locomotor activity rhythm,,,705,"Results section, free-running locomotor activity, all seasons combined","Paper explicitly states chi2=1.122, df=3, P=0.772 for free-running period length in DD across all seasons, indicating no seasonal variation. Mean reported as consistent across seasons at approximately 24h based on statistical test results.",,,,0.92,True,,provided,,,"Free-running period measured in constant darkness (DD). No significant differences between seasons (autumn, winter, spring, summer). Data loggers recorded locomotor activity at 2-min intervals.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing",2026-04-02,,,,,,,pdfs/Unknown-noYear-paper-b.pdf
10.1080/07420520701791588,An Inbred Lineage of Djungarian Hamsters with a Strongly Attenuated Ability to Synchronize,"Weinert, Dietmar; Schottner, Konrad",Weinert,2007,Chronobiology International,20260402T051730,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,,,Phodopus sungorus,24.22,0.2,,,,14,,,wild-type,,DD,22,passive infrared (PIR) detector,motor activity,,,1074,"Figure 8, wild-type PIR group",Figure 8 directly shows period length (tau) of wild-type hamsters measured under constant darkness using PIR detectors. Mean and SEM provided in graph.,,,,0.95,True,,provided,,,Measured in constant darkness (DD). Data from PIR detector recording of motor activity.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/An_Inbred_Lineage_of_Djungarian_Hamsters_with_a_Strongly_Attenuated_Ability_to_Synchronize.pdf
10.1080/07420520701791588,An Inbred Lineage of Djungarian Hamsters with a Strongly Attenuated Ability to Synchronize,"Weinert, Dietmar; Schottner, Konrad",Weinert,2007,Chronobiology International,20260402T051730,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,,,Phodopus sungorus,24.4,0.2,,,,28,,,delayed-type,inbred lineage,DD,22,passive infrared (PIR) detector,motor activity,,,1074,"Figure 8, delayed-type PIR group",Figure 8 shows period length (tau) of delayed-type hamsters (inbred lineage with attenuated synchronization ability) in constant darkness. Mean and SEM clearly depicted.,,,,0.95,True,,provided,,,Inbred lineage showing delayed activity onset and attenuated ability to synchronize. Measured in constant darkness.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/An_Inbred_Lineage_of_Djungarian_Hamsters_with_a_Strongly_Attenuated_Ability_to_Synchronize.pdf
10.1080/07420520701791588,An Inbred Lineage of Djungarian Hamsters with a Strongly Attenuated Ability to Synchronize,"Weinert, Dietmar; Schottner, Konrad",Weinert,2007,Chronobiology International,20260402T051730,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,,,Phodopus sungorus,24.08,0.16,,,,12,,,wild-type,,DD,22,passive infrared (PIR) detector,motor activity,,,1074,"Figure 8, wild-type RW (running wheel) group",Figure 8 shows period length with running wheel access. Wild-type hamsters with RW showed significantly shorter tau than without wheels. Mean ± SEM shown.,,,,0.92,True,,provided,,,"Running wheel (RW) access caused significant shortening of tau (p < 0.005). Data from Figure 8, lower panel.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing",2026-04-02,,,,,,,pdfs/An_Inbred_Lineage_of_Djungarian_Hamsters_with_a_Strongly_Attenuated_Ability_to_Synchronize.pdf
10.1080/07420520701791588,An Inbred Lineage of Djungarian Hamsters with a Strongly Attenuated Ability to Synchronize,"Weinert, Dietmar; Schottner, Konrad",Weinert,2007,Chronobiology International,20260402T051730,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,,,Phodopus sungorus,24.23,0.16,,,,12,,,delayed-type,inbred lineage,DD,22,passive infrared (PIR) detector,motor activity,,,1074,"Figure 8, delayed-type RW (running wheel) group",Figure 8 shows delayed-type hamsters with running wheel access. RW access caused shortening of tau in both phenotypes (p < 0.05). Mean ± SEM provided.,,,,0.92,True,,provided,,,Running wheel access caused significant shortening of tau in both phenotypes. Text states p < 0.05 for the effect.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/An_Inbred_Lineage_of_Djungarian_Hamsters_with_a_Strongly_Attenuated_Ability_to_Synchronize.pdf
10.1016/s0960-9822(01)00670-4,Caenorhabditis elegans has a circadian clock,"Kippert, Fred; Saunders, David S.; Blaxter, Mark L.",Kippert,2002,Current Biology,20260402T051730,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,Caenorhabditis elegans,21.9,,,,,,,,wild-type,,DD,20,sine wave fit by eye,hyperosmotic stress resistance rhythm,,,2,"Figure 1B, sine wave fit to 1.3 M NaCl exposure data",Direct measurement from hyperosmotic stress resistance assay in constant darkness at 20°C. Period determined by sine wave fitting to survival data during last light phase and subsequent DD.,,,,0.95,True,,provided,,,L1 starved larvae; 1.3 M NaCl for 3 hours. Error likely ±0.5 hours per methods.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Unknown-noYear-sSmain-i.pdf
10.1016/s0960-9822(01)00670-4,Caenorhabditis elegans has a circadian clock,"Kippert, Fred; Saunders, David S.; Blaxter, Mark L.",Kippert,2002,Current Biology,20260402T051730,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,Caenorhabditis elegans,22.1,,,,,,,,wild-type,,DD,20,periodogram analysis,hyperosmotic stress resistance rhythm,,,2,Figure 1B text: 'Periodogram analysis revealed a period of 22.1 hours (p<0.0005)',Periodogram analysis of 1.3 M NaCl stress resistance data. Authors note this is likely a slight overestimation (by ~0.7-1 hours compared to sine fit).,,,,0.9,True,,provided,,,L1 starved larvae at 20°C. Periodogram known to overestimate by 0.7-1 hours; sine fit (21.9h) preferred by authors.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Unknown-noYear-sSmain-i.pdf
10.1016/s0960-9822(01)00670-4,Caenorhabditis elegans has a circadian clock,"Kippert, Fred; Saunders, David S.; Blaxter, Mark L.",Kippert,2002,Current Biology,20260402T051730,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,Caenorhabditis elegans,21.1,,,,,,,,wild-type,,DD,25,sine wave fit by eye,hyperosmotic stress resistance rhythm,,,3,"Figure 2, temperature compensation study",Temperature compensation experiment. Period determined from sine wave fit at 25°C. Q10 calculated as 1.06 indicating robust temperature compensation.,,,,0.93,True,,provided,,,L1 starved larvae; 1.3 M NaCl; maintained at 25°C for ≥2 generations.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Unknown-noYear-sSmain-i.pdf
10.1016/s0960-9822(01)00670-4,Caenorhabditis elegans has a circadian clock,"Kippert, Fred; Saunders, David S.; Blaxter, Mark L.",Kippert,2002,Current Biology,20260402T051730,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,Caenorhabditis elegans,21.5,,,,,,,,wild-type,,DD,20,sine wave fit by eye,hyperosmotic stress resistance rhythm,,,3,"Figure 2, temperature compensation study at 20°C",Temperature compensation dataset at 20°C. Replicate of initial 20°C measurement from different temperature series.,,,,0.92,True,,provided,,,L1 starved larvae; temperature compensation experiment series.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Unknown-noYear-sSmain-i.pdf
10.1016/s0960-9822(01)00670-4,Caenorhabditis elegans has a circadian clock,"Kippert, Fred; Saunders, David S.; Blaxter, Mark L.",Kippert,2002,Current Biology,20260402T051730,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,Caenorhabditis elegans,22.4,,,,,,,,wild-type,,DD,15,sine wave fit by eye,hyperosmotic stress resistance rhythm,,,3,"Figure 2, temperature compensation at 15°C",Temperature compensation study at 15°C. Demonstrates period lengthening at lower temperature; well compensated with Q10=1.06.,,,,0.93,True,,provided,,,L1 starved larvae; maintained at 15°C for ≥2 generations.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Unknown-noYear-sSmain-i.pdf
10.1016/s0960-9822(01)00670-4,Caenorhabditis elegans has a circadian clock,"Kippert, Fred; Saunders, David S.; Blaxter, Mark L.",Kippert,2002,Current Biology,20260402T051730,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,,,Caenorhabditis elegans,22.8,,,,,,,,wild-type,,DD,10,sine wave fit by eye,hyperosmotic stress resistance rhythm,,,3,"Figure 2, temperature compensation at 10°C",Temperature compensation study at 10°C. Longest period in temperature series; demonstrates minimal temperature dependence (Q10~1.06).,,,,0.93,True,,provided,,,L1 starved larvae; lowest temperature tested. Maintained at 10°C for ≥2 generations.; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Unknown-noYear-sSmain-i.pdf
10.1016/j.plantsci.2018.07.009,Brassica glucosinolate rhythmicity in response to light-dark entrainment cycles is cultivar-dependent,"Soengas, Pilar; Cartea, M. Elena; Velasco, Pablo; Francisco, Marta",Soengas,2018,Plant Science,20260402T051730,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Brassica oleracea var. botrytis,24.0,,,,,3,,,broccoli,commercial hybrid,LL,22,Lomb-Scargle periodogram,leaf glucosinolates - total aliphatics,,,32,"Table 2, 48h LL",Total aliphatic GLSs showed significant cyclic accumulation at 48h LL with period close to 24h in broccoli; amplitude 0.87 μmol/g DW,,,GBIF: flag_higher_rank,0.92,True,,provided,,,P=0.017; also measured GRA (major aliphatic) at 24h period with P=0.038 amplitude 0.60; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Plant-2018-Science-a.pdf
10.1016/j.plantsci.2018.07.009,Brassica glucosinolate rhythmicity in response to light-dark entrainment cycles is cultivar-dependent,"Soengas, Pilar; Cartea, M. Elena; Velasco, Pablo; Francisco, Marta",Soengas,2018,Plant Science,20260402T051730,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Brassica oleracea var. botrytis,21.0,,,,,3,,,broccoli,commercial hybrid,LL,22,Lomb-Scargle periodogram,leaf glucosinolates - GRA (glucoraphanin),,,32,"Table 2, 72h LL","GRA maintained significant rhythmicity after 72h LL with period 21h, amplitude 0.78, similar amplitude to 48h but shorter period",,,GBIF: flag_higher_rank,0.9,True,,provided,,,P=0.046; demonstrates robust circadian accumulation even after extended LL; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Plant-2018-Science-a.pdf
10.1016/j.plantsci.2018.07.009,Brassica glucosinolate rhythmicity in response to light-dark entrainment cycles is cultivar-dependent,"Soengas, Pilar; Cartea, M. Elena; Velasco, Pablo; Francisco, Marta",Soengas,2018,Plant Science,20260402T051730,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Brassica oleracea var. capitata,22.0,,,,,3,,,cabbage,commercial hybrid,LL,22,Lomb-Scargle periodogram,leaf glucosinolates - total aliphatics,,,32,"Table 2, 48h LL",Total aliphatic GLSs in cabbage showed period close to 22h under free-running LL conditions; P=0.049 amplitude 1.14,,,GBIF: flag_higher_rank,0.91,True,,provided,,,"SIN (sinigrin, major GLS in cabbage) maintained robust rhythmicity at 21h for 72h LL (P=0.023, amplitude 0.77); VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing",2026-04-02,,,,,,,pdfs/Plant-2018-Science-a.pdf
10.1016/j.plantsci.2018.07.009,Brassica glucosinolate rhythmicity in response to light-dark entrainment cycles is cultivar-dependent,"Soengas, Pilar; Cartea, M. Elena; Velasco, Pablo; Francisco, Marta",Soengas,2018,Plant Science,20260402T051730,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Brassica oleracea var. capitata,21.0,,,,,3,,,cabbage,commercial hybrid,LL,22,Lomb-Scargle periodogram,leaf glucosinolates - SIN (sinigrin),,,32,"Table 2, 48h and 72h LL",SIN (major aliphatic GLS in cabbage) exhibited robust rhythmic accumulation with period 21h maintained even after 72h LL,,,GBIF: flag_higher_rank,0.93,True,,provided,,,48h: P=0.011 amplitude 0.82; 72h: P=0.023 amplitude 0.77; alkenyl GLS product of AOP2 enzyme; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Plant-2018-Science-a.pdf
10.1016/j.plantsci.2018.07.009,Brassica glucosinolate rhythmicity in response to light-dark entrainment cycles is cultivar-dependent,"Soengas, Pilar; Cartea, M. Elena; Velasco, Pablo; Francisco, Marta",Soengas,2018,Plant Science,20260402T051730,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Brassica rapa ssp. pekinensis,25.0,,,,,3,,,Chinese cabbage,commercial hybrid,LL,22,Lomb-Scargle periodogram,leaf glucosinolates - total aliphatics,,,32,"Table 2, 48h LL",Total aliphatic GLSs in Chinese cabbage showed period close to 24h (~25h) at 48h LL; P=0.024 amplitude 2.19,,,GBIF: flag_higher_rank,0.9,True,,provided,,,SIN and GNA (major aliphatics) showed periods of 21h and 27h respectively at 48h LL; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Plant-2018-Science-a.pdf
10.1016/j.plantsci.2018.07.009,Brassica glucosinolate rhythmicity in response to light-dark entrainment cycles is cultivar-dependent,"Soengas, Pilar; Cartea, M. Elena; Velasco, Pablo; Francisco, Marta",Soengas,2018,Plant Science,20260402T051730,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Brassica rapa ssp. pekinensis,21.0,,,,,3,,,Chinese cabbage,commercial hybrid,LL,22,Lomb-Scargle periodogram,leaf glucosinolates - SIN (sinigrin),,,32,"Table 2, 48h and 72h LL",SIN maintained significant rhythmicity in Chinese cabbage with period 21h at both 48h and 72h LL,,,GBIF: flag_higher_rank,0.92,True,,provided,,,48h: P=0.012 amplitude 0.44; 72h: P=0.045 amplitude 0.54; alkenyl GLS with robust circadian behavior; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Plant-2018-Science-a.pdf
10.1016/j.plantsci.2018.07.009,Brassica glucosinolate rhythmicity in response to light-dark entrainment cycles is cultivar-dependent,"Soengas, Pilar; Cartea, M. Elena; Velasco, Pablo; Francisco, Marta",Soengas,2018,Plant Science,20260402T051730,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Brassica rapa ssp. pekinensis,27.0,,,,,3,,,Chinese cabbage,commercial hybrid,LL,22,Lomb-Scargle periodogram,leaf glucosinolates - GNA (gluconapin),,,32,"Table 2, 48h LL",GNA (major aliphatic GLS in Chinese cabbage) showed period 27h at 48h LL; P=0.045 amplitude 0.22,,,GBIF: flag_higher_rank,0.9,True,,provided,,,"Also detected at 72h LL (P=0.049, 27h period, amplitude 0.39); another alkenyl GLS; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing",2026-04-02,,,,,,,pdfs/Plant-2018-Science-a.pdf
10.1016/j.plantsci.2018.07.009,Brassica glucosinolate rhythmicity in response to light-dark entrainment cycles is cultivar-dependent,"Soengas, Pilar; Cartea, M. Elena; Velasco, Pablo; Francisco, Marta",Soengas,2018,Plant Science,20260402T051730,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Brassica rapa ssp. rapa,22.0,,,,,3,,,turnip greens,commercial hybrid,LL,22,Lomb-Scargle periodogram,leaf glucosinolates - GNA (gluconapin),,,32,"Table 2, 48h and 72h LL",GNA (major aliphatic GLS in turnip greens) exhibited remarkable robust rhythmic accumulation with period 22h maintained through 72h,,,GBIF: flag_higher_rank,0.94,True,,provided,,,48h: P=0.001 amplitude 1.09; 72h: P=0.006 amplitude 1.29; alkenyl GLS showing sustained circadian control; VALIDATION: Field 'paper_authors' is empty — extract from paper header; Family field is empty — look up genus in GBIF before writing,2026-04-02,,,,,,,pdfs/Plant-2018-Science-a.pdf
