clade,species,haploid_number,citation
Orthoptera,Silvitettix concolor,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Sinipta acuta,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Sinipta dalmani,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Sinipta maldonadoi,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Sitalces dorsalis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Sitalces infuscatus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Sitalces volxemi,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Staurorhectus longicornis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Stenopola bohlsii,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Stenopola boliviana,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Stenopola dorsalis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Stenopola pallida,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Stenopola rubrifons,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Stereotettix sp. 1,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Tetrataenia surinama,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Trimerotropis ochraceipennis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Trimerotropis pallidipennis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xiphiola borellii,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Aucacris bullocki,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Calcitrena maculosa,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Clarazella bimaculata,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Clarazella patagona,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Conometopus sulcaticollis,13,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Cumainocloidus cordillerae,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Descampsacris serrulata,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Graea horrida,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Ommexecha sp.,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Ommexecha virens,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Ommexechia germari,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Tetrixocephalus chilensis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Tetrixocephalus micropterus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Tetrixocephalus sergioi,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Tetrixocephalus sp.,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Marellia remipes,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Paulinia acuminata,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Omura congrua,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Alcamenes clarazianus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Antandrus viridus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Chariacris miniacea,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Chromacris miles,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Chromacris peruviana,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Chromacris speciosa,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Coryacris angustipennis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Diponthus clarazianus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Diponthus dispar,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Diponthus electus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Diponthus maculiferus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Diponthus prope communis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Diponthus sp.,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Elaeochlora basalis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Elaeochlora brachyptera,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Elaeochlora sp.,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Elaeochlora trilineata,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Elaeochlora viridicata,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Eutropidacris collares,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Prionolopha serrata,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Procolpia minor,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Securigera acutangula,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xestotrachelus robustus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus attenuatus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus discoideus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus gracilis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus insignis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus modestus,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus sp. 1,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus sp. 2,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus sp. 3,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zoniopoda hempeli,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zoniopoda juncorum,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zoniopoda omnicolor,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zoniopoda similis,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zoniopoda tarsata,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Elysiacris angusticollis,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Illapelia penai,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Peplacris recutita,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Tropidostethus bicarinatus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Chirista compta,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Coryphosima stenoptera,12,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya altaica,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya andreevae,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya bureschi,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya camptoxypha,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya gulae,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya hospodat,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya kalishevskii,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya kisi,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya krausii,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya miksici,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya modesta longicaudata,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya modestior,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya obtusa,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya petkovi,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya pienensis,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya plevnensis,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya pravdini adamovici,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya pravdini pravdini,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya rammei,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya rectipennis,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya rhodopensis,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya schneideri,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya speciosa,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya tosevski,16,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Endecous alejomesai,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Endecous batariensis,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Endecous cavernicolus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Endecous itatibensis,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Endecous onthophagus,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichromatos corupa,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichromatos lilloanus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichromatos montanus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichromatos schrottkyi,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Leiotettix politus,7,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Ronderosia dubius,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Ronderosia robustus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Scotussa daguerrei,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Scotussa daguerrei,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus dubius,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus robustus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Eurotettix lilloanus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Eurotettix schrottkyi,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Eurotettix sp. 1,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Eurotettix sp. 2,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Leiotettix politus.2,7,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Leiotettix sp. 1,8,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Baeacris punctulatus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Leiotettix politus,7,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Gryllotalpa gryllotalpa,6,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Gryllotalpa stepposa,6,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Aleuas gracilis,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Aleuas lineatus,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Aleuas sp. 1,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Aleuas sp. 2,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Aleuas sp. 3,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Atrachelacris olivaceus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Atrachelacris unicolor,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus bergi,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus obsurus,9,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus paraguayensis,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus piceomaculatus,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus porteri,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus silveiraguidoi,4,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus sp. 12,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus sp. 13,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus sp. 14,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus sp. 15,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus sp. 16,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus vittatus,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus vittatus.2,9,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Dichroplus vittigerum,9,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Eurotettix minor,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Leiotettix flavipes,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Leiotettix pulcher,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Leiotettix sp. 2,9,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Scotussa delicatula,8,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Scyllina signatipennis,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zygoclistron falconinum,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zygoclistron nasicum,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zygoclistron trachystictum,10,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Neuquina fictor,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Pachyosa signata,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Spathalium audouini,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Tetrixocephalus willemsei,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Diponthus communis,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Xyleus laevipes,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Zoniopoda iheringi,11,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Atacamacris diminuta,5,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Orthoptera,Isophya hemiptera,15,Polyneoptera Database. https://evobir.shinyapps.io/PolyneopteraDB/
Passeriformes,Camarhynchus pauper,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Camarhynchus pallidus,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Camarhynchus psittacula,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Certhidea olivacea,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Anthus spinoletta,43,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Monticola saxatilis,43,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Monticola solitarius,43,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Troglodytes troglodytes,43,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Calliope calliope,42,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Calliope pectoralis,42,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Cnemotriccus fuscatus,42,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Cyanoptila cyanomelana,42,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Luscinia luscinia,42,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Luscinia megarhynchos,42,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Orthotomus sutorius,42,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Prunella rubida,42,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Cranioleuca obsoleta,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Empidonax alnorum,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Empidonax flaviventris,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Empidonax hammondii,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Empidonax minimus,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Empidonax traillii,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Larvivora cyane,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Lepidocolaptes angustirostris,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Luscinia svecica,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Megarynchus pitangua,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Oenanthe chrysopygia,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Oenanthe deserti,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Oenanthe finschii,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Oenanthe isabellina,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Oenanthe oenanthe,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Oenanthe picata,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Oenanthe pleschanka,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Oenanthe xanthoprymna,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Pygochelidon cyanoleuca,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Pyriglena leucoptera,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Satrapa icterophrys,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Serpophaga subcristata,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Sittasomus griseicapillus,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Synallaxis frontalis,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Syndactyla rufosuperciliata,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Thamnophilus doliatus,41,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
