state,posterior,prior,likelihood,16s_fas_gb.treeLikelihood,18s_fas_gb.treeLikelihood,28s_fas_gb.treeLikelihood,coi_1_1.treeLikelihood,speciation
8922000,-389638.1324,-5224.77823,-384413.3542,-69088.21808,-62235.67583,-20819.23685,-232270.2234,-5197.345624
8923000,-389633.6898,-5222.273807,-384411.416,-69064.58685,-62371.33892,-20838.58821,-232136.902,-5194.844191
8924000,-389649.9195,-5227.125836,-384422.7936,-69083.66309,-62248.98704,-20824.11929,-232266.0242,-5198.731808
8925000,-389662.2923,-5230.574296,-384431.718,-69090.24117,-62250.98803,-20837.62905,-232252.8598,-5202.121188
8926000,-389653.0303,-5224.112804,-384428.9175,-69071.96875,-62307.80604,-20852.22874,-232196.914,-5195.015773
8927000,-389648.143,-5224.354583,-384423.7884,-69096.05158,-62093.03949,-20825.92491,-232408.7724,-5196.971932
8928000,-389657.6621,-5229.441936,-384428.2201,-69094.25791,-62191.3202,-20866.60945,-232276.0326,-5201.227135
8929000,-389645.8789,-5223.632153,-384422.2467,-69067.66463,-62212.45518,-20878.61318,-232263.5137,-5195.377362
8930000,-389631.4997,-5226.434337,-384405.0653,-69082.78558,-62220.56812,-20864.77248,-232236.9392,-5199.517027
8931000,-389619.7891,-5225.5371,-384394.252,-69061.32241,-62240.89651,-20855.23161,-232236.8015,-5197.572952
8932000,-389625.0463,-5230.231806,-384394.8145,-69067.38978,-62237.31107,-20840.6786,-232249.4351,-5203.942386
8933000,-389626.739,-5226.683959,-384400.055,-69072.56057,-62200.29731,-20832.53073,-232294.6664,-5200.402627
8934000,-389652.3335,-5227.096638,-384425.2369,-69072.83125,-62118.6699,-20827.06342,-232406.6723,-5201.623415
8935000,-389645.4353,-5224.803819,-384420.6315,-69059.2975,-62194.78194,-20849.78181,-232316.7702,-5199.429781
8936000,-389646.2533,-5229.708136,-384416.5451,-69030.57846,-62166.05107,-20840.71701,-232379.1986,-5203.85568
8937000,-389660.1296,-5232.086451,-384428.0431,-69052.27592,-62177.89104,-20850.96709,-232346.9091,-5207.125176
8938000,-389650.0927,-5230.27675,-384419.8159,-69050.68153,-62230.22362,-20847.5755,-232291.3353,-5205.244046
8939000,-389648.3005,-5228.956848,-384419.3437,-69065.23063,-62228.19174,-20843.45616,-232282.4651,-5203.263107
8940000,-389649.6227,-5230.761257,-384418.8615,-69062.35631,-62230.17467,-20851.74862,-232274.5819,-5204.519306
8941000,-389629.6437,-5226.479616,-384403.1641,-69065.52755,-62126.68947,-20853.0368,-232357.9103,-5200.918392
8942000,-389633.1655,-5228.647747,-384404.5178,-69067.09445,-62141.34324,-20868.00473,-232328.0753,-5201.564142
8943000,-389633.8753,-5231.490587,-384402.3847,-69063.53885,-62098.69688,-20851.92386,-232388.2251,-5203.84141
8944000,-389629.0321,-5227.214812,-384401.8173,-69059.10871,-62170.18121,-20872.69253,-232299.8348,-5199.496161
8945000,-389630.0491,-5227.275337,-384402.7738,-69057.93658,-62191.93037,-20859.25888,-232293.648,-5200.985349
8946000,-389636.285,-5230.545421,-384405.7396,-69043.47686,-62256.83855,-20872.98991,-232232.4343,-5204.075153
8947000,-389648.8551,-5230.501983,-384418.3531,-69048.95224,-62217.71424,-20865.79934,-232285.8873,-5202.037565
8948000,-389654.8265,-5232.331923,-384422.4945,-69051.2876,-62188.63499,-20869.50068,-232313.0713,-5203.685412
8949000,-389659.8364,-5236.319281,-384423.5172,-69053.88427,-62196.22941,-20863.5327,-232309.8708,-5207.202732
8950000,-389667.2085,-5234.716929,-384432.4916,-69070.51778,-62165.8384,-20847.4521,-232348.6833,-5204.243422
8951000,-389640.1099,-5233.032887,-384407.077,-69037.30851,-62258.7953,-20863.17133,-232247.8019,-5202.889901
8952000,-389642.4611,-5226.369036,-384416.092,-69011.92368,-62280.74107,-20853.77447,-232269.6528,-5196.684698
8953000,-389639.2375,-5233.511476,-384405.726,-69015.40157,-62248.95637,-20845.17569,-232296.1924,-5201.473674
8954000,-389642.2197,-5232.541387,-384409.6784,-69012.87928,-62359.79576,-20871.61274,-232165.3906,-5202.359245
8955000,-389648.9292,-5230.461381,-384418.4678,-69049.68645,-62285.22973,-20843.62854,-232239.9231,-5199.522682
8956000,-389658.7339,-5225.437957,-384433.296,-69052.52076,-62389.52523,-20862.88614,-232128.3639,-5191.163324
8957000,-389654.8046,-5222.654008,-384432.1506,-69037.8072,-62453.53468,-20852.33935,-232088.4694,-5190.901298
8958000,-389649.0909,-5224.086117,-384425.0048,-69062.17433,-62321.42927,-20832.89133,-232208.5099,-5193.548048
8959000,-389645.1875,-5226.767876,-384418.4197,-69061.02776,-62339.16201,-20831.24177,-232186.9881,-5195.02505
8960000,-389661.1037,-5229.397351,-384431.7063,-69067.21809,-62375.20747,-20848.45548,-232140.8253,-5197.509128
8961000,-389647.6382,-5223.196149,-384424.4421,-69076.93092,-62269.32896,-20830.7054,-232247.4768,-5193.993007
8962000,-389639.7934,-5223.692201,-384416.1012,-69054.99448,-62325.13924,-20845.36983,-232190.5976,-5194.656856
8963000,-389666.8868,-5226.498079,-384440.3887,-69072.50924,-62352.11262,-20859.86028,-232155.9066,-5195.048835
8964000,-389684.494,-5228.496511,-384455.9975,-69088.95302,-62257.22514,-20867.41766,-232242.4016,-5196.060649
8965000,-389680.17,-5224.476612,-384455.6934,-69084.31972,-62353.9063,-20828.36452,-232189.1029,-5192.056834
8966000,-389668.3246,-5217.050116,-384451.2745,-69068.8505,-62343.1738,-20830.94795,-232208.3022,-5191.954232
8967000,-389658.1786,-5220.921979,-384437.2566,-69092.15951,-62287.43961,-20843.78683,-232213.8706,-5195.306438
8968000,-389649.0639,-5217.921389,-384431.1425,-69098.84002,-62333.04553,-20853.62558,-232145.6314,-5191.45855
8969000,-389633.2217,-5220.490982,-384412.7307,-69070.53824,-62419.33871,-20868.57444,-232054.2794,-5195.310523
8970000,-389636.2843,-5217.790568,-384418.4938,-69099.90011,-62135.50095,-20821.84945,-232361.2433,-5191.991901
8971000,-389647.07,-5221.8342,-384425.2358,-69082.86549,-62255.07347,-20837.15906,-232250.1378,-5195.16657
8972000,-389644.2425,-5218.11258,-384426.1299,-69083.7838,-62187.91812,-20816.16558,-232338.2624,-5192.386443
8973000,-389643.3475,-5217.186592,-384426.1609,-69068.41954,-62310.02223,-20826.96536,-232220.7538,-5191.815253
8974000,-389632.6876,-5215.525564,-384417.1621,-69059.2829,-62382.03773,-20840.78083,-232135.0606,-5189.145938
8975000,-389653.0244,-5217.591786,-384435.4326,-69063.71533,-62419.09486,-20849.95454,-232102.6679,-5191.390348
8976000,-389648.0497,-5211.578243,-384436.4714,-69074.28098,-62325.39499,-20836.1158,-232200.6797,-5184.424758
8977000,-389640.2003,-5214.562302,-384425.638,-69067.63056,-62336.07129,-20853.97821,-232167.958,-5189.174316
8978000,-389632.9471,-5216.9409,-384416.0062,-69045.07084,-62334.79219,-20845.05236,-232191.0909,-5191.078955
8979000,-389631.6222,-5214.169551,-384417.4527,-69038.96264,-62327.79433,-20849.6024,-232201.0933,-5188.96879
8980000,-389614.4862,-5211.345172,-384403.141,-69036.60623,-62334.91859,-20856.2281,-232175.3881,-5184.875572
8981000,-389628.5107,-5213.648539,-384414.8622,-69030.37049,-62307.09369,-20849.1198,-232228.2782,-5186.370448
8982000,-389630.4001,-5217.428115,-384412.972,-69069.2706,-62264.43259,-20842.14859,-232237.1202,-5191.311403
8983000,-389623.5846,-5214.231172,-384409.3534,-69080.84283,-62208.33078,-20839.3277,-232280.8521,-5189.342228
8984000,-389628.9912,-5211.421531,-384417.5697,-69062.32003,-62200.07035,-20849.34907,-232305.8302,-5186.107914
8985000,-389630.2134,-5218.540005,-384411.6734,-69029.74072,-62349.77623,-20867.78188,-232164.3745,-5192.116446
8986000,-389621.7694,-5211.919638,-384409.8498,-69093.23492,-62168.57231,-20837.04201,-232311.0006,-5185.287133
8987000,-389626.5222,-5216.961972,-384409.5602,-69076.72462,-62203.67944,-20836.69886,-232292.4573,-5190.601913
8988000,-389643.0859,-5213.118581,-384429.9674,-69053.28213,-62252.45667,-20844.02676,-232280.2018,-5187.59378
8989000,-389635.2263,-5212.488581,-384422.7377,-69080.17608,-62208.19973,-20866.56489,-232267.797,-5187.352261
8990000,-389615.3954,-5216.266223,-384399.1292,-69080.79425,-62261.37916,-20863.54021,-232193.4155,-5191.28086
8991000,-389605.0997,-5216.373852,-384388.7258,-69083.89779,-62209.78051,-20863.76837,-232231.2791,-5190.791549
8992000,-389592.6651,-5212.262437,-384380.4027,-69073.34325,-62262.31577,-20868.50879,-232176.2348,-5186.151646
8993000,-389617.4542,-5215.414127,-384402.0401,-69056.17687,-62308.05003,-20889.35288,-232148.4603,-5189.296848
8994000,-389631.885,-5214.355729,-384417.5292,-69045.56492,-62330.20747,-20894.34372,-232147.4131,-5187.012533
8995000,-389646.2308,-5217.784198,-384428.4466,-69054.05326,-62298.97917,-20881.05303,-232194.3612,-5190.150167
8996000,-389661.9532,-5220.870379,-384441.0828,-69071.82104,-62208.9018,-20873.02574,-232287.3342,-5193.002729
8997000,-389636.7871,-5217.014918,-384419.7722,-69034.42547,-62285.4722,-20860.3436,-232239.5309,-5188.970994
8998000,-389649.0814,-5215.392553,-384433.6888,-69042.62611,-62282.55905,-20856.40243,-232252.1012,-5187.893881
8999000,-389639.1326,-5219.917004,-384419.2156,-69077.58211,-62240.01993,-20854.31519,-232247.2984,-5190.831978
9000000,-389630.7888,-5212.947953,-384417.8408,-69076.52976,-62227.47569,-20867.1215,-232246.7138,-5188.555551
9001000,-389626.5841,-5213.469922,-384413.1142,-69049.42084,-62269.22834,-20859.35964,-232235.1053,-5189.347562
9002000,-389615.0085,-5213.453271,-384401.5552,-69084.33342,-62213.2198,-20844.08356,-232259.9184,-5189.469347
9003000,-389607.0386,-5212.132962,-384394.9056,-69053.70249,-62273.97192,-20855.85074,-232211.3805,-5187.164143
9004000,-389617.7423,-5210.826948,-384406.9153,-69051.07837,-62299.60843,-20852.86228,-232203.3662,-5186.78348
9005000,-389609.1591,-5211.512749,-384397.6464,-69040.01403,-62205.36911,-20838.30543,-232313.9578,-5186.925721
9006000,-389606.2451,-5207.519621,-384398.7254,-69055.59102,-62283.43049,-20847.41378,-232212.2901,-5182.571319
9007000,-389613.6011,-5211.388484,-384402.2126,-69038.26211,-62273.27296,-20853.35495,-232237.3226,-5187.164233
9008000,-389619.1837,-5219.200161,-384399.9836,-69047.3427,-62287.6728,-20863.67655,-232201.2915,-5193.281717
9009000,-389621.0494,-5214.65739,-384406.392,-69032.39041,-62365.12291,-20854.54511,-232154.3335,-5191.501942
9010000,-389621.6979,-5212.627177,-384409.0707,-69028.16384,-62368.81565,-20872.94907,-232139.1421,-5189.359491
9011000,-389612.7741,-5213.091187,-384399.6829,-69043.43398,-62257.443,-20838.5715,-232260.2345,-5188.758943
9012000,-389620.2901,-5212.544743,-384407.7454,-69061.33819,-62268.84962,-20844.10543,-232233.4521,-5189.19401
9013000,-389638.0275,-5212.845434,-384425.182,-69048.4467,-62350.39685,-20835.32815,-232191.0103,-5186.084386
9014000,-389644.3218,-5214.954069,-384429.3677,-69079.43982,-62276.21589,-20821.02527,-232252.6867,-5189.341618
9015000,-389653.4564,-5212.509662,-384440.9467,-69093.81985,-62290.52074,-20847.31121,-232209.2949,-5187.258067
9016000,-389658.0393,-5214.828499,-384443.2108,-69074.82743,-62213.82064,-20825.42063,-232329.1421,-5189.106992
9017000,-389650.1592,-5216.74854,-384433.4107,-69051.73934,-62322.36499,-20840.38231,-232218.9241,-5190.205517
9018000,-389657.7695,-5217.490459,-384440.279,-69079.65803,-62250.29768,-20836.19183,-232274.1315,-5192.337394
9019000,-389656.5123,-5219.917456,-384436.5949,-69071.58367,-62137.65203,-20852.92455,-232374.4346,-5193.780078
9020000,-389658.936,-5219.825701,-384439.1103,-69029.49044,-62289.56304,-20875.99084,-232244.066,-5194.356106
9021000,-389664.691,-5216.315754,-384448.3752,-69015.88078,-62237.79702,-20854.79928,-232339.8981,-5191.057593
9022000,-389664.7852,-5213.807779,-384450.9774,-69010.70423,-62286.48037,-20885.40299,-232268.3898,-5187.335675
9023000,-389670.6686,-5214.751979,-384455.9166,-69030.83018,-62271.99607,-20874.2099,-232278.8804,-5189.219423
9024000,-389686.2066,-5214.999283,-384471.2073,-69049.54915,-62256.73865,-20865.2747,-232299.6448,-5190.052494
9025000,-389667.0872,-5213.316582,-384453.7706,-69080.72217,-62204.12001,-20843.7567,-232325.1717,-5187.417865
9026000,-389674.2408,-5219.39375,-384454.847,-69086.35829,-62288.86182,-20850.8695,-232228.7574,-5194.031853
9027000,-389678.7778,-5216.897816,-384461.88,-69099.40749,-62301.34127,-20846.81986,-232214.3114,-5191.407946
9028000,-389675.7584,-5218.961549,-384456.7968,-69109.79337,-62176.26632,-20820.66551,-232350.0716,-5192.751913
9029000,-389656.965,-5214.080113,-384442.8849,-69121.8462,-62178.75867,-20836.94423,-232305.3358,-5187.913576
9030000,-389672.3742,-5217.106613,-384455.2676,-69080.1817,-62264.74794,-20829.45221,-232280.8858,-5191.649702
9031000,-389655.903,-5213.509685,-384442.3933,-69117.8389,-62261.99375,-20843.88648,-232218.6741,-5187.053534
9032000,-389651.7449,-5214.717451,-384437.0275,-69135.29625,-62204.5097,-20844.09474,-232253.1268,-5189.345006
9033000,-389649.5168,-5217.469756,-384432.0471,-69135.15252,-62236.91697,-20833.02367,-232226.9539,-5191.400725
9034000,-389633.1111,-5218.37823,-384414.7328,-69140.00753,-62216.4743,-20834.65849,-232223.5925,-5192.767
9035000,-389636.9585,-5211.971481,-384424.987,-69108.62257,-62336.27372,-20853.16975,-232126.9209,-5186.151718
9036000,-389648.3546,-5215.286126,-384433.0685,-69124.66665,-62311.61774,-20863.45355,-232133.3306,-5188.552292
9037000,-389627.0662,-5215.144978,-384411.9213,-69074.2285,-62332.52855,-20881.20937,-232123.9548,-5188.12524
9038000,-389612.3183,-5213.888966,-384398.4293,-69040.93071,-62301.09765,-20877.45313,-232178.9478,-5187.566913
9039000,-389614.9618,-5215.160222,-384399.8016,-69027.18021,-62346.61626,-20878.12741,-232147.8777,-5187.666489
9040000,-389627.6252,-5214.749132,-384412.8761,-69026.64296,-62433.47813,-20896.62653,-232056.1284,-5190.01341
9041000,-389631.4905,-5216.852018,-384414.6385,-69053.60955,-62264.61025,-20857.91725,-232238.5014,-5192.244741
9042000,-389640.504,-5215.688454,-384424.8155,-69030.69019,-62318.89248,-20852.47597,-232222.7569,-5190.915865
9043000,-389666.9419,-5214.971386,-384451.9705,-69025.8056,-62391.20176,-20869.97394,-232164.9892,-5189.01088
9044000,-389660.2801,-5219.598068,-384440.682,-69034.51381,-62433.36775,-20862.62837,-232110.1721,-5194.969165
9045000,-389669.8778,-5217.500586,-384452.3772,-69040.39771,-62270.58023,-20860.07507,-232281.3242,-5192.111208
9046000,-389639.9122,-5216.55763,-384423.3546,-69037.59813,-62280.26624,-20840.94689,-232264.5433,-5191.12098
9047000,-389642.6341,-5218.226431,-384424.4076,-69048.0972,-62227.11193,-20831.15858,-232318.0399,-5192.79751
9048000,-389654.5842,-5218.142411,-384436.4418,-69029.62014,-62373.51407,-20883.53675,-232149.7709,-5192.696774
9049000,-389653.1155,-5218.722519,-384434.393,-69030.30159,-62302.99695,-20875.07702,-232226.0175,-5191.083117
9050000,-389652.4113,-5220.61702,-384431.7943,-69038.05431,-62356.90642,-20849.56482,-232187.2688,-5195.642937
9051000,-389668.7231,-5226.18427,-384442.5389,-69014.65037,-62406.99223,-20864.54942,-232156.3469,-5200.598733
9052000,-389660.6493,-5222.596541,-384438.0528,-69079.54168,-62296.6235,-20856.87076,-232205.0168,-5197.438424
9053000,-389644.2967,-5222.069187,-384422.2275,-69092.67882,-62255.8991,-20854.44306,-232219.2065,-5195.833513
9054000,-389653.3505,-5220.178948,-384433.1715,-69063.57759,-62202.82746,-20841.26076,-232325.5057,-5193.619873
9055000,-389639.4209,-5219.222609,-384420.1982,-69038.13796,-62425.54813,-20863.1664,-232093.3458,-5192.621175
9056000,-389652.3382,-5221.058577,-384431.2797,-69029.17429,-62374.17633,-20843.42259,-232184.5065,-5193.686635
9057000,-389641.7592,-5220.024622,-384421.7346,-69028.61945,-62318.1819,-20821.85826,-232253.0749,-5193.20419
9058000,-389636.6604,-5217.880863,-384418.7795,-69023.78007,-62361.60022,-20812.165,-232221.2342,-5191.982021
9059000,-389611.7609,-5218.368739,-384393.3922,-69022.37355,-62281.56165,-20801.25232,-232288.2046,-5190.905737
9060000,-389611.1103,-5219.481501,-384391.6288,-69028.46292,-62289.2034,-20791.90715,-232282.0553,-5193.309227
9061000,-389635.7298,-5220.581378,-384415.1484,-69007.65428,-62342.90945,-20774.47275,-232290.1119,-5194.227549
9062000,-389621.0773,-5217.706451,-384403.3708,-69031.2514,-62347.90458,-20780.57051,-232243.6443,-5191.912177
9063000,-389606.5364,-5216.733021,-384389.8034,-69019.16285,-62350.24896,-20806.87679,-232213.5148,-5189.092072
9064000,-389604.9167,-5220.849607,-384384.067,-69029.77646,-62217.4244,-20776.75413,-232360.1121,-5194.539451
9065000,-389608.427,-5216.389542,-384392.0375,-69041.34453,-62208.48011,-20800.6959,-232341.5169,-5189.752724
9066000,-389610.556,-5214.972073,-384395.5839,-69041.44057,-62233.73446,-20821.14182,-232299.2671,-5190.825543
9067000,-389611.5462,-5215.988063,-384395.5582,-69047.09039,-62307.82321,-20821.09888,-232219.5457,-5190.868228
9068000,-389608.2723,-5218.118837,-384390.1534,-69015.62223,-62263.15694,-20805.27912,-232306.0951,-5191.502022
9069000,-389609.2113,-5214.301842,-384394.9094,-68977.38833,-62356.71477,-20821.72158,-232239.0847,-5187.742558
9070000,-389609.1968,-5217.209673,-384391.9871,-69000.43578,-62233.0247,-20806.68196,-232351.8447,-5191.33473
9071000,-389636.1018,-5215.375316,-384420.7264,-68987.66887,-62351.45464,-20820.60798,-232260.995,-5190.151017
9072000,-389642.9337,-5215.420815,-384427.5128,-69008.0368,-62331.88722,-20831.29714,-232256.2917,-5189.134533
9073000,-389654.0196,-5214.746902,-384439.2727,-69005.30418,-62395.09527,-20841.52745,-232197.3458,-5189.164294
9074000,-389659.8281,-5216.327365,-384443.5007,-69026.59407,-62302.30258,-20838.60939,-232275.9946,-5190.210321
9075000,-389667.7155,-5218.819586,-384448.8959,-69048.42718,-62192.74047,-20786.56846,-232421.1598,-5191.757069
9076000,-389654.5281,-5213.084924,-384441.4432,-69039.24305,-62294.62605,-20807.02364,-232300.5505,-5185.934476
9077000,-389648.9863,-5215.16063,-384433.8257,-69042.91538,-62327.33624,-20804.39685,-232259.1772,-5189.164019
9078000,-389649.8685,-5215.048226,-384434.8203,-69042.16324,-62328.00632,-20814.49553,-232250.1552,-5188.25247
9079000,-389653.6192,-5213.214817,-384440.4043,-69008.92086,-62482.52725,-20841.69214,-232107.2641,-5188.01397
9080000,-389638.3789,-5219.760514,-384418.6184,-69014.78824,-62367.86967,-20810.59141,-232225.3691,-5193.325312
9081000,-389633.7634,-5216.977677,-384416.7857,-69019.00973,-62378.97874,-20798.64837,-232220.1489,-5191.527542
9082000,-389642.1089,-5217.36706,-384424.7418,-69027.77654,-62321.9475,-20796.14518,-232278.8726,-5191.240404
9083000,-389629.3553,-5213.278008,-384416.0773,-69003.09523,-62430.53595,-20838.37714,-232144.069,-5187.148899
9084000,-389642.854,-5215.905621,-384426.9484,-68989.0843,-62376.04667,-20841.47625,-232220.3412,-5190.097749
9085000,-389660.8932,-5220.213394,-384440.6798,-68973.08809,-62437.47358,-20842.17055,-232187.9475,-5193.741719
9086000,-389665.5565,-5216.193869,-384449.3626,-68987.1241,-62395.78832,-20845.63385,-232220.8163,-5190.677964
9087000,-389666.6761,-5217.710485,-384448.9656,-68995.71724,-62432.27737,-20857.69999,-232163.271,-5186.824751
9088000,-389668.9286,-5221.003905,-384447.9247,-69008.90809,-62295.59838,-20816.64311,-232326.7751,-5189.834522
9089000,-389678.3898,-5221.713225,-384456.6766,-68991.84199,-62367.70229,-20813.76311,-232283.3692,-5189.298799
9090000,-389674.5625,-5225.610909,-384448.9515,-68984.59586,-62435.4449,-20823.74783,-232205.1629,-5192.766355
9091000,-389677.7311,-5220.188336,-384457.5428,-68999.91032,-62354.2483,-20808.66952,-232294.7146,-5188.610535
9092000,-389672.8199,-5220.460119,-384452.3598,-69032.28549,-62362.46075,-20819.21235,-232238.4012,-5188.708744
9093000,-389686.6979,-5223.705587,-384462.9923,-69040.91331,-62364.82581,-20813.88578,-232243.3675,-5191.710015
9094000,-389702.3249,-5224.681402,-384477.6435,-69062.73264,-62395.86491,-20823.00818,-232196.0378,-5190.039713
9095000,-389709.8064,-5222.673415,-384487.133,-69099.61077,-62268.46439,-20820.29656,-232298.7613,-5189.166114
9096000,-389709.5981,-5225.448416,-384484.1497,-69081.33933,-62286.61664,-20822.69195,-232293.5018,-5191.630515
9097000,-389694.2755,-5222.691933,-384471.5836,-69080.02254,-62289.86794,-20819.48799,-232282.2051,-5188.09441
9098000,-389688.9114,-5228.888504,-384460.0228,-69066.03776,-62339.64945,-20824.09337,-232230.2423,-5193.32658
9099000,-389661.1522,-5224.712584,-384436.4396,-69059.29657,-62232.89293,-20795.24085,-232349.0092,-5190.806992
9100000,-389687.6565,-5229.581618,-384458.0749,-69053.95663,-62260.44537,-20795.4129,-232348.26,-5195.116672
9101000,-389699.7306,-5226.985738,-384472.7449,-69060.2309,-62281.48932,-20813.92088,-232317.1038,-5193.514073
9102000,-389707.3912,-5225.795651,-384481.5955,-69059.30679,-62395.2895,-20852.74146,-232174.2578,-5192.588731
9103000,-389701.5653,-5233.53749,-384468.0278,-69048.22124,-62368.50127,-20828.34034,-232222.9649,-5196.981841
9104000,-389682.9147,-5229.204262,-384453.7104,-69030.17164,-62387.87052,-20829.65851,-232206.0098,-5195.179465
9105000,-389681.0294,-5231.242608,-384449.7868,-69049.70214,-62301.19259,-20851.86973,-232247.0224,-5197.306651
9106000,-389670.3575,-5227.676741,-384442.6807,-69057.59214,-62330.4753,-20865.97888,-232188.6344,-5193.269321
9107000,-389674.2377,-5223.936124,-384450.3016,-69040.32962,-62367.18717,-20861.35915,-232181.4256,-5193.199066
9108000,-389693.9666,-5226.539896,-384467.4267,-69055.70775,-62325.68115,-20876.354,-232209.6838,-5194.192015
9109000,-389689.0287,-5222.090906,-384466.9378,-69066.22573,-62290.71273,-20860.35781,-232249.6415,-5189.988272
9110000,-389676.7609,-5223.452429,-384453.3085,-69058.64056,-62299.0333,-20829.06354,-232266.5711,-5192.112867
9111000,-389664.1262,-5226.29245,-384437.8337,-69049.1946,-62193.7884,-20811.92582,-232382.9249,-5195.103626
9112000,-389671.3279,-5226.071513,-384445.2564,-69062.34862,-62176.82939,-20804.71574,-232401.3627,-5194.835534
9113000,-389679.5692,-5220.166665,-384459.4026,-69049.95478,-62193.15378,-20800.94929,-232415.3447,-5190.754542
9114000,-389673.1313,-5219.640904,-384453.4904,-69070.74038,-62225.18997,-20818.08264,-232339.4775,-5189.27953
9115000,-389678.429,-5229.065993,-384449.363,-69053.17781,-62336.97618,-20832.57569,-232226.6333,-5195.775141
9116000,-389660.1412,-5219.426646,-384440.7145,-69061.30588,-62256.88902,-20801.32629,-232321.1934,-5189.663586
9117000,-389659.2174,-5219.447679,-384439.7697,-69048.88131,-62270.3556,-20817.5275,-232303.0053,-5190.038271
9118000,-389647.2456,-5220.44847,-384426.7971,-69077.45268,-62159.56832,-20814.46063,-232375.3155,-5190.959674
9119000,-389639.233,-5223.602803,-384415.6302,-69065.99209,-62160.4131,-20802.09377,-232387.1312,-5195.448688
9120000,-389629.1547,-5219.900925,-384409.2537,-69053.31913,-62179.60662,-20824.77605,-232351.5519,-5191.399438
9121000,-389643.2768,-5221.545348,-384421.7314,-69064.11817,-62182.44747,-20846.42122,-232328.7446,-5192.502457
9122000,-389648.0295,-5219.294533,-384428.735,-69076.52827,-62218.32389,-20834.89038,-232298.9925,-5191.548459
9123000,-389670.2866,-5216.568657,-384453.718,-69066.66829,-62121.37311,-20811.98037,-232453.6962,-5186.84724
9124000,-389661.0431,-5217.839668,-384443.2034,-69014.47036,-62188.36878,-20825.74424,-232414.62,-5190.186597
9125000,-389662.1838,-5219.062479,-384443.1213,-69041.16119,-62185.24433,-20823.58978,-232393.126,-5191.402096
9126000,-389679.4668,-5220.067518,-384459.3992,-69059.254,-62310.71407,-20839.39178,-232250.0394,-5192.240048
9127000,-389669.2053,-5220.246911,-384448.9584,-69019.87791,-62312.93036,-20847.88025,-232268.2699,-5192.487486
9128000,-389690.1711,-5226.323187,-384463.848,-69027.73754,-62313.08558,-20846.37065,-232276.6542,-5198.003313
9129000,-389699.474,-5217.143461,-384482.3305,-69042.80875,-62212.98832,-20809.37407,-232417.1594,-5189.594689
9130000,-389686.063,-5220.842528,-384465.2205,-68995.51186,-62293.59082,-20830.657,-232345.4608,-5193.471242
9131000,-389685.8281,-5221.45525,-384464.3728,-68997.31801,-62353.58686,-20837.45848,-232276.0095,-5193.076388
9132000,-389678.7923,-5220.071848,-384458.7204,-69017.54802,-62338.12483,-20842.57274,-232260.4748,-5192.636173
9133000,-389659.679,-5218.067822,-384441.6112,-69045.89471,-62292.71258,-20813.63081,-232289.3731,-5190.607633
9134000,-389671.9404,-5223.483022,-384448.4574,-69061.98916,-62281.49261,-20826.40489,-232278.5707,-5193.429209
9135000,-389666.2118,-5218.307702,-384447.9041,-69078.79958,-62197.70305,-20809.71289,-232361.6886,-5191.65535
9136000,-389657.9127,-5221.617138,-384436.2956,-69046.16815,-62273.11444,-20837.54234,-232279.4707,-5194.491826
9137000,-389667.2814,-5221.075084,-384446.2063,-69092.89849,-62188.2138,-20827.12881,-232337.9652,-5194.418649
9138000,-389677.7991,-5222.933096,-384454.866,-69080.33149,-62219.19216,-20843.98697,-232311.3553,-5196.196346
9139000,-389662.4852,-5220.278787,-384442.2064,-69087.24551,-62259.99884,-20815.11467,-232279.8474,-5193.21409
9140000,-389660.7043,-5219.701789,-384441.0025,-69080.26669,-62206.59775,-20810.58174,-232343.5563,-5192.790983
9141000,-389647.3907,-5224.645472,-384422.7452,-69057.68947,-62180.17023,-20810.15611,-232374.7294,-5197.856313
9142000,-389662.1886,-5221.184066,-384441.0045,-69032.953,-62416.21765,-20853.359,-232138.4748,-5194.786209
9143000,-389657.1455,-5219.747415,-384437.3981,-69053.97849,-62285.53,-20844.12978,-232253.7598,-5193.376973
9144000,-389666.0176,-5221.305128,-384444.7125,-69046.53234,-62315.02458,-20859.57237,-232223.5832,-5194.102726
9145000,-389660.6809,-5219.173527,-384441.5074,-69032.40993,-62408.49666,-20881.37705,-232119.2238,-5191.874294
9146000,-389669.3497,-5223.063888,-384446.2858,-69042.86216,-62350.01397,-20861.99994,-232191.4098,-5196.145567
9147000,-389655.5919,-5217.909418,-384437.6824,-69054.81875,-62288.75195,-20880.02069,-232214.0911,-5188.143401
9148000,-389658.2519,-5220.369595,-384437.8823,-69047.18201,-62267.6262,-20872.53724,-232250.5369,-5193.67649
9149000,-389668.5964,-5220.973498,-384447.6229,-69090.41503,-62220.3845,-20872.14656,-232264.6769,-5193.458438
9150000,-389668.0526,-5219.6235,-384448.4291,-69091.77317,-62199.99156,-20861.49049,-232295.1738,-5193.335454
9151000,-389647.9691,-5218.413304,-384429.5558,-69037.70396,-62358.70689,-20891.18945,-232141.9555,-5191.489077
9152000,-389648.8406,-5221.433044,-384427.4075,-69096.99378,-62239.08743,-20887.90707,-232203.4192,-5194.33542
9153000,-389654.2796,-5222.499476,-384431.7801,-69062.10887,-62249.24622,-20891.87582,-232228.5492,-5194.708633
9154000,-389646.1146,-5221.421175,-384424.6934,-69068.05021,-62195.06973,-20888.7965,-232272.777,-5194.61053
