Order,Family,Genus,Species,Binomial,Female2n,Male2n,B chromosomes,Sex chromosome system,Notes-sex.chrom,Notes-diploid.num,Source
Eulipotyphla,Soricidae,Blarina,carolinensis,Blarina carolinensis,37,37,,XY,,,George et al. 1982
Eulipotyphla,Soricidae,Blarina,carolinensis,Blarina carolinensis,50,50,,XY,,,George et al. 1982
Eulipotyphla,Soricidae,Blarina,hylophaga,Blarina hylophaga,19,19,,complex XY,XY1Y2,,George et al. 1982
Eulipotyphla,Soricidae,Blarinella,griselda,Blarinella griselda,44,44,,XY,,,Ye et al. 2006
Eulipotyphla,Soricidae,Crocidura,canariensis,Crocidura canariensis,36,36,,XY,,,Vogel et al. 2006
Eulipotyphla,Soricidae,Crocidura,crossei,Crocidura crossei,44,44,,XY,,,Aniskin (Unpublished)
Eulipotyphla,Soricidae,Crocidura,dsinezumi,Crocidura dsinezumi,40,40,,XY,,,Biltueva et al. 1999
Eulipotyphla,Soricidae,Crocidura,glassi,Crocidura glassi,36,36,,XY,,,Aniskin (Unpublished)
Eulipotyphla,Soricidae,Crocidura,horsfieldii watasei,Crocidura horsfieldii watasei,26,26,,XY,,,Perelman and Graphodatsky (Unpublished)
Eulipotyphla,Soricidae,Crocidura,leucodon sp. 1,Crocidura leucodon sp. 1,28,28,,XY,,,Graphodatsky et al. 1987
Eulipotyphla,Soricidae,Crocidura,leucodon sp. 2,Crocidura leucodon sp. 2,28,28,,XY,,,Vogel and Sofianidou 1996
Eulipotyphla,Soricidae,Crocidura,muricauda,Crocidura muricauda,36,36,,XY,,,Aniskin (Unpublished)
Eulipotyphla,Soricidae,Crocidura,obscurior,Crocidura obscurior,38,38,,XY,,,Aniskin (Unpublished)
Eulipotyphla,Soricidae,Crocidura,olivieri,Crocidura olivieri,50,50,,XY,,,Aniskin (Unpublished)
Eulipotyphla,Soricidae,Crocidura,pergrisea,Crocidura pergrisea,22,22,,XY,,,Graphodatsky et al. 1987
Eulipotyphla,Soricidae,Crocidura,sibirica,Crocidura sibirica,40,40,,XY,,,Graphodatsky et al. 1987
Eulipotyphla,Soricidae,Crocidura,sicula,Crocidura sicula,36,36,,XY,,,Vogel et al. 2006
Eulipotyphla,Soricidae,Crocidura,suaveolens,Crocidura suaveolens,40,40,,XY,,,Graphodatsky et al. 1987
Eulipotyphla,Soricidae,Crocidura,tarfayensis,Crocidura tarfayensis,36,36,,XY,,,Vogel et al. 2006
Eulipotyphla,Soricidae,Crocidura,watasei,Crocidura watasei,26,26,,XY,,,Harada et al. 1985
Eulipotyphla,Soricidae,Neomys,fodiens,Neomys fodiens,52,52,,XY,,,Perelman and Graphodatsky (Unpublished)
Eulipotyphla,Soricidae,Notiosorex,crawfordi,Notiosorex crawfordi,68,68,,XY,,,Blackmon 2019
Eulipotyphla,Soricidae,Sorex,araneus,Sorex araneus,26,26,,complex XY,XY1Y2,20-33,"Dixhens et al. 1998, Ye et al. 2006, Biltueva et al. 2011"
Eulipotyphla,Soricidae,Sorex,araneus,Sorex araneus,21,21,,complex XY,XY1Y2,,Serov et al. 1998
Eulipotyphla,Soricidae,Sorex,caecutiens,Sorex caecutiens,42,42,,XY,,,Biltueva et al. 2011
Eulipotyphla,Soricidae,Sorex,coronatus,Sorex coronatus,23,23,,complex XY,XY1Y2,22-23,Biltueva et al. 2011
Eulipotyphla,Soricidae,Sorex,granarius,Sorex granarius,36,36,,complex XY,XY1Y2,36-37,"Biltueva et al. 2011, Biltueva and Vorobieva 2012"
Eulipotyphla,Soricidae,Sorex,minutus,Sorex minutus,42,42,,XY,,,Biltueva et al. 2011
Eulipotyphla,Soricidae,Sorex,raddei,Sorex raddei,36,36,,XY,,,Biltueva et al. 2011
Eulipotyphla,Soricidae,Sorex,tundrensis,Sorex tundrensis,32,32,,XY,,30-35,Biltueva et al. 2011
Eulipotyphla,Soricidae,Suncus,murinus,Suncus murinus,40,40,,XY,,,Perelman et al. (Unpublished)
Eulipotyphla,Talpidae,Dymecodon,pilirostris,Dymecodon pilirostris,34,34,,XY,,,Kawada and Obara 1999
Eulipotyphla,Talpidae,Euroscaptor,klossi,Euroscaptor klossi,36,36,,XY,,,Kawada et al. 2006
Eulipotyphla,Talpidae,Mogera,insularis,Mogera insularis,32,32,,XY,,,Kawada et al. 2007
Eulipotyphla,Talpidae,Mogera,kanoana,Mogera kanoana,32,32,,XY,,,Kawada et al. 2007
Eulipotyphla,Talpidae,Neurotrichus,gibbsii,Neurotrichus gibbsii,34,34,,XY,,,Kawada et al. 2008
Eulipotyphla,Talpidae,Parascalops,breweri,Parascalops breweri,34,34,,XY,,,Benirschke 1969
Eulipotyphla,Talpidae,Parascaptor,leucura,Parascaptor leucura,34,34,,XY,,,Kawada et al. 2016
Eulipotyphla,Talpidae,Scapanulus,oweni,Scapanulus oweni,34,34,,XY,,,He et al. 2012
Eulipotyphla,Talpidae,Scaptonyx,fusicaudus,Scaptonyx fusicaudus,34,34,,XY,,,Kawada et al. 2008
Eulipotyphla,Talpidae,Talpa,altaica,Talpa altaica,34,34,,XY,,,Biltueva and Vorobieva 2012
Eulipotyphla,Talpidae,Talpa,europaea,Talpa europaea,34,34,,XY,,,Volleth and Muller 2006
Eulipotyphla,Talpidae,Talpa,europaea europaea,Talpa europaea europaea,34,34,,XY,,,Benirschke 1969
Eulipotyphla,Talpidae,Urotrichus,talpoides,Urotrichus talpoides,34,34,,XY,,,Kawada and Obara 1999
Hyracoidea,Procaviidae,Procavia,capensis,Procavia capensis,54,54,,XY,,,Pardini et al. 2007
Lagomorpha,Leporidae,Brachylagus,idahoensis,Brachylagus idahoensis,44,44,,XY,,,Robinson et al. 2002
Lagomorpha,Leporidae,Bunolagus,monticularis,Bunolagus monticularis,44,44,,XY,,,Robinson et al. 2002
Lagomorpha,Leporidae,Lepus,alleni alleni,Lepus alleni alleni,48,48,,XY,,,Blackmon 2019
Lagomorpha,Leporidae,Lepus,americanus,Lepus americanus,48,48,,XY,,,Blackmon 2019
Lagomorpha,Leporidae,Lepus,californicus,Lepus californicus,48,48,,XY,,,Robinson et al. 2002
Lagomorpha,Leporidae,Lepus,californicus eremicus,Lepus californicus eremicus,48,48,,XY,,,Blackmon 2019
Lagomorpha,Leporidae,Lepus,mandshuricus,Lepus mandshuricus,48,48,,XY,,,Beklemisheva and Kartavtseva (Unpublished)
Lagomorpha,Leporidae,Lepus,saxatilis,Lepus saxatilis,48,48,,XY,,,Robinson 1980
Lagomorpha,Leporidae,Lepus,timidus,Lepus timidus,48,48,,XY,,,Beklemisheva et al. 2011
Lagomorpha,Leporidae,Lepus,tolai,Lepus tolai,48,48,,XY,,,Beklemisheva and Romanenko (Unpublished)
Lagomorpha,Leporidae,Lepus,townsendii,Lepus townsendii,48,48,,XY,,,Blackmon 2019
Lagomorpha,Leporidae,Oryctolagus,cuniculus,Oryctolagus cuniculus,44,44,,XY,,,Korstanje et al. 1999
Lagomorpha,Leporidae,Pronolagus,rupestris,Pronolagus rupestris,42,42,,XY,,,Robinson et al. 2002
Lagomorpha,Leporidae,Romerolagus,diazi,Romerolagus diazi,48,48,,XY,,,Robinson et al. 2002
Lagomorpha,Leporidae,Sylvilagus,aquaticus,Sylvilagus aquaticus,38,38,,XY,,,Robinson et al. 1983
Lagomorpha,Leporidae,Sylvilagus,audubonii,Sylvilagus audubonii,42,42,,XY,,,Robinson et al. 1984
Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,42,42,,XY,,,Robinson et al. 1983
Lagomorpha,Leporidae,Sylvilagus,nuttallii,Sylvilagus nuttallii,42,42,,XY,,,Robinson et al. 1984
Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,38,38,,XY,,,Robinson et al. 1983
Lagomorpha,Leporidae,Sylvilagus,transitionalis,Sylvilagus transitionalis,46,46,,XY,,,Robinson et al. 1983
Lagomorpha,Ochotonidae,Ochotona,forresti,Ochotona forresti,54,54,,XY,,,Ye et al. 2011
Lagomorpha,Ochotonidae,Ochotona,hyperborea,Ochotona hyperborea,40,40,,XY,,,Perelman and Graphodatsky (Unpublished)
Lagomorpha,Ochotonidae,Ochotona,princeps,Ochotona princeps,68,68,,XY,,,Stock 1976
Lagomorpha,Ochotonidae,Ochotona,rufescene rufescens,Ochotona rufescene rufescens,60,60,,XY,,,Blackmon 2019
Macroscelidea,Macroscelididae,Elephantus,rupestris,Elephantus rupestris,26,26,,XY,,,Robinson et al. 2004
Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Macroscelides proboscideus,26,26,,XY,,,CRES San Diego (Unpublished)
Microbiotheria,Microbiotheriidae,Dromiciops,australis,Dromiciops australis,14,13,,XO,,,Gallardo and Patterson (1987)
Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Ornithorhynchus anatinus,52,52,,complex XY,X1X2X3X4X5Y1Y2Y3Y4Y5,,Bick and Sharman 1975
Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Tachyglossus aculeatus,64,63,,complex XY,X1X2X3X4X5Y1Y2Y3Y4O,,Bick and Jackson 1967
Monotremata,Tachyglossidae,Zaglossus,bruijni,Zaglossus bruijni,64,63,,complex XY,X1X2X3X4X5Y1Y2Y3Y4O,,Graves et al. (Unpublished)
Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Notoryctes typhlops,20,20,,XY,,,Calaby et al. 1974
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,Rhyncholestes raphanurus,14,14,,XY,,,Gallardo and Patterson (1987)
Peramelemorphia,Peramelidae,Isoodon,obesulus,Isoodon obesulus,14,14,,XY,,,Rofe 1979
Peramelemorphia,Peramelidae,Perameles,nasuta,Perameles nasuta,14,14,,XY,,,Rofe 1979
Peramelemorphia,Thylacomyidae,Macrotis,lagotis,Macrotis lagotis,18,19,,complex XY,XY1Y2,,Martin and Hayman 1967
Perissodactyla,Equidae,Equus,asinus,Equus asinus,62,62,,XY,,,Raudsepp and Chowdhary 1999
Perissodactyla,Equidae,Equus,asinus somaliensis,Equus asinus somaliensis,,,,XY,,62-64,Houck et al. 1998
Perissodactyla,Equidae,Equus,burchelli,Equus burchelli,44,44,,XY,,,Trifonov et al. 2008
Perissodactyla,Equidae,Equus,burchelli boehmi,Equus burchelli boehmi,44,44,,XY,,44-45,CRES San Diego (Unpublished)
Perissodactyla,Equidae,Equus,caballus,Equus caballus,64,64,,XY,,,Bowling et al. 1997
Perissodactyla,Equidae,Equus,grevyi,Equus grevyi,46,46,,XY,,,Musilova et al. 2007
Perissodactyla,Equidae,Equus,hemionus kulan,Equus hemionus kulan,55,55,,XY,,54-55,Musilova et al. 2009
Perissodactyla,Equidae,Equus,hemionus onager,Equus hemionus onager,55,55,,XY,,55-56,Trifonov et al. 2008
Perissodactyla,Equidae,Equus,kiang,Equus kiang,52,52,,XY,,,Musilova et al. 2009
Perissodactyla,Equidae,Equus,prewalskii,Equus prewalskii,66,66,,XY,,,Yang et al. 2003b
Perissodactyla,Equidae,Equus,quagga boehmi,Equus quagga boehmi,45,45,,XY,,44-45,CRES San Diego (Unpublished)
Perissodactyla,Equidae,Equus,zebra,Equus zebra,32,32,,XY,,,Blackmon 2019
Perissodactyla,Equidae,Equus,zebra hartmannae,Equus zebra hartmannae,32,32,,XY,,,Yang et al. 2003b
Perissodactyla,Rhinocerotidae,Ceratotherium,simum,Ceratotherium simum,82,82,,XY,,,Blackmon 2019
Perissodactyla,Rhinocerotidae,Ceratotherium,simum simum,Ceratotherium simum simum,82,82,,XY,,,Houck et al. 1994
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Dicerorhinus sumatrensis,82,82,,XY,,,Houck (Unpublished)
Perissodactyla,Rhinocerotidae,Diceros,bicornis,Diceros bicornis,84,84,,XY,,,Houck et al. 1995
Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Rhinoceros unicornis,82,82,,XY,,,Houck et al. 1994
Perissodactyla,Tapiridae,Tapirus,bairdii,Tapirus bairdii,80,80,,XY,,,Houck et al. 2000
Perissodactyla,Tapiridae,Tapirus,indicus,Tapirus indicus,52,52,,XY,,,Houck et al. 2000
Perissodactyla,Tapiridae,Tapirus,pinchaque,Tapirus pinchaque,76,76,,XY,,,Houck et al. 2000
Perissodactyla,Tapiridae,Tapirus,terrestris,Tapirus terrestris,80,80,,XY,,,Houck et al. 2000
Pholidota,Manidae,Manis,javanica,Manis javanica,38,38,,XY,,,Nie and Yang (Unpublished)
Pholidota,Manidae,Manis,pentadactyla,Manis pentadactyla,40,40,,XY,,,Nie et al. 2009
Pilosa,Bradypodidae,Bradypus,torquatus,Bradypus torquatus,50,50,,XY,,,Azevedo et al. 2012
Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus variegatus,54,54,,XY,,,Azevedo et al. 2012
Pilosa,Choloepodidae,Choloepus,didactylus,Choloepus didactylus,53,53,,XY,,,Nash (Unpublished)
Pilosa,Choloepodidae,Choloepus,hoffmanni,Choloepus hoffmanni,49,49,,complex XY,X1X2Y,,Blackmon 2019
Pilosa,Cyclopedidae,Cyclopes,didactylus,Cyclopes didactylus,64,64,,XY,,,Jorge 2000
Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Myrmecophaga tridactyla,60,60,,XY,,,CRES San Diego (Unpublished)
Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Tamandua tetradactyla,54,54,,XY,,,Jorge et al. 1977
Primates,Aotidae,Aotus,azarae,Aotus azarae,50,49,,complex XY,X1X2Y,,Blackmon 2019
Primates,Aotidae,Aotus,boliviensis,Aotus boliviensis,50,49,,complex XY,X1X2Y,,Blackmon 2019
Primates,Aotidae,Aotus,inflatus,Aotus inflatus,50,49,,complex XY,X1X2Y,,Blackmon 2019
Primates,Aotidae,Aotus,lemurinus grisiemembra,Aotus lemurinus grisiemembra,54,54,,XY,,,Stanyon et al. 2011
Primates,Aotidae,Aotus,nancymaae,Aotus nancymaae,54,54,,XY,,,F. Garcia et al. 2002b
Primates,Aotidae,Aotus,sp.,Aotus sp.,50,49,,complex XY,X1X2Y,,Blackmon 2019
Primates,Aotidae,Aotus,trivirgatus,Aotus trivirgatus,54,54,,XY,,,Blackmon 2019
Primates,Atelidae,Alouatta,arctoidea,Alouatta arctoidea,44,44,,complex XY,X1X2Y1Y2,,Stanyon et al. 2011
Primates,Atelidae,Alouatta,belzebul,Alouatta belzebul,50,49,,complex XY,X1X2Y,,Blackmon 2019
Primates,Atelidae,Alouatta,belzebul,Alouatta belzebul,50,49,,complex XY,X1X2Y1Y2,,Consigliere et al. .1998
Primates,Atelidae,Alouatta,caraya,Alouatta caraya,52,52,,complex XY,X1X2Y1Y2,,de Oliveira et al. 2002
Primates,Atelidae,Alouatta,fusca,Alouatta fusca,50,49,,complex XY,X1X2Y,,Blackmon 2019
Primates,Atelidae,Alouatta,fusca clamitans,Alouatta fusca clamitans,46,45,,complex XY,X1X2X3Y1Y2,,de Oliveira et al. 2002
Primates,Atelidae,Alouatta,guariba,Alouatta guariba,50,50,,complex XY,X1X2Y1Y2,,Stanyon et al. 2011
Primates,Atelidae,Alouatta,palliata,Alouatta palliata,54,53,,complex XY,X1X2Y,,Blackmon 2019
Primates,Atelidae,Alouatta,sara,Alouatta sara,50,50,,complex XY,X1X2Y1Y2,,Consigliere et al. 1996
Primates,Atelidae,Alouatta,sara,Alouatta sara,52,52,,complex XY,X1X2Y1Y2,,Stanyon et al. 1995
Primates,Atelidae,Alouatta,seniculus,Alouatta seniculus,44,44,,complex XY,X1X2Y1Y2,,Stanyon et al. 1995
Primates,Atelidae,Alouatta,seniculus macconnelli,Alouatta seniculus macconnelli,46,46,,complex XY,X1X2Y1Y2,,de Oliveira et al. 2002
Primates,Atelidae,Ateles,belzebuth marginatus,Ateles belzebuth marginatus,34,34,,XY,,,de Oliveira et al. 2005
Primates,Atelidae,Ateles,geoffroyi,Ateles geoffroyi,34,34,,XY,,,Pieczarka et al. 1989
Primates,Atelidae,Ateles,paniscus,Ateles paniscus,34,34,,XY,,,Pieczarka et al. 1989
Primates,Atelidae,Brachyteles,arachnoides,Brachyteles arachnoides,62,62,,XY,,,de Oliveira et al. 2005
Primates,Atelidae,Lagothrix,lagotricha,Lagothrix lagotricha,62,62,,XY,,,Stanyon et al. 2001
Primates,Atelidae,Lagothrix,ubericolor,Lagothrix ubericolor,62,62,,XY,,,Blackmon 2019
Primates,Callitrichidae,Callimico,goeldii,Callimico goeldii,48,47,,complex XY,X1X2Y,,Dumas et al. 2007
Primates,Callitrichidae,Callithrix,argentata,Callithrix argentata,44,44,,XY,,,Canavez et al. 1996
Primates,Callitrichidae,Callithrix,chrysoleuca,Callithrix chrysoleuca,44,44,,XY,,,Nagamachi et al. 1996
Primates,Callitrichidae,Callithrix,emiliae,Callithrix emiliae,44,44,,XY,,,Nagamachi et al. 1996
Primates,Callitrichidae,Callithrix,geoffroyi,Callithrix geoffroyi,46,46,,XY,,,Nagamachi et al. 1997b
Primates,Callitrichidae,Callithrix,humeralifer,Callithrix humeralifer,46,46,,XY,,,Blackmon 2019
Primates,Callitrichidae,Callithrix,humeralifer,Callithrix humeralifer,44,44,,XY,,,Nagamachi et al. 1996
Primates,Callitrichidae,Callithrix,jacchus,Callithrix jacchus,46,46,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Callitrichidae,Callithrix,mauesi,Callithrix mauesi,44,44,,XY,,,Nagamachi et al. 1996
Primates,Callitrichidae,Callithrix,pygmaea,Callithrix pygmaea,44,44,,XY,,,Blackmon 2019
Primates,Callitrichidae,Cebuella,pygmaea,Cebuella pygmaea,44,44,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Callitrichidae,Leontopithecus,chrysopygus,Leontopithecus chrysopygus,46,46,,XY,,,Seuanez et al. 1988
Primates,Callitrichidae,Leontopithecus,rosalia,Leontopithecus rosalia,46,46,,XY,,,Seuanez et al. 1988
Primates,Callitrichidae,Saguinus,fusicollis,Saguinus fusicollis,46,46,,XY,,,Blackmon 2019
Primates,Callitrichidae,Saguinus,imperator,Saguinus imperator,46,46,,XY,,,CRES San Diego (Unpublished)
Primates,Callitrichidae,Saguinus,midas,Saguinus midas,46,46,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Callitrichidae,Saguinus,mystax,Saguinus mystax,46,46,,XY,,,Blackmon 2019
Primates,Callitrichidae,Saguinus,nigricollis,Saguinus nigricollis,46,46,,XY,,,Blackmon 2019
Primates,Callitrichidae,Saguinus,oedipus,Saguinus oedipus,46,46,,XY,,,Blackmon 2019
Primates,Cebidae,Cebus,albifrons,Cebus albifrons,54,54,,XY,,,Amaral et al. 2008
Primates,Cebidae,Cebus,albifrons albifrons,Cebus albifrons albifrons,54,54,,XY,,,CRES San Diego (Unpublished)
Primates,Cebidae,Cebus,apella,Cebus apella,54,54,,XY,,,Clemente et al. 1987
Primates,Cebidae,Cebus,apella paraguayanus,Cebus apella paraguayanus,54,54,,XY,,,Amaral et al. 2008
Primates,Cebidae,Cebus,capucinus,Cebus capucinus,54,54,,XY,,,Campa and Stanyon 1992
Primates,Cebidae,Cebus,olivaceus,Cebus olivaceus,52,52,,XY,,,Amaral et al. 2008
Primates,Cebidae,Cebus,olivaceus,Cebus olivaceus,54,54,,XY,,,Garcia et al. 2002a
Primates,Cebidae,Saimiri,sciureus,Saimiri sciureus,44,44,,XY,,,Stanyon et al. 2000
Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allenopithecus nigroviridis,48,48,,XY,,,CRES San Diego (Unpublished)
Primates,Cercopithecidae,Cercocebus,galeritus,Cercocebus galeritus,42,42,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Cercopithecidae,Cercocebus,torquatus,Cercocebus torquatus,42,42,,XY,,,F. Garcia et al. 2002
Primates,Cercopithecidae,Cercopithecus,aethiops,Cercopithecus aethiops,60,60,,XY,,,Finelli et al. 1999
Primates,Cercopithecidae,Cercopithecus,ascanius,Cercopithecus ascanius,66,66,,XY,,,Blackmon 2019
Primates,Cercopithecidae,Cercopithecus,ascanius schmidti,Cercopithecus ascanius schmidti,66,66,,XY,,,CRES San Diego (Unpublished)
Primates,Cercopithecidae,Cercopithecus,cephus,Cercopithecus cephus,66,66,,XY,,,Clemente et al. 1990
Primates,Cercopithecidae,Cercopithecus,diana,Cercopithecus diana,58,58,,XY,,,Ponsa et al. 1980
Primates,Cercopithecidae,Cercopithecus,l'hoesti,Cercopithecus l'hoesti,60,60,,XY,,,CRES San Diego (Unpublished)
Primates,Cercopithecidae,Cercopithecus,mitis,Cercopithecus mitis,72,72,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Cercopithecidae,Cercopithecus,mona campbell,Cercopithecus mona campbell,66,66,,XY,,,Clemente et al. 1990
Primates,Cercopithecidae,Cercopithecus,neglectus,Cercopithecus neglectus,62,62,,XY,,,Stanyon et al.2005
Primates,Cercopithecidae,Cercopithecus,nictitans,Cercopithecus nictitans,70,70,,XY,,,Ponsa and Eqozcue 1981
Primates,Cercopithecidae,Cercopithecus,petaurista,Cercopithecus petaurista,66,66,,XY,,,Clemente et al. 1990
Primates,Cercopithecidae,Cercopithecus,pogonias,Cercopithecus pogonias,72,72,,XY,,,Ponsa and Eqozcue 1981
Primates,Cercopithecidae,Cercopithecus,talapoin,Cercopithecus talapoin,54,54,,XY,,,Blackmon 2019
Primates,Cercopithecidae,Colobus,angolensis palliatus,Colobus angolensis palliatus,44,44,,XY,,,M. Houck (Unpublished)
Primates,Cercopithecidae,Colobus,guereza,Colobus guereza,44,44,,XY,,,Bigoni et al. 1997b
Primates,Cercopithecidae,Erythrocebus,patas,Erythrocebus patas,54,54,,XY,,,Stanyon et al. 2005
Primates,Cercopithecidae,Macaca,fascicularis,Macaca fascicularis,42,42,,XY,,,Ruiz-Herrera et al. 2002
Primates,Cercopithecidae,Macaca,fuscata,Macaca fuscata,42,42,,XY,,,Weinberg et al. 1992
Primates,Cercopithecidae,Macaca,mulatta,Macaca mulatta,42,42,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Cercopithecidae,Macaca,nigra,Macaca nigra,42,42,,XY,,,Stanyon et al. (Unpublished)
Primates,Cercopithecidae,Macaca,sylvanus,Macaca sylvanus,42,42,,XY,,,Stanyon et al. (Unpublished)
Primates,Cercopithecidae,Mandrillus,sphinx,Mandrillus sphinx,42,42,,XY,,,Ponsa et al. (Unpublished)
Primates,Cercopithecidae,Miopithecus,talapoin,Miopithecus talapoin,54,54,,XY,,,Ponsa et al. 1980
Primates,Cercopithecidae,Nasalis,larvatus,Nasalis larvatus,48,48,,XY,,,Blackmon 2019
Primates,Cercopithecidae,Papio,anubis,Papio anubis,42,42,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Cercopithecidae,Papio,hamadryas,Papio hamadryas,42,42,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Cercopithecidae,Papio,papio,Papio papio,42,42,,XY,,,Blackmon 2019
Primates,Cercopithecidae,Presbytis,entellus,Presbytis entellus,44,44,,XY,,,Blackmon 2019
Primates,Cercopithecidae,Presbytis,obscurus,Presbytis obscurus,44,44,,XY,,,Blackmon 2019
Primates,Cercopithecidae,Pygathrix,nemaeus,Pygathrix nemaeus,44,44,,XY,,,Bigoni 1995
Primates,Cercopithecidae,Semnopithecus,entellus,Semnopithecus entellus,44,44,,XY,,,Stanyon (Unpublished)
Primates,Cercopithecidae,Theropithecus,gelada,Theropithecus gelada,42,42,,XY,,,M. Houck (Unpublished)
Primates,Cercopithecidae,Trachypithecus,cristatus,Trachypithecus cristatus,44,44,,complex XY,XY1Y2,,Bigoni et al. 1997a
Primates,Cercopithecidae,Trachypithecus,obscurus,Trachypithecus obscurus,44,44,,XY,,,Ponsa et al. 1983
Primates,Cheirogaleidae,Microcebus,murinus,Microcebus murinus,66,66,,XY,,,CRES San Diego (Unpublished)
Primates,Daubentoniidae,Daubentonia,madagascariensis,Daubentonia madagascariensis,30,30,,XY,,,CRES San Diego (Unpublished)
Primates,Galagidae,Galago,alleni,Galago alleni,40,40,,XY,,,Blackmon 2019
Primates,Galagidae,Galago,crassicaudatus monteiri,Galago crassicaudatus monteiri,62,62,,XY,,,Blackmon 2019
Primates,Galagidae,Galago,demidovii,Galago demidovii,58,58,,XY,,,Blackmon 2019
Primates,Galagidae,Galago,moholi,Galago moholi,38,38,,XY,,,Stanyon et al. 2002
Primates,Galagidae,Otolemur,crassicaudatus,Otolemur crassicaudatus,62,62,,XY,,,Stanyon et al. 2002
Primates,Hominidae,Gorilla,gorilla,Gorilla gorilla,48,48,,XY,,,Yunis and Prakash 1982
Primates,Hominidae,Homo,sapiens,Homo sapiens,46,46,,XY,,,Francke 1994
Primates,Hominidae,Pan,paniscus,Pan paniscus,48,48,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Hominidae,Pan,troglodytes,Pan troglodytes,48,48,,XY,,,Yunis and Prakash 1982
Primates,Hominidae,Pongo,abelii,Pongo abelii,48,48,,XY,,,Jauch et al. 1992
Primates,Hominidae,Pongo,pygmaeus,Pongo pygmaeus,48,48,,XY,,,Yunis and Prakash 1982
Primates,Hominidae,Pongo,pygmaeus abelii,Pongo pygmaeus abelii,48,48,,XY,,,Bigoni and Stanyon (Unpublished)
Primates,Hylobatidae,Hoolock,hoolock,Hoolock hoolock,38,38,,XY,,,Nie et al. 2001
Primates,Hylobatidae,Hoolock,leuconedys,Hoolock leuconedys,38,38,,XY,,,Capozzi et al. 2012
Primates,Hylobatidae,Hylobates,concolor,Hylobates concolor,52,52,,XY,,,Koehler et al. 1995
Primates,Hylobatidae,Hylobates,lar,Hylobates lar,44,44,,XY,,,Jauch et al. 1992
Primates,Hylobatidae,Hylobates,moloch,Hylobates moloch,42,42,,XY,,,Stanyon and Chiarelli 1983
Primates,Hylobatidae,Hylobates,syndactylus,Hylobates syndactylus,50,50,,XY,,,Ponsa et al. (Unpublished)
Primates,Hylobatidae,Nomascus,concolor,Nomascus concolor,52,52,,XY,,,Muller et al. 2003
Primates,Hylobatidae,Nomascus,gabriellae,Nomascus gabriellae,52,52,,XY,,,Nie et al. (Unpublished)
Primates,Hylobatidae,Nomascus,leucogenys,Nomascus leucogenys,52,52,,XY,,,Nie et al. (Unpublished)
Primates,Hylobatidae,Nomascus,siki,Nomascus siki,52,52,,XY,,,Nie et al. (Unpublished)
Primates,Hylobatidae,Symphalangus,brachytanites,Symphalangus brachytanites,50,50,,XY,,,Blackmon 2019
Primates,Hylobatidae,Symphalangus,syndactylus,Symphalangus syndactylus,50,50,,XY,,,Muller et al. 2003
Primates,Indriidae,Propithecus,tattersalli,Propithecus tattersalli,42,42,,XY,,,CRES San Diego (Unpublished)
Primates,Indriidae,Propithecus,verreauxi coquereli,Propithecus verreauxi coquereli,48,48,,XY,,,CRES San Diego (Unpublished)
Primates,Lemuridae,Eulemur,fulvus,Eulemur fulvus,60,60,,XY,,,Muller et al. 2004
Primates,Lemuridae,Eulemur,fulvus sanfordi,Eulemur fulvus sanfordi,60,60,,XY,,,CRES San Diego (Unpublished)
Primates,Lemuridae,Eulemur,macaco,Eulemur macaco,44,44,,XY,,,Muller et al. 2004
Primates,Lemuridae,Eulemur,macaco falvifrons,Eulemur macaco falvifrons,44,44,,XY,,,CRES San Diego (Unpublished)
Primates,Lemuridae,Lemur,catta,Lemur catta,56,56,,XY,,,Blackmon 2019
Primates,Lemuridae,Lemur,fulvus fulvus,Lemur fulvus fulvus,60,60,,XY,,,Blackmon 2019
Primates,Lemuridae,Lemur,macaco,Lemur macaco,44,44,,XY,,,Muller et al. 2004
Primates,Lemuridae,Lemur,variegatus subcinctus,Lemur variegatus subcinctus,46,46,,XY,,,Blackmon 2019
Primates,Lepilemuridae,Lepilemur,leucopus,Lepilemur leucopus,26,26,,XY,,,Rumpler et al. 1985
