Family,Subfamily,Tribe,Genus,Species,Submetacentric,Metacentric,Subtelocentric,Telocentric,Subacrocentric,Acrocentric,Dot,Sex,HaploidNum,SCS,Notes,Reference
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium magnum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Ottonen, P.O. 1964. The salivary gland chromosomes of six species in the IIIS-1 group of Prosimulium (Diptera: Simuliidae). M.A. thesis. University of Toronto, Toronto. 87 pp. + 9 plates.; Ottonen, P.O. 1966. The salivary gland chromosomes of six species in the IIIS-1 group of Prosimulium Roub. (Diptera: Simuliidae). Canadian Journal of Zoology 44:677-701.; Ottonen, P.O. & R. Nambiar. 1969. The salivary gland chromosomes of Prosimulium multidentatum Twinn and three forms included in Prosimulium magnum (Dyar and Shannon) (Diptera: Simuliidae). Canadian Journal of Zoology 47:943-949.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539; Rothfels, K.H. & R. Nambiar. 1981. A cytological study of natural hybrids between Prosimulium multidentatum and P. magnum with notes on sex determination in the Simuliidae (Diptera). Chromosoma 82:673-691."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium minifulvum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium mixtum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H. 1956. Black flies: siblings, sex and species groupings. Journal of Heredity 47:113-122; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539; Rothfels, J.H. 1980. Chromosomal variability and speciation in blackflies. Pp. 207-224. In R.L. Blackman, G.M. Hewitt, & M. Ashburner (eds.), Insect cytogenetics. Symposium of the Royal Entomological Society of London, no. 10. Blackwell Scientific, Oxford, U.K. 278 pp.; Rothfels, K.H. 1981. Cytotaxonomy: principles and their application to some northern species-complexes in Simulium. Pp. 19-29. In M. Laird (ed.), Blackflies: the future for biological methods in integrated control. Academic Press, New York. 399 pp.; Basrur, P.K. 1958. The salivary gland chromosomes of seven segregates of Prosimulium (Diptera: Simuliidae) with transformed centromere. Ph.D. thesis. University of Toronto, Toronto. 73 pp.; Basrur, P.K. 1959. The salivary gland chromosomes of seven segregates of Prosimulium (Diptera: Simuliidae) with transformed centromere. Canadian Journal of Zoology 37:527-570.; Basrur, P.K. 1962. The salivary gland chromosomes of seven species of Prosimulium (Diptera: Simuliidae) from Alaska and British Columbia. Canadian Journal of Zoology 40:1019-1033.; Ottonen, P.O. 1964. The salivary gland chromosomes of six species in theIIIS-1 group of Prosimulium (Diptera: Simuliidae). M.A. thesis. University of Toronto, Toronto. 87 pp. + 9 plates.; Rothfels, K.H. & D.M. Freeman. 1966. The salivary gland chromosomes of three North American species of Twinnia (Diptera: Simuliidae). Canadian Journal of Zoology 44:937-945; Rothfels, K.H.,  & D.M. Freeman. 1977. The salivary gland chromosomes of seven species of Prosimulium (Diptera, Simuliidae) in the mixtum (IIIL-1) group. Canadian Journal of Zoology 55:482-507.; Rothfels, K.H., & D.M. Freeman. 1983. A new species of Prosimulium (Diptera: Simuliidae): an intercahnge as a primary reprodcutive isolating mechanism? Canadian Journal of Zoology 61:2612-2617.; Adler, P.H. & K.C. Kim. 1986. The black flies of Pennsylvania (Simuliidae, Diptera): bionomics, taxonomy, and distribution. Pennsylvania State University Agricultural Experiment Station Bulletin 856:1-88."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium multidentatum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H. 1956. Black flies: siblings, sex and species groupings. Journal of Heredity 47:113-122; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539; Ottonen, P.O. 1964. The salivary gland chromosomes of six species in theIIIS-1 group of Prosimulium (Diptera: Simuliidae). M.A. thesis. University of Toronto, Toronto. 87 pp. + 9 plates.; Ottonen, P.O. 1966. The salivary gland chromosomes of six species in the IIIS-1 group of Prosimulium Roub. (Diptera: Simuliidae). Canadian Journal of Zoology 44:677-701.; Carlsson, G. 1966. Cytology of the black fly Prosimulium frohnei Sommerman. Hereditas 55:73-78.; Ottonen, P.O. & R. Nambiar. 1969. The salivary gland chromosomes of Prosimulium multidentatum Twinn and three forms included in Prosimulium magnum (Dyar and Shannon) (Diptera: Simuliidae). Canadian Journal of Zoology 47:943-949.; Rothfels, K.H. & R. Nambiar. 1975. The origin of meiotic bridges by chiasma formation in heterozygous inversions in Prosimulium multidentatum (Diptera: Simuliidae). Chromosoma 52:283-292.; Rothfels, K.H. & R. Nambiar. 1981. A cytological study of natural hybrids between Prosimulium multidentatum and P. magnum with notes on sex determination in the Simuliidae (Diptera). Chromosoma 82:673-691."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium neomacropyga,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Madahar, D.P. 1967. Cytological studies on black flies (Simuliidae: Diptera). Ph.D. thesis. University of Toronto, Toronto. 104 pp.; Madahar, D.P. 1973. Cytogenetic study in triploidy in Prosimulium ursinum (Simuliidae: Diptera). Genetics 74(Suppl. 2):170-171.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539"
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium rhizophorum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H.,  & D.M. Freeman. 1977. The salivary gland chromosomes of seven species of Prosimulium (Diptera, Simuliidae) in the mixtum (IIIL-1) group. Canadian Journal of Zoology 55:482-507.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539"
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium rusticum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium saltus,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H.,  & D.M. Freeman. 1977. The salivary gland chromosomes of seven species of Prosimulium (Diptera, Simuliidae) in the mixtum (IIIL-1) group. Canadian Journal of Zoology 55:482-507.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539"
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium secretum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium shewelli,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539"
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium transbrachium,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Adler, Ph.H. 1983, Ecosystematics of the Simulium vittatum complex (Diptera: Simuliidae) and associated black flies. Ph.D. thesis. Pennsylvania State University, University Park. 308 pp.; Rothfels, K.H., & D.M. Freeman. 1983. A new species of Prosimulium (Diptera: Simuliidae): an intercahnge as a primary reprodcutive isolating mechanism? Canadian Journal of Zoology 61:2612-2617.; Adler, P.H., & K.C. Kim. 1985. Taxonomy of black fly sibling species: two new species in the Prosimulium mixtum group (Diptera: Simuliidae). Annals of the Entomological Society of America 78:41-49.; Adler, P.H. & K.C. Kim. 1986. The black flies of Pennsylvania (Simuliidae, Diptera): bionomics, taxonomy, and distribution. Pennsylvania State University Agricultural Experiment Station Bulletin 856:1-88."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium travisi,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Basrur, P.K. 1962. The salivary gland chromosomes of seven species of Prosimulium (Diptera: Simuliidae) from Alaska and British Columbia. Canadian Journal of Zoology 40:1019-1033.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539"
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium uinta,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium unicum,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium ursinum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H. 1956. Black flies: siblings, sex and species groupings. Journal of Heredity 47:113-122; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539; Carlsson, G. 1962. Studies on Scandinavian black flies (Fam. Simuliidae Latr.). Opuscula Entomologica 21 (Suppl.):1-280.; Madahar, D.P. 1967. Cytological studies on black flies (Simuliidae: Diptera). Ph.D. thesis. University of Toronto, Toronto. 104 pp.; Madahar, D.P. 1973. Cytogenetic study in triploidy in Prosimulium ursinum (Simuliidae: Diptera). Genetics 74(Suppl. 2):170-171."
Simuliidae,,,Prosimulium,Prosimulium ventosum,,,,,,,,,3,,"diploid taxa, previously identifed as Prosimulium macropygm",Chubareva 2000.  A karyotpyic analysis of 2 species of blackflies in the genus Prosimulium (Diptera: Simuliidae) rom the Kola Peninsula and Kamchatka
Simuliidae,Simuliinae,Simuliini,Simulium,Simuium usovae,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Golini, V.I. 1982. Cytology, taxonomy and ecology of species in the genus Hellichiella (Diptera: Simuliidae). Ph.D. thesis. McMaster University, Hamilton, Ontario. 230pp.; Rothfels, K.H. & V.I. Golini. 1983. The polytene chromosomes of species of Eusimulium (Hellichiella) (Diptera: Simuliidae). Canadian Journal of Zoology 61:2612-2617."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium 'species O',,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Golini, V.I. 1982. Cytology, taxonomy and ecology of species in the genus Hellichiella (Diptera: Simuliidae). Ph.D. thesis. McMaster University, Hamilton, Ontario. 230pp.; Rothfels, K.H. & V.I. Golini. 1983. The polytene chromosomes of species of Eusimulium (Hellichiella) (Diptera: Simuliidae). Canadian Journal of Zoology 61:2612-2617."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium aestivum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Brockhouse, C.L. 1984. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 94pp.; Brockhouse, C.L. 1985. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). Canadian Journal of Zoology 63: 2145-2161.; Hunter, F.F. & V. Connolly. 1986. A cytotaxonomic investigation of seven species in the Eusimulium vernum group (Diptera: Simuliidae). Canadian Journal of Zoology 64:296-311.; Hunter, F.F. 1987. A cytotaxonomic study of sepcies in the Simulium vernum group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 181 pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium anatinum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Dunbar, R.W. 1967. The salivary gland chromosomes of six closely related black flies near Eusimulium congareenarum (Diptera: Simuliidae). Canadian Journal of Zoology 45: 377-396.; Golini, V.I. 1982. Cytology, taxonomy and ecology of species in the genus Hellichiella (Diptera: Simuliidae). Ph.D. thesis. McMaster University, Hamilton, Ontario. 230pp.; Rothfels, K.H. & V.I. Golini. 1983. The polytene chromosomes of species of Eusimulium (Hellichiella) (Diptera: Simuliidae). Canadian Journal of Zoology 61:2612-2617."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium anchistinum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Moulton, J.K. & P.H. Adler. 1995. Revision of the Simulium jenningsi species-group (Diptera: Simuliidae). Transactions of the American Entomological Society 121:1-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium annulus,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; 'Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Golini, V.I. & K.H. Rothfels. 1984. The polytene chromosomes of North American blackflies in the Eusimulium canonicolum group (Diptera: Simuliidae). Canadian Journal of Zoology 62:2097-2109.; Adler, P.H., B. Malmqvist, & Y. Zhang. 1999. Black flies (Diptera: Simuliidae) of northern Sweden: taxonomy, chromosomes, and bionomics. Entomologica Scandinavica."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium appalachiense,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Landau, R. 1962. Four forms of Simulium tuberosum (Lundstr.) in southern Ontario: a salivary gland chromosome study. Canadian Journal of Zoology 40:921-999.; Mason, G.F. 1982. Cytological studies of sibling species of Simulium tuberosum (Lundstrom) (Diptera: Simuliidae). Canadian Journal of Zoology 60:292-303.; Mason, G.F. 1984. Sex chromosome polymorphism in the Simulium tuberosum complex (Lundstrom) (Diptera: Simuliidae). Canadian Journal of Zoology 62:647-658.; Adler, P.H. & K.C. Kim. 1986. The black flies of Pennsylvania (Simuliidae, Diptera): bionomics, taxonomy, and distribution. Pennsylvania State University Agricultural Experiment Station Bulletin 856:1-88."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium apricarium,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium aranti,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Moulton, J.K. & P.H. Adler. 1995. Revision of the Simulium jenningsi species-group (Diptera: Simuliidae). Transactions of the American Entomological Society 121:1-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium arcticum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Shields, G.F. & W.S. Procunier. 1982. A cytological description of sibling species of Simulium (Gnus) acrticum (Diptera: Simuliidae). Polar Biology 1:181-192.; Procunier, W.S. & J.A. Shemanchuk. 1983. Idnetification of sibling species of black flies in Alberta using polytene chromosome analysis. Pp. 33-36. In L.J.J. Sears & T. G. Atkinson (eds.), Research Highlights--1982. Agrictulture Canada Research Station, Lethbridge, Alberta. 124 pp.; Procunier, W.S. 1984. Cytological identification of pest species of the SImulium arcticum complex present in the Athabasca River and assocaited tributaries. Alberta Resaerch Council Farming for the Future Final Technial Report, No. 82-101. Agriculture Canada Resaerch Station, Lethridge. 44pp.; Procunier, W.S., J.A. Shemanchuk, & W.B. Barr. 1984. Cytological idnetificatino of Simulium (IIS-10.11) arcticum pest populations from theAthabasca area using larval and adult polytene chromosomes. Pp37-40. In L.J.L. Sears & D. B. Wilson (eds.), Research Highlights--1983. Agriculture Canada Research Station, Lethbridge, Alberta 127 pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium arcticum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Shields, G.F. & W.S. Procunier. 1982. A cytological description of sibling species of Simulium (Gnus) acrticum (Diptera: Simuliidae). Polar Biology 1:181-192.; Procunier, W.S. 1984. Cytological identification of pest species of the SImulium arcticum complex present in the Athabasca River and assocaited tributaries. Alberta Resaerch Council Farming for the Future Final Technial Report, No. 82-101. Agriculture Canada Resaerch Station, Lethridge. 44pp.; Procunier, W.S., J.A. Shemanchuk, & W.B. Barr. 1984. Cytological idnetificatino of Simulium (IIS-10.11) arcticum pest populations from theAthabasca area using larval and adult polytene chromosomes. Pp37-40. In L.J.L. Sears & D. B. Wilson (eds.), Research Highlights--1983. Agriculture Canada Research Station, Lethbridge, Alberta 127 pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium arcticum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Shields, G.F. & W.S. Procunier. 1982. A cytological description of sibling species of Simulium (Gnus) acrticum (Diptera: Simuliidae). Polar Biology 1:181-192.; Procunier, W.S. & J.A. Shemanchuk. 1983. Identification of siblings species of black flies in Alberta using polytene chromosome analysis. Pp. 33-36. In L.J.L. Sears & T.G. Atkinson (eds.), Research Highlights--1982. Agriculture Canada Research Station, Lethbridge, Alberta. 124 pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium argus,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Pasternak, J. 1964. Chromosome polymorphism in the blackfly Simulium vittatum (Zett.) Canadian Journal of Zoology 42:135-158.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539"
Simuliidae,,,Simulium,Simulium aureohirtum,,,,,,,,,3,,,Zhang and Chen 2000.  A study of karyotypes of 5 species blackflies from Guizhou Province (Diptera: Simuliidae)
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium baffinense,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium balteatum,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium bicorne,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Brockhouse, C.L. 1984. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 94pp.; Brockhouse, C.L. 1985. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). Canadian Journal of Zoology 63: 2145-2161.; Adler, P.H., B. Malmqvist, & Y. Zhang. 1999. Black flies (Diptera: Simuliidae) of northern Sweden: taxonomy, chromosomes, and bionomics. Entomologica Scandinavica."
Simuliidae,,,Simulium,Simulium bidentatum,,,,,,,,,3,,,Zhang and Chen 2000.  A study of karyotypes of 5 species blackflies from Guizhou Province (Diptera: Simuliidae)
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium bracteatum,,,,,,,,,2,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1958. The salivary gland chromosomes of seven forms of black flies included in Eusimulium aureum Fries. M.A. thesis. University of Toronto, Toronto. 53 pp.; Dunbar, R.W. 1958. The salivary gland chromosomes of two siblings species of black flies included in Eusimulium aureum Fries. Canadian Journal of Zoology 36:23-44.; Dunbar, R.W. 1959. The salivary gland chromosomes of seven forms of black flies included in Eusimulium aureum Fries. Canadian Journal of Zoology 37:495-525.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Dunbar, R.W. 1965. Chromosome inversions as blocks to genetic exchange leading to sympatric speciation in black flies (Simuliidae: Diptera). Proceedings of the Twelfth International Congress of Entomology, London (1964):268-269.; Rothfels K.H. & G.F. Mason. 1975. Achiasmate meiosis and centromere shift in Eusimulium aureum (Diptera-Simuliidae). Chromosoma 51:111-124.; Leonhardt, K.G. 1985. A cytological study of species in the Eusimulium aureum group (Diptera: Simuliidae). Canadian Journal of Zoology 63:2043-2061.; Leonhardt, K.G. 1987. A cytological study of species in the Eusimulium aureum group with comparisons to E. vernum and E. ruficorne (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 104 pp.; Adler, P.H. & K.C. Kim. 1986. The black flies of Pennsylvania (Simuliidae, Diptera): bionomics, taxonomy, and distribution. Pennsylvania State University Agricultural Experiment Station Bulletin 856:1-88."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium brevicercum,,,,,,,,,3,,sex chromosomes are undifferentiated,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Shields, G.F. & W.S. Procunier. 1982. A cytological description of sibling species of Simulium (Gnus) acrticum (Diptera: Simuliidae). Polar Biology 1:181-192."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium bricenoi,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Muhammad, A. 1988. A cytological description of Simulium virgatum Coquillett and related species. M.S. thesis. Sul Ross State University, Alpine, Tex. 94 pp. + 18 plates."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium burgeri,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium canadense,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H. 1979. Cytotaxonomy of balck flies (Simuliidae). Annual Review of Entomology 24:507-539."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium canonicolum,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Golini, V.I. & K.H. Rothfels. 1984. The polytene chromosomes of North American blackflies in the Eusimulium canonicolum group (Diptera: Simuliidae). Canadian Journal of Zoology 62:2097-2109."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium carbunculum,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Hunter, F.F. & V. Connolly. 1986. A cytotaxonomic investigation of seven species in the Eusimulium vernum group (Diptera: Simuliidae). Canadian Journal of Zoology 64:296-311.; Hunter, F.F. 1987. A cytotaxonomic study of sepcies in the Simulium vernum group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 181 pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium chlorum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Moulton, J.K. & P.H. Adler. 1995. Revision of the Simulium jenningsi species-group (Diptera: Simuliidae). Transactions of the American Entomological Society 121:1-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium chromatinum,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium chromocentrum,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium clarkei,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Moulton, J.K. & P.H. Adler. 2002. A new species of Simulium (Psilopelmia) Enderlein (Diptera: Simuliidae) from southern New Mexico, USA. Studia Dipterologica 9:213-218."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium confusum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Moulton, J.K. & P.H. Adler. 1995. Revision of the Simulium jenningsi species-group (Diptera: Simuliidae). Transactions of the American Entomological Society 121:1-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium congareenarum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Dunbar, R.W. 1967. The salivary gland chromosomes of six closely related black flies near Eusimulium congareenarum (Diptera: Simuliidae). Canadian Journal of Zoology 45: 377-396.; Golini, V.I. 1982. Cytology, taxonomy and ecology of species in the genus Hellichiella (Diptera: Simuliidae). Ph.D. thesis. McMaster University, Hamilton, Ontario. 230pp.; Rothfels, K.H. & V.I. Golini. 1983. The polytene chromosomes of species of Eusimulium (Hellichiella) (Diptera: Simuliidae). Canadian Journal of Zoology 61:2612-2617."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium conicum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium conundrum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Zimring, R. 1953. A comparative study of the salivary gland chromosomes of five related black fly species. M.A. thesis. University of Toronto, Toronto. 32 pp. + 13 plates.; Landau, R. 1962. Four forms of Simulium tuberosum (Lundstr.) in southern Ontario: a salivary gland chromosome study. Canadian Journal of Zoology 40:921-999.; Mason, G.F. 1982. Cytological studies of sibling species of Simulium tuberosum (Lundstrom) (Diptera: Simuliidae). Canadian Journal of Zoology 60:292-303.; Mason, G.F. 1984. Sex chromosome polymorphism in the Simulium tuberosum complex (Lundstrom) (Diptera: Simuliidae). Canadian Journal of Zoology 62:647-658.; Adler, P.H. & K.C. Kim. 1986. The black flies of Pennsylvania (Simuliidae, Diptera): bionomics, taxonomy, and distribution. Pennsylvania State University Agricultural Experiment Station Bulletin 856:1-88.; McCreadie, J.W., P.H. Adler, & M.H. Colbo. 1995. Community structure of larval black flies (Diptera: Simuliidae) from the Avalon Peninsula, Newfoundland. Annals of the Entomological Society of America 88:51-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium craigi,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Brockhouse, C.L. 1984. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 94pp.; Brockhouse, C.L. 1985. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). Canadian Journal of Zoology 63: 2145-2161.; 1991; Adler, P.H. & D.C. Currie. 1986. Taxonomic resolution of three new species near Simulium vernum Macquart (Diptera: Simuliidae). Canadian Entomologist 118:1207-1220.; Hunter, F.F. 1987. A cytotaxonomic study of sepcies in the Simulium vernum group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 181 pp.; 2002"
