Higher taxonomic group,Order,Family,Genus,Species,Chromosome number (female),Chromosome number (male),"Predicted ploidy (1,2,3,4)","Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)"
Reptilia,Squamata,Elapidae,Hemiaspis,Hemiaspis signata,40,40,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Hoplocephalus,Hoplocephalus bitorquatus,27,28,,gonochorous,complex ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae. Z1Z2W,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Hydrophis,Hydrophis fasciatus,32,32,,gonochorous,complex ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae. ZW1W2,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Ray-Chaudhuri S.P. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Ray-Chaudhuri S.P. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Ray-Chaudhuri S.P. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Hydrophis,Hydrophis ornatus,32,32,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Hydrophis,Hydrophis spiralis,32,32,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Ray-Chaudhuri S.P. et al. (1971) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Ray-Chaudhuri S.P. et al. (1971) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Ray-Chaudhuri S.P. et al. (1971) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Kerilia,Kerilia jerdonii,32,32,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Singh L. et al. (1974) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1974) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1974) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Laticauda,Laticauda colubrina,34,34,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.","Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.","Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.",,,,
Reptilia,Squamata,Elapidae,Laticauda,Laticauda laticaudata,40,40,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.","Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.","Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.",,,,
Reptilia,Squamata,Elapidae,Laticauda,Laticauda semifasciata,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.","Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.","Gorman, G.C. (1981) The chromosomes of Laticauda and a review of karyotypic evolution in the Elapidae. Journal of Herpetology 15: 225-233.",,,,
Reptilia,Squamata,Elapidae,Microcephalophis,Microcephalophis cantoris,35,,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,"Formerly Hydrophiidae. Microcephalophis (Hydrophis) cantoris, 35 chromosomes in female","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Microcephalophis,Microcephalophis gracilis,34,34,,gonochorous,complex ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae. ZW1W2,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1972) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus browni,26,26,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.",,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus diastema,30,30,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.",,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus elegans,30,30,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.",,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus fulvius,32,32,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Graham, G.L. (1977) The Karyotype of the Texas Coral Snake, Micrurus fulvius tenere. Herpetologica 33: 345-348.","Graham, G.L. (1977) The Karyotype of the Texas Coral Snake, Micrurus fulvius tenere. Herpetologica 33: 345-348.","Graham, G.L. (1977) The Karyotype of the Texas Coral Snake, Micrurus fulvius tenere. Herpetologica 33: 345-348.",,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus hippocrepis,30,30,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.",,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus lemniscatus carvalhoi,42,42,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Becak & Becak (1969) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Becak & Becak (1969) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Becak & Becak (1969) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus nigrocinctus mosquitensis,30,30,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gutierrez J.M., Bolanos R. (1979) Cariotipos de las principales serpientes coral (Elapidae: Micrurus) de Costa Rica. Revista De Biologia Tropical 27: 57-73.","Gutierrez J.M., Bolanos R. (1979) Cariotipos de las principales serpientes coral (Elapidae: Micrurus) de Costa Rica. Revista De Biologia Tropical 27: 57-73.","Gutierrez J.M., Bolanos R. (1979) Cariotipos de las principales serpientes coral (Elapidae: Micrurus) de Costa Rica. Revista De Biologia Tropical 27: 57-73.",,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus nigrocinctus nigrocinctus,26,26,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gutierrez J.M., Bolanos R. (1979) Cariotipos de las principales serpientes coral (Elapidae: Micrurus) de Costa Rica. Revista De Biologia Tropical 27: 57-73.","Gutierrez J.M., Bolanos R. (1979) Cariotipos de las principales serpientes coral (Elapidae: Micrurus) de Costa Rica. Revista De Biologia Tropical 27: 57-73.","Gutierrez J.M., Bolanos R. (1979) Cariotipos de las principales serpientes coral (Elapidae: Micrurus) de Costa Rica. Revista De Biologia Tropical 27: 57-73.",,,,
Reptilia,Squamata,Elapidae,Micrurus,Micrurus surinamensis,,,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,,,,"Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.","Gutierrez, J.M., A. Solorzano, L. Cerdas, and J.P. Vannini. (1988) Karyotypes of Five Species of Coral Snakes (Micrurus). Journal of Herpetology 22: 109-112.",,,,
Reptilia,Squamata,Elapidae,Naja,Naja kaouthia,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Singh L. et al. (1970) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1970) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1970) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Naja,Naja melanoleuca,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Naja,Naja naja naja,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Singh L. et al. (1970) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1970) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1970) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Naja,Naja nigricollis,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,de Smet W.H.O. (1978) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,de Smet W.H.O. (1978) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,de Smet W.H.O. (1978) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Naja,Naja oxiana,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Singh L. et al. (1980) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1980) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Singh L. et al. (1980) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Notechis,Notechis ater,34,34,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Notechis,Notechis scutatus,34,34,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Shine & Bull (1977) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Shine & Bull (1977) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Shine & Bull (1977) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,36,36,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Pelamis,Pelamis platura,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Gutierrez, J. M., and R. Bolanos. (1980) Karyotype of the yellow-bellied sea-snake, Pelamis platurus. Journal of Herpetology 14: 161-165.","Gutierrez, J. M., and R. Bolanos. (1980) Karyotype of the yellow-bellied sea-snake, Pelamis platurus. Journal of Herpetology 14: 161-165.","Gutierrez, J. M., and R. Bolanos. (1980) Karyotype of the yellow-bellied sea-snake, Pelamis platurus. Journal of Herpetology 14: 161-165.",,,,
Reptilia,Squamata,Elapidae,Pseudechis,Pseudechis australis,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Pseudechis,Pseudechis butleri,36,36,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Pseudechis,Pseudechis guttatus,36,36,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,36,36,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Pseudonaja,Pseudonaja affinis,34,34,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Pseudonaja,Pseudonaja nuchalis,34,34,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
Reptilia,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,38,38,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Formerly Hydrophiidae.,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,Mengden G.A. (1982) ex Olmo E. (2005) Rate of chromosome changes and speciation in reptiles. Genetica 125: 185-203.,,,,
