"","x"
"5388",42.61
"5389",43.99
"5390",45.02
"5391",43.42
"5392",41.97
"5393",43.19
"5394",45.76
"5395",44.87
"5396",44.19
"5397",43.59
"5398",43.98
"5399",42.57
"5400",44.86
"5401",43.51
"5402",42.63
"5403",43.08
"5404",42.91
"5405",46.76
"5406",43.81
"5407",43.37
"5408",45.82
"5409",42.68
"5410",44.96
"5411",41.96
"5412",44.21
"5413",44.68
"5414",41.98
"5415",43.44
"5416",44.09
"5417",42.92
"5418",44.52
"5419",43.44
"5420",43.31
"5421",44.12
"5422",43.18
"5423",42.38
"5424",45.06
"5425",43.6
"5426",44.19
"5427",45.1
"5428",42.77
"5429",43.79
"5430",44.16
"5431",43.4
"5432",44.61
"5433",43.55
"5434",46.15
"5435",42.85
"5436",42.09
"5437",44.49
"5438",43.35
"5439",43.08
"5440",43.13
"5441",42.53
"5442",42.21
"5443",44.49
"5444",41.59
"5445",42.29
"5446",43.07
"5447",42.75
"5448",41.97
"5449",42.57
"5450",44.41
"5451",42.56
"5452",44.71
"5453",45.65
"5454",45.14
"5455",44.49
"5456",44.49
"5457",42.41
"5458",43.33
"5459",43.35
"5460",42.97
"5461",43.19
"5462",45.11
"5463",45.14
"5464",43.39
"5465",45.41
"5466",44.02
"5467",43.84
"5468",45.14
"5469",42.23
"5470",43.55
"5471",44.56
"5472",43.44
"5473",44.07
"5474",43.29
"5475",41.88
"5476",44.58
"5477",43.48
"5478",45.43
"5479",43.08
"5480",44.38
"5481",43.32
"5482",44.91
"5483",45.23
"5484",43.93
"5485",44.23
"5486",44.25
"5487",44.02
"5488",43.79
"5489",44.3
"5490",43.08
"5491",45.45
"5492",43.74
"5493",43.85
"5494",43.64
"5495",44.89
"5496",41.71
"5497",44.33
"5498",42.59
"5499",43.7
"5500",45.08
"5501",43.77
"5502",42.82
"5503",44.53
"5504",45.16
"5505",42.07
"5506",44.1
"5507",43.35
"5508",44.51
"5509",44.57
"5510",42.36
"5511",44.65
"5512",42.08
"5513",43.37
"5514",43.81
"5515",43.95
"5516",43.85
"5517",43.31
"5518",42.44
"5519",43.72
"5520",44.63
"5521",43.87
"5522",42.76
"5523",44.56
"5524",44.39
"5525",43.46
"5526",42.69
"5527",43.73
"5528",44.81
"5529",42.59
"5530",43.52
"5531",43.58
"5532",43.86
"5533",43.93
"5534",44.17
"5535",42.89
"5536",43.27
"5537",42.83
"5538",44.17
"5539",43.5
"5540",42.82
"5541",43.48
"5542",43.49
"5543",44.3
"5544",44.08
"5545",43.53
"5546",45.23
"5547",41.7
"5548",45.07
"5549",42.33
"5550",44.82
"5551",43.13
"5552",43.42
"5553",43.21
"5554",44.28
"5555",44
"5556",43.51
"5557",43.76
"5558",44.76
"5559",45.63
"5560",44.87
"5561",44.35
"5562",44.46
"5563",44.83
"5564",43.55
"5565",45.68
"5566",42.89
"5567",42.08
"5568",42.95
"5569",41.18
"5570",43.17
"5571",44.78
"5572",43.82
"5573",43.64
"5574",43.25
"5575",43.87
"5576",45.48
"5577",43.87
"5578",43.1
"5579",45.65
"5580",44.11
"5581",43.41
"5582",44.95
"5583",44.37
"5584",45.8
"5585",44.79
"5586",43.63
"5587",44.24
"5588",45.21
"5589",43.87
"5590",44.58
"5591",43.57
"5592",43.55
"5593",43.48
"5594",42.09
"5595",43.19
"5596",45.69
"5597",44.25
"5598",43.85
"5599",43.31
"5600",43.7
"5601",43.84
"5602",44.65
"5603",44.65
"5604",43.06
"5605",42.14
"5606",43.55
"5607",41.7
"5608",42.66
"5609",42.19
"5610",42.51
"5611",42.29
"5612",43.84
"5613",43.92
"5614",44.63
"5615",45.17
"5616",43.34
"5617",42.56
"5618",42.48
"5619",43.45
"5620",44.36
"5621",45.76
"5622",43.89
"5623",42.39
"5624",43.69
"5625",44.5
"5626",44.78
"5627",43.09
"5628",45.61
"5629",43.92
"5630",44.43
"5631",43.93
"5632",42.64
"5633",42.6
"5634",45.31
"5635",43.46
"5636",45.89
"5637",45.45
"5638",45.08
"5639",44.66
"5640",42.2
"5641",42.59
"5642",44.43
"5643",43.26
"5644",44.79
"5645",45.47
"5646",43.26
"5647",44.66
"5648",42.76
"5649",45.31
"5650",42.85
"5651",44.64
"5652",45.7
"5653",45.14
"5654",43.81
"5655",45.03
"5656",43.53
"5657",42
"5658",43.77
"5659",44.69
"5660",45.22
"5661",42.96
"5662",43.39
"5663",43.8
"5664",43.56
"5665",44.85
"5666",44.49
"5667",43.41
"5668",43.59
"5669",43.15
"5670",43.95
"5671",42.99
"5672",41.82
"5673",44.27
"5674",42.13
"5675",42.96
"5676",44.14
"5677",44.35
"5678",43.65
"5679",44.23
"5680",44.33
"5681",43.06
"5682",43.94
"5683",43.97
"5684",41.25
"5685",43.22
"5686",44.97
"5687",44.95
"5688",44.06
"5689",42.86
"5690",42.79
"5691",45.29
"5692",43.52
"5693",44.2
"5694",43
"5695",43.49
"5696",44.73
"5697",43.12
"5698",45.11
"5699",44.2
"5700",43.65
"5701",43.53
"5702",44.36
"5703",42.53
"5704",42
"5705",43.81
"5706",43.25
"5707",44.77
"5708",43.51
"5709",44.98
"5710",43.87
"5711",44.76
"5712",44.13
"5713",46
"5714",43.73
"5715",44.35
"5716",42.17
"5717",42.65
"5718",42.82
"5719",42.19
"5720",44.04
"5721",43.71
"5722",44.49
"5723",45.05
"5724",43.68
"5725",44.08
"5726",44.27
"5727",44.47
"5728",42.95
"5729",43.66
"5730",44.43
"5731",45.6
"5732",42.2
"5733",43.37
"5734",44.01
"5735",43.51
"5736",42.72
"5737",44.5
"5738",45.32
"5739",44.21
"5740",43.71
"5741",41.72
"5742",44.92
"5743",43.23
"5744",43.67
"5745",44.07
"5746",43.42
"5747",43.25
"5748",43.55
"5749",42.23
"5750",44.28
"5751",42.72
"5752",42.51
"5753",40.92
"5754",43.18
"5755",43.4
"5756",43.94
"5757",42.97
"5758",45.26
"5759",43.57
"5760",45.22
"5761",43.67
"5762",42.52
"5763",43.01
"5764",43.81
"5765",45.56
"5766",43.7
"5767",43.1
"5768",42.62
"5769",42.02
"5770",44.37
"5771",44.75
"5772",42.7
"5773",43.48
"5774",43.87
"5775",45.07
"5776",45.36
"5777",43.28
"5778",44.1
"5779",44.03
"5780",43.21
"5781",43.61
"5782",44.85
"5783",44.08
"5784",44.38
"5785",43.13
"5786",41.81
"5787",44.72
"5788",43.19
"5789",43.72
"5790",43.91
"5791",41.64
"5792",43.92
"5793",41.81
"5794",43.95
"5795",45.27
"5796",43.81
"5797",42.95
"5798",42.61
"5799",45.11
"5800",42.41
"5801",44.12
"5802",43.13
"5803",45.65
"5804",44.02
"5805",43.35
"5806",43.66
"5807",43.42
"5808",42.04
"5809",43.4
"5810",42.98
"5811",44.5
"5812",44.43
"5813",43.61
"5814",44.08
"5815",44.99
"5816",42.89
"5817",45.9
"5818",42.72
"5819",43.48
"5820",43.16
"5821",44.06
"5822",44.07
"5823",42.98
"5824",45.68
"5825",43.69
"5826",45.34
"5827",42.95
"5828",44.61
"5829",44.17
"5830",44.65
"5831",41.83
"5832",43.64
"5833",43.96
"5834",44.3
"5835",41.41
"5836",44.5
"5837",42.15
"5838",43.07
"5839",42.59
"5840",42.82
"5841",43.04
"5842",44.97
"5843",44.2
"5844",43.57
"5845",44.1
"5846",42.49
"5847",45.16
"5848",44.18
"5849",44.49
"5850",43.27
"5851",42.24
"5852",44.45
"5853",44.61
"5854",44.32
"5855",43.2
"5856",44.62
"5857",44.19
"5858",43.81
"5859",42.69
"5860",44.7
"5861",44.33
"5862",46.05
"5863",43.41
"5864",43.82
"5865",43.59
"5866",43.61
"5867",45.05
"5868",42.98
"5869",43.26
"5870",43.28
"5871",43.98
"5872",44.53
"5873",43.62
"5874",43.76
"5875",42.64
"5876",42.19
"5877",43.02
"5878",44.48
"5879",43.35
"5880",42.95
"5881",43.22
"5882",41.83
"5883",43.25
"5884",44.58
"5885",41.33
"5886",44.59
"5887",43.6
"5888",43.21
"5889",44.33
"5890",43.91
"5891",44.38
"5892",44.79
"5893",43.27
"5894",43.5
"5895",43.7
"5896",45.39
"5897",44.26
"5898",43.98
"5899",44.18
"5900",43.46
"5901",44.56
"5902",44.43
"5903",43.22
"5904",45.26
"5905",45.36
"5906",44.07
"5907",45.28
"5908",44.7
"5909",42.83
"5910",44.01
"5911",44.18
"5912",40.99
"5913",44.2
"5914",44.25
"5915",43.27
"5916",43.68
"5917",43.06
"5918",43.92
"5919",45.02
"5920",45.1
"5921",46.09
"5922",44.39
"5923",43.25
"5924",42.71
"5925",43.71
"5926",43.4
"5927",42.97
"5928",45.61
"5929",43.12
"5930",45.38
"5931",45.13
"5932",43.33
"5933",45.01
"5934",44.96
"5935",42.74
"5936",43.16
"5937",44.47
"5938",44.5
"5939",43.3
"5940",43.55
"5941",44.21
"5942",45.61
"5943",43.3
"5944",43.26
"5945",42.71
"5946",42.93
"5947",41.73
"5948",44.52
"5949",42.48
"5950",45.34
"5951",45.03
"5952",45.58
"5953",43.6
"5954",42.84
"5955",44.54
"5956",44.01
"5957",44.05
"5958",44.52
"5959",45.28
"5960",44.03
"5961",43.41
"5962",44.07
"5963",43.56
"5964",42.53
"5965",44.09
"5966",45.92
"5967",43.6
"5968",44.4
"5969",43.37
"5970",42.07
"5971",44.6
"5972",45.25
"5973",44.23
"5974",43.08
"5975",43.39
"5976",44.8
"5977",44.76
"5978",45.54
"5979",44.55
"5980",43.97
"5981",42.48
"5982",43.04
"5983",43.78
"5984",44.71
"5985",43.3
"5986",43.75
"5987",45.72
"5988",44.66
"5989",45.79
"5990",43.51
"5991",43.72
"5992",42.73
"5993",42.75
"5994",43.31
"5995",43.57
"5996",43.14
"5997",43.66
"5998",43.9
"5999",42.99
"6000",42.52
"6001",43.62
"6002",45.18
"6003",43.92
"6004",43.24
"6005",42.61
"6006",43.01
"6007",44.8
"6008",45.44
"6009",44.44
"6010",43.46
"6011",44.11
"6012",44.85
"6013",42.3
"6014",43.33
"6015",42.75
"6016",43.25
"6017",44.09
"6018",43.67
"6019",43.65
"6020",43.88
"6021",44.48
"6022",43.66
"6023",44.36
"6024",42.68
"6025",44.28
"6026",42.83
"6027",40.83
"6028",44.74
"6029",42.64
"6030",44.49
"6031",43.06
"6032",43.72
"6033",43.43
"6034",44.98
"6035",43.28
"6036",43.32
"6037",44.37
"6038",42.86
"6039",43.7
"6040",42.12
"6041",43.49
"6042",43.46
"6043",45.64
"6044",43.41
"6045",43.48
"6046",44.96
"6047",44.12
"6048",43.8
"6049",43.53
"6050",44.75
"6051",43.64
"6052",43.34
"6053",44.09
"6054",43.39
"6055",43.58
"6056",43.07
"6057",43.7
"6058",45.01
"6059",44.44
"6060",44.13
"6061",44.4
"6062",44.59
"6063",44.53
"6064",43.46
"6065",43.93
"6066",42.74
"6067",45.89
"6068",44.73
"6069",43.47
"6070",44.69
"6071",43.01
"6072",43.98
"6073",43.87
"6074",43.26
"6075",42.74
"6076",43.93
"6077",45.74
"6078",42.62
"6079",44.82
"6080",44.77
"6081",44.69
"6082",43.73
"6083",45.64
"6084",42.67
"6085",44.94
"6086",42.42
"6087",42.36
"6088",42.74
"6089",43.93
"6090",45.39
"6091",43.08
"6092",45.17
"6093",42.4
"6094",44
"6095",45.99
"6096",42.47
"6097",42.47
"6098",43.6
"6099",43.88
"6100",43.54
"6101",44.64
"6102",45.53
"6103",45.05
"6104",42.59
"6105",41.5
"6106",43.71
"6107",44.65
"6108",42.84
"6109",43.4
"6110",42.92
"6111",43.06
"6112",43.19
"6113",44.38
"6114",44.86
"6115",45.23
"6116",43.69
"6117",41.54
"6118",43.92
"6119",43.29
"6120",44.53
"6121",42.76
"6122",42.99
"6123",43.99
"6124",45.21
"6125",44.09
"6126",44.13
"6127",43.03
"6128",44.3
"6129",43.62
"6130",41.92
"6131",45.34
"6132",43.86
"6133",41.51
"6134",43.24
"6135",41.75
"6136",43.32
"6137",42.85
"6138",44.77
"6139",43.5
"6140",42.12
"6141",43.83
"6142",42.54
"6143",44.53
"6144",44.33
"6145",45.16
"6146",44.12
"6147",43.44
"6148",42.75
"6149",42.18
"6150",44.27
"6151",44.02
"6152",43.65
"6153",43.74
"6154",45.69
"6155",43.34
"6156",45.09
"6157",43.81
"6158",43.22
"6159",42.27
"6160",43.76
"6161",43.35
"6162",43.22
"6163",43.53
"6164",42.97
"6165",44
"6166",42.83
"6167",44.04
"6168",44.14
"6169",43.61
"6170",44.97
"6171",44.39
"6172",44.02
"6173",44.21
"6174",43.65
"6175",44.23
"6176",40.67
"6177",42.96
"6178",43.8
"6179",44.92
"6180",43.62
"6181",43.27
"6182",44.33
"6183",43.2
"6184",44.2
"6185",42.8
"6186",44.61
"6187",43.22
"6188",43.17
"6189",43.93
"6190",43.95
"6191",43.19
"6192",43.35
"6193",44.65
"6194",42.61
"6195",44.73
"6196",41.87
"6197",45.04
"6198",44.71
"6199",45.09
"6200",44.36
"6201",43.29
"6202",43.88
"6203",43.7
"6204",44.88
"6205",43.03
"6206",43.62
"6207",44.4
"6208",42.74
"6209",46.27
"6210",42.89
"6211",43.62
"6212",43.85
"6213",43.41
"6214",44.59
"6215",44.34
"6216",44.44
"6217",45.15
"6218",43.3
"6219",44.62
"6220",44.47
"6221",44.32
"6222",43.47
"6223",43.12
"6224",43.89
"6225",43.57
"6226",44.66
"6227",44.38
"6228",44.96
"6229",42.59
"6230",43.62
"6231",43.96
"6232",44.38
"6233",45.22
"6234",44.65
"6235",43.9
"6236",44.14
"6237",44.97
"6238",43.45
"6239",44.75
"6240",44.39
"6241",45.06
"6242",43.69
"6243",43.08
"6244",42.5
"6245",42.41
"6246",41.65
"6247",42.81
"6248",43.45
"6249",45.75
"6250",43.42
"6251",45.18
"6252",42.16
"6253",42.81
"6254",44.79
"6255",43.91
"6256",43.34
"6257",43.57
"6258",42.18
"6259",43.74
"6260",43.89
"6261",44.78
"6262",43.29
"6263",42.6
"6264",42.13
"6265",45.57
"6266",43.36
"6267",44.18
"6268",43.7
"6269",43.48
"6270",43.36
"6271",44.03
"6272",41.81
"6273",43.64
"6274",44.64
"6275",43.43
"6276",44.25
"6277",42.62
"6278",44.72
"6279",41.49
"6280",43.9
"6281",41.96
"6282",43.14
"6283",41.81
"6284",46.41
"6285",44.26
"6286",44.35
"6287",45.51
"6288",42.14
"6289",44.87
"6290",43
"6291",43.12
"6292",42.55
"6293",41.65
"6294",42.03
"6295",44.53
"6296",44.25
"6297",44.37
"6298",45.12
"6299",44.03
"6300",43.53
"6301",43.3
"6302",43.93
"6303",42.72
"6304",43.42
"6305",44.15
"6306",45.98
"6307",42.48
"6308",43.33
"6309",45.58
"6310",44.52
"6311",43.36
"6312",41.88
"6313",44.68
"6314",42.31
"6315",44.49
"6316",44.77
"6317",45.67
"6318",43.94
"6319",43.21
"6320",44.52
"6321",43.21
"6322",44.63
"6323",41.67
"6324",43.39
"6325",45.08
"6326",42.14
"6327",42.81
"6328",43.18
"6329",44.08
"6330",43.97
"6331",44.12
"6332",44.66
"6333",43.9
"6334",43.4
"6335",40.68
"6336",47.08
"6337",43.55
"6338",44.19
"6339",43.97
"6340",44.69
"6341",42.83
"6342",45.45
"6343",42.94
"6344",41.41
"6345",45.64
"6346",42.65
"6347",44.17
"6348",45.46
"6349",43.42
"6350",45.18
"6351",43.77
"6352",43.75
"6353",45.3
"6354",45.17
"6355",44.94
"6356",42.8
"6357",45.23
"6358",42.23
"6359",45.06
"6360",42.51
"6361",45.21
"6362",44.12
"6363",42.97
"6364",44.01
"6365",43.92
"6366",43.93
"6367",43.84
"6368",43.34
"6369",43.42
"6370",44.05
"6371",42.45
"6372",43.8
"6373",41.29
"6374",43.56
"6375",44.22
"6376",44.13
"6377",44.33
"6378",43.34
"6379",43.64
"6380",44.67
"6381",42.83
"6382",42.55
"6383",44.34
"6384",43.38
"6385",46.04
"6386",42.49
"6387",42.69
"6388",44.27
"6389",43.14
"6390",43.81
"6391",44.1
"6392",43.24
"6393",45.33
"6394",44.66
"6395",45.27
"6396",44.36
"6397",44.77
"6398",43.32
"6399",44.02
"6400",41.97
"6401",43.98
"6402",44.94
"6403",41.17
"6404",43.01
"6405",42.77
"6406",43.66
"6407",44.13
"6408",45.58
"6409",43.89
"6410",44.01
"6411",43.69
"6412",42.35
"6413",43.64
"6414",42.7
"6415",42.6
"6416",43.24
"6417",42.59
"6418",44.89
"6419",43.39
"6420",44.31
"6421",44.32
"6422",44.26
"6423",43.4
"6424",43.47
"6425",45.25
"6426",44.2
"6427",43.6
"6428",44.37
"6429",44.47
"6430",43.91
"6431",42.54
"6432",43.25
"6433",43.81
"6434",45.46
"6435",44.87
"6436",45.04
"6437",42.23
"6438",43.87
"6439",43.96
"6440",44.32
"6441",42.22
"6442",44.4
"6443",43.45
"6444",44.5
"6445",43.92
"6446",45.03
"6447",44.54
"6448",43.83
"6449",44.16
"6450",43.47
"6451",42.9
"6452",44.91
"6453",44.4
"6454",43.59
"6455",44.62
"6456",44.35
"6457",42.91
"6458",42.79
"6459",43.82
"6460",44.88
"6461",45.12
"6462",43.97
"6463",43.76
"6464",45.62
"6465",43.32
"6466",42.31
"6467",42.11
"6468",41.87
"6469",42.66
"6470",42.49
"6471",43.85
"6472",44.1
"6473",43.43
"6474",44.62
"6475",45.85
"6476",40.8
"6477",45.4
"6478",43.2
"6479",43
"6480",44.14
"6481",45.38
"6482",44.38
"6483",43.76
"6484",44.05
"6485",45.14
"6486",45.51
"6487",42.65
"6488",44.68
"6489",43.46
"6490",42.5
"6491",43.47
"6492",43.7
"6493",47.2
"6494",43.93
"6495",43.2
"6496",41.31
"6497",42.92
"6498",43.26
"6499",44.73
"6500",43.04
"6501",44.4
"6502",43.75
"6503",43.81
"6504",44.41
"6505",42.42
"6506",43.76
"6507",43.84
"6508",44.33
"6509",44.52
"6510",44.21
"6511",43.74
"6512",44.3
"6513",44.75
"6514",42.54
"6515",43.7
"6516",43.91
"6517",45.19
"6518",42.45
"6519",41.6
"6520",43.53
"6521",44.13
"6522",42.44
"6523",44.41
"6524",45.15
"6525",44.38
"6526",43.99
"6527",44.19
"6528",44.41
"6529",43.62
"6530",43.48
"6531",43.05
"6532",44.46
"6533",43.36
"6534",43.29
"6535",43.56
"6536",43
"6537",44.5
"6538",43.84
"6539",40.06
"6540",44.26
"6541",44.28
"6542",43.83
"6543",43.59
"6544",43.14
"6545",43.74
"6546",43.37
"6547",41.94
"6548",42.94
"6549",42.96
"6550",44.66
"6551",44.42
"6552",43.24
"6553",41.32
"6554",43
"6555",43.31
"6556",45.1
"6557",44.02
"6558",41.53
"6559",44.81
"6560",42.87
"6561",44.45
"6562",44.86
"6563",45.25
"6564",45.74
"6565",41.9
"6566",43.7
"6567",42.89
"6568",46.14
"6569",43.74
"6570",43.37
"6571",42.32
"6572",44.3
"6573",43.17
"6574",42.2
"6575",43.81
"6576",42.5
"6577",43.94
"6578",42.86
"6579",44.1
"6580",43.74
"6581",42.38
"6582",43.1
"6583",43.86
"6584",45.51
"6585",42.57
"6586",42.67
"6587",43.17
"6588",43.28
"6589",42.67
"6590",42.07
"6591",44.93
"6592",44.57
"6593",43.16
"6594",45.39
"6595",42.83
"6596",42.78
"6597",43.47
"6598",43.97
"6599",42.16
"6600",43.66
"6601",45.08
"6602",41.74
"6603",42.65
"6604",43.04
"6605",43.95
"6606",44.72
"6607",43.37
"6608",43.46
"6609",43.55
"6610",43.14
"6611",43.04
"6612",43.51
"6613",42.91
"6614",42.57
"6615",43.79
"6616",43.38
"6617",44.09
"6618",42.91
"6619",44.96
"6620",42.97
"6621",45.02
"6622",43.29
"6623",46.31
"6624",42.61
"6625",42.67
"6626",43.06
"6627",42.99
"6628",43.86
"6629",42.13
"6630",44.03
"6631",44.74
"6632",45.21
"6633",43.49
"6634",44.12
"6635",42.62
"6636",43.09
"6637",44.33
"6638",43.21
"6639",42.91
"6640",44.25
"6641",42.69
"6642",43.04
"6643",43.13
"6644",43.24
"6645",42.73
"6646",43.76
"6647",43.79
"6648",42.75
"6649",44.02
"6650",43.6
"6651",44.14
"6652",44.77
"6653",41.31
"6654",42.4
"6655",43.07
"6656",43.54
"6657",42.11
"6658",43.28
"6659",44.49
"6660",44.71
"6661",44.29
"6662",44.26
"6663",42.56
"6664",43.1
"6665",44.24
"6666",42.74
"6667",42.53
"6668",43.76
"6669",42.87
"6670",42.85
"6671",42.31
"6672",43.76
"6673",44.32
"6674",44.07
"6675",43.25
"6676",45.15
"6677",44.16
"6678",42.88
"6679",45.49
"6680",43.69
"6681",44.72
"6682",44.44
"6683",42.23
"6684",41.2
"6685",43.73
"6686",43.09
"6687",42.58
"6688",42.57
"6689",44.9
"6690",45.13
"6691",44.36
"6692",43.99
"6693",42.97
"6694",43.01
"6695",43.09
"6696",43.9
"6697",42.11
"6698",43.93
"6699",42.01
"6700",42.56
"6701",41.63
"6702",43.2
"6703",44.02
"6704",45.54
"6705",42.64
"6706",42.83
"6707",41.17
"6708",44.53
"6709",42.68
"6710",43.59
"6711",42.16
"6712",42.89
"6713",43.91
"6714",45.83
"6715",45.05
"6716",42.22
"6717",45.34
"6718",42.83
"6719",42.21
"6720",43.45
"6721",43.93
"6722",45.39
"6723",45.42
"6724",45.21
"6725",44.71
"6726",42.67
"6727",43.49
"6728",44.84
"6729",45.01
"6730",43.75
"6731",43.99
"6732",45.2
"6733",43.16
"6734",45.12
"6735",44.67
"6736",43.05
"6737",42.99
"6738",43.83
"6739",43.54
"6740",41.77
"6741",43.16
"6742",46.36
"6743",42.79
"6744",41.7
"6745",42.33
"6746",42.64
"6747",44.63
"6748",45.86
"6749",41.96
"6750",44.74
"6751",42.33
"6752",44.14
"6753",43.57
"6754",44.47
"6755",43.02
"6756",43.76
"6757",43.79
"6758",43.56
"6759",42.36
"6760",44.4
"6761",44.46
"6762",44.31
"6763",42.68
"6764",42.54
"6765",40.9
"6766",44.2
"6767",44.25
"6768",44.41
"6769",43.54
"6770",43.85
"6771",42.67
"6772",44.54
"6773",44.24
"6774",44.22
"6775",42.78
"6776",43.79
"6777",44.11
"6778",43.99
"6779",45.27
"6780",43.68
"6781",43.87
"6782",43.76
"6783",42.41
"6784",43.28
"6785",43.34
"6786",44.26
"6787",42.79
"6788",44.3
"6789",43.96
"6790",43.44
"6791",45.37
"6792",46.2
"6793",40.64
"6794",43.37
"6795",45.78
"6796",42.88
"6797",43.86
"6798",43.99
"6799",44.03
"6800",44.64
"6801",42.47
"6802",43.58
"6803",43.68
"6804",45.53
"6805",43.77
"6806",43.79
"6807",45.27
"6808",44.13
"6809",44
"6810",43.01
"6811",43.77
"6812",46.06
"6813",41.84
"6814",44.28
"6815",44
"6816",43.19
"6817",43.91
"6818",44.42
"6819",45.26
"6820",42.47
"6821",45.8
"6822",42.71
"6823",43.74
"6824",42.95
"6825",45.25
"6826",43.86
"6827",43.28
"6828",43.23
"6829",43.38
"6830",43.57
"6831",42.01
"6832",42.06
"6833",45.36
"6834",41.73
"6835",44.45
"6836",43.57
"6837",43.29
"6838",43.11
"6839",44.08
"6840",43.24
"6841",42.54
"6842",44.69
"6843",43.08
"6844",42.81
"6845",42.05
"6846",43.68
"6847",43.02
"6848",43.25
"6849",42.19
"6850",44.18
"6851",41.71
"6852",43.05
"6853",44.03
"6854",45.77
"6855",45.76
"6856",46.28
"6857",41.3
"6858",42.57
"6859",43.21
"6860",44.65
"6861",44.88
"6862",43.76
"6863",43.85
"6864",42.94
"6865",43.38
"6866",42.52
"6867",42.56
"6868",44
"6869",42.34
"6870",43.48
"6871",43.65
"6872",45.11
"6873",43.08
"6874",42.38
"6875",43.73
"6876",43.58
"6877",44.99
"6878",44.35
"6879",44.25
"6880",44.85
"6881",42.95
"6882",44.93
"6883",45.1
"6884",44.51
"6885",44.33
"6886",43.69
"6887",44.37
"6888",44.01
"6889",43.41
"6890",43.71
"6891",45.47
"6892",43.75
"6893",43.18
"6894",44.64
"6895",43.09
"6896",43.65
"6897",43.71
"6898",43.53
"6899",44.01
"6900",42.78
"6901",45.36
"6902",44.68
"6903",43.05
"6904",42.45
"6905",43.66
"6906",43.69
"6907",42.72
"6908",44.75
"6909",45.44
"6910",42.28
"6911",43.12
"6912",44.06
"6913",43.98
"6914",42.66
"6915",46.15
"6916",43.12
"6917",43.52
"6918",44.58
"6919",44.45
"6920",44.91
"6921",41.6
"6922",43.21
"6923",42.87
"6924",44.81
"6925",43.28
"6926",44.27
"6927",43.69
"6928",44.17
"6929",43.66
"6930",42.56
"6931",42.96
"6932",43.22
"6933",44.05
"6934",44.92
"6935",44.26
"6936",43.92
"6937",43.48
"6938",41.27
"6939",43.39
"6940",43.69
"6941",43.52
"6942",42.5
"6943",42.41
"6944",43.53
"6945",44.48
"6946",43.83
"6947",43.99
"6948",45.02
"6949",44.42
"6950",44.22
"6951",41.18
"6952",45.31
"6953",43.96
"6954",43.98
"6955",42.55
"6956",42.2
"6957",43.44
"6958",43.51
"6959",44.45
"6960",43.13
"6961",43.78
"6962",43.66
"6963",41.92
"6964",45.28
"6965",43
"6966",44.38
"6967",44.25
"6968",44.03
"6969",45.05
"6970",43.06
"6971",46.11
"6972",44.52
"6973",44.16
"6974",43.13
"6975",44.98
"6976",41.92
"6977",44.52
"6978",44.2
"6979",44.37
"6980",42.98
"6981",43.79
"6982",43.17
"6983",43.93
"6984",41.65
"6985",44.96
"6986",47.22
"6987",44.14
"6988",44.01
"6989",44.31
"6990",43.27
"6991",43.6
"6992",43.28
"6993",43.23
"6994",43.78
"6995",42.92
"6996",43.84
"6997",44.24
"6998",44.07
"6999",42.41
"7000",42.21
"7001",43.05
"7002",43.92
"7003",43.67
"7004",44.66
"7005",44.21
"7006",43.57
"7007",41.72
"7008",45.01
"7009",43.7
"7010",44.35
"7011",42.57
"7012",43.38
"7013",44.27
"7014",44.47
"7015",43.5
"7016",45.06
"7017",41.69
"7018",45.85
"7019",45.61
"7020",42.48
"7021",43.57
"7022",44.21
"7023",43.35
"7024",43.92
"7025",45.02
"7026",43.9
"7027",44.99
"7028",41.18
"7029",43.83
"7030",43.86
"7031",43.43
"7032",43.67
"7033",42.49
"7034",44.25
"7035",44.33
"7036",43.71
"7037",45.43
"7038",43.81
"7039",43.93
"7040",44.16
"7041",45.68
"7042",46.27
"7043",44.22
"7044",44.84
"7045",44.19
"7046",43.3
"7047",43.36
"7048",44.92
"7049",43.79
"7050",43.88
"7051",42.92
"7052",44.54
"7053",43.78
"7054",44
"7055",44.8
"7056",43.73
"7057",44.03
"7058",44.96
"7059",43.9
"7060",43.89
"7061",45.4
"7062",43.15
"7063",43.29
"7064",43.67
"7065",45.52
"7066",42.76
"7067",45.79
"7068",44.02
"7069",44.06
"7070",43.11
"7071",42.08
"7072",44.58
"7073",42.37
"7074",43.9
"7075",44.6
"7076",42.58
"7077",43.13
"7078",42.93
"7079",41.96
"7080",44.78
"7081",44.3
"7082",44.6
"7083",45.01
"7084",44.75
"7085",45.37
"7086",43.24
"7087",43.91
"7088",43.63
"7089",43.1
"7090",41.76
"7091",44.16
"7092",43.18
"7093",44.29
"7094",42.47
"7095",42.65
"7096",44.37
"7097",44.21
"7098",43.11
"7099",42.71
"7100",42.84
"7101",44.27
"7102",44.08
"7103",45.03
"7104",42.86
"7105",44.91
"7106",43.41
"7107",43.09
"7108",44.35
"7109",42.76
"7110",43.52
"7111",42.4
"7112",43.08
"7113",45.42
"7114",44.09
"7115",42.6
"7116",44.12
"7117",43.68
"7118",44.32
"7119",44.23
"7120",44.55
"7121",45.48
"7122",43.75
"7123",44.67
"7124",44.57
"7125",44.27
"7126",43.82
"7127",42.54
"7128",43.4
"7129",45.49
"7130",43.11
"7131",44.21
"7132",43.48
"7133",44.92
"7134",41.89
"7135",42.84
"7136",43.76
"7137",43.18
"7138",43.76
"7139",44.13
"7140",44.74
