Order,Suborder,Family,Genus,species,Reproductive.mode,B.chromosomes,Ploidy.level,Sex.chromosome.system,Meioformula,Diploid.number,Notes,Citation,Sex.Chromosome.System,,
Coleoptera,Polyphaga,Curculionidae,Pissodes,Pissodes strobi engelmanni    ,Sexual diplodiploidy,,,Xyp,2n=34M/2n=34F 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Pissodes,Pissodes strobi sitchensis    ,Sexual diplodiploidy,,,Xyp,2n=34M/2n=34F 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Pissodes,Pissodes termilis     ,Sexual diplodiploidy,,,Xyp,2n=29M/2n=28F 12+III+Xyp,29,haploid complement is 12 bivalents and one trivalent,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Pissodes,Pissodes validirostris     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Pissodes,Pissodes webbi     ,Sexual diplodiploidy,,,Xyp,2n=34M/2n=34F 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Pissodes,Pissodes YT3,Sexual diplodiploidy,,,Xyp,2n=34M/2n=34F 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Platymycterus,Platymycterus himalayanus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Platymycterus,Platymycterus moestus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Platymycterus,Platymycterus sjostedti     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Platymycterus,Platymycterus sp.     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Plintini,Plintini sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Podapion,Podapion gallicola     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Podeschrus,Podeschrus abietis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus amoenus     ,Sexual diplodiploidy,,,,2n=22M ,22,  ,S. Smith and Virkki (1978),unreported,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus atomarius     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus calabricus     ,Sexual diplodiploidy,,,Xyp,2n=20M 9+Xyp,20,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus impressifrons     ,Sexual diplodiploidy,,,,2n=20M ,20,  ,S. Smith and Virkki (1978),unreported,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus inustus     ,Parthenogenetic,,,,2n=33F ,33,  ,"Lachowska, Rozek, and Holecova (2008)",none,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus margitus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus mollis     ,Parthenogenetic,,2,,2n=22F ,22,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus mollis     ,Parthenogenetic,,3,,2n=33F ,33,  ,"Lachowska, Rozek, and Holecova (2008)",none,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus mollis     ,Parthenogenetic,,3,,2n=30-31F ,30,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus mollis     ,Sexual diplodiploidy,,,,,,  ,Mikulska (1949),unreported,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus pilosus     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus ruficornis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus sericeus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus sicanus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus undatus     ,Sexual diplodiploidy,,,,2n=22F ,22,  ,S. Smith and Virkki (1978),unreported,,
Coleoptera,Polyphaga,Curculionidae,Polydrusus,Polydrusus viridicintus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Procas,Procas biguttatus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Procas,Procas biguttatus     ,Sexual diplodiploidy,,,Xyp,2n=24M 11+Xyp,24,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Proctorus,Proctorus decipiens     ,Sexual diplodiploidy,,,,2n=22M ,22,  ,S. Smith and Virkki (1978),unreported,,
Coleoptera,Polyphaga,Curculionidae,Protacallinus,Protacallinus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Pseudoanthonomus,Pseudoanthonomus hamamelidis     ,Sexual diplodiploidy,,,XY,2n=32M 15+XY,32,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Pseudoanthonomus,Pseudoanthonomus hamamelidis     ,Sexual diplodiploidy,,,Xyp,2n=38M 18+Xyp,38,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Pseudphytoscaphus,Pseudphytoscaphus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Ptochus,Ptochus oyulum     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Pycnodactylus,Pycnodactylus hypocritia     ,Sexual diplodiploidy,,,,2n=38M ,38,  ,"Gill, Gulati, and Pajni (1990)",unreported,,
Coleoptera,Polyphaga,Curculionidae,Rhadinomerus,Rhadinomerus annulipes     ,Sexual diplodiploidy,,,Xyp,2n=34M 16+Xyp,34,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhadinomerus,Rhadinomerus annulipes     ,Sexual diplodiploidy,,,Xyp,2n=36M 17+Xyp,36,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhadinomerus,Rhadinomerus maebarai     ,Sexual diplodiploidy,,,Xyp,2n=44M 21+Xyp,44,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhinocerus,Rhinocerus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=20M 9+Xyp,20,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhinomias,Rhinomias forticornis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhinoncus,Rhinoncus pagnus     ,Sexual diplodiploidy,,,Xyp,2n=20M 9+Xyp,20,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhinoncus,Rhinoncus sibiricus     ,Sexual diplodiploidy,,,Xyp,2n=28M 13+Xyp,28,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhynchaenus,Rhynchaenus mutabilis     ,Sexual diplodiploidy,,,XY,2n=24M 11+XY,24,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Rhynchaenus,Rhynchaenus niger     ,Sexual diplodiploidy,,,XY,2n=28M 13+XY,28,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Rhynchaenus,Rhynchaenus pallicornis     ,Sexual diplodiploidy,,,XY,2n=28M 13+XY,28,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Rhynchaenus,Rhynchaenus pallicornis     ,Sexual diplodiploidy,,,,2n=26M ,26,  ,S. Smith and Virkki (1978),unreported,,
Coleoptera,Polyphaga,Curculionidae,Rhynchaenus,Rhynchaenus populi     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhynchaenus,Rhynchaenus sp. 1    ,Sexual diplodiploidy,,,XO,2n=25M 12+XO,25,  ,S. Smith and Virkki (1978),XO,,
Coleoptera,Polyphaga,Curculionidae,Rhynchaenus,Rhynchaenus stigma     ,Sexual diplodiploidy,,,Xyp,2n=28M 13+Xyp,28,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhynchophorus,Rhynchophorus ferrugineus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhyssomatus,Rhyssomatus margitus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rhyssomatus,Rhyssomatus margitus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,Vidal (1984),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Ruteria,Ruteria hypocrita     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,"Lachowska, Holecova, and Rozek (2004)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Rynchophorus,Rynchophorus palmarum     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"A. Dutrillaux, Xie, and Dutrillaux (2008b)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Ryssematus,Ryssematus lineaticollis     ,Sexual diplodiploidy,,,Xyp,2n=24M 11+Xyp,24,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Scepticus,Scepticus griseus     ,Sexual diplodiploidy,,,Xyp,2n=22M/2n=22F 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Scepticus,Scepticus insularis     ,Parthenogenetic,,2,,2n=22F ,22,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Scepticus,Scepticus insularis     ,Parthenogenetic,,3,,2n=33F ,33,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Scepticus,Scepticus insularis     ,Parthenogenetic,,5,,2n=55F ,55,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Scepticus,Scepticus insularis     ,Sexual diplodiploidy,,,Xyp,2n=22M/2n=22F 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Scepticus,Scepticus insularis     ,Sexual diplodiploidy,,,Xyyp,2n=23M 10+Xyyp,23,,S. Smith and Virkki (1978),complex,,
Coleoptera,Polyphaga,Curculionidae,Scepticus,Scepticus tigrinus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sciaphilus,Sciaphilus asperatus     ,Parthenogenetic,,3,,2n=33F ,33,  ,Lachowska (2008),none,,
Coleoptera,Polyphaga,Curculionidae,Sciaphilus,Sciaphilus asperatus     ,Sexual diplodiploidy,,,,,,  bisexual,Petryszak (1972),unreported,,
Coleoptera,Polyphaga,Curculionidae,Sciopithes,Sciopithes obscurus     ,Parthenogenetic,,4,,2n=44F ,44,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Scythropus,Scythropus japonicus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Scythropus,Scythropus ortus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Scythropus,Scythropus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=20M 9+Xyp,20,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Shirahoshizo,Shirahoshizo insidiosus     ,Sexual diplodiploidy,,,Xyp,2n=38M 18+Xyp,38,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Simo,Simo variegates,Parthenogenetic,,3,,2n=33F ,33,  ,"Rozek, Lachowska, Holecova, and Kajtoch (2009)",none,,
Coleoptera,Polyphaga,Curculionidae,Simulatacalles,Simulatacalles simulator     ,Sexual diplodiploidy,,,Xyp,2n=24M 11+Xyp,24,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sipalus,Sipalus hypocrita     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona crinitus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona cylindricollis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona flavescens     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona hispidulus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona humeralis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (2004)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona lepidus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona lineata     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona lineatus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (2004)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona macularis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (2004)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona scissifrons     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=24M 11+Xyp,24,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitona,Sitona suturalis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (2004)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitonaphilus,Sitonaphilus granarius     ,Sexual diplodiploidy,,,Xyp,2n=24M/2n=24F 11+Xyp,24,  ,S. Smith (1952),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sitonaphilus,Sitonaphilus granarius     ,Sexual diplodiploidy,,,,2n=12F ,12,  ,S. Smith and Virkki (1978),unreported,,
Coleoptera,Polyphaga,Curculionidae,Sitonaphilus,Sitonaphilus oryzae     ,Sexual diplodiploidy,,,NeoXY,2n=22M/2n=22F 10+NeoXY,22,,S. Smith and Virkki (1978),NeoXY,,
Coleoptera,Polyphaga,Curculionidae,Sitonaphilus,Sitonaphilus oryzae     ,Sexual diplodiploidy,,,XO,2n=11M/2n=12F 5+XO,11,  ,Gunson (1943),XO,,
Coleoptera,Polyphaga,Curculionidae,Sitonaphilus,Sitonaphilus oryzae     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Sitonaphilus,Sitonaphilus sasakii     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Sitonaphilus,Sitonaphilus zeamais     ,Sexual diplodiploidy,yes,,NeoXY,2n=22M 10+NeoXY,22,,S. Smith and Virkki (1978),NeoXY,,
Coleoptera,Polyphaga,Curculionidae,Sitonaphilus,Sitonaphilus zeamais     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sphenophorus,Sphenophorus parvula     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Strophosoma,Strophosoma capitatum     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,Lachowska (2008),XY,,
Coleoptera,Polyphaga,Curculionidae,Strophosoma,Strophosoma faber     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,Lachowska (2008),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Strophosoma,Strophosoma melanogrammum     ,Parthenogenetic,,,,2n=33F ,33,  ,Lachowska (2008),none,,
Coleoptera,Polyphaga,Curculionidae,Strophosoma,Strophosoma melanogrammus     ,Parthenogenetic,,,,2n=31-35F ,31,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Strophosoma,Strophosoma melanogrammus     ,Parthenogenetic,,,,2n=33-34F ,33,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Strophosoma,Strophosoma melanogrammus     ,Parthenogenetic,,,,2n=34F ,34,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Sympiezomias,Sympiezomias cribicollis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sympiezomias,Sympiezomias cribricollis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sympiezomias,Sympiezomias lewisii     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Sympiezomias,Sympiezomias sp. 1    ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Syrotelus,Syrotelus septentriolis     ,Sexual diplodiploidy,,,,2n=16M ,16,  ,"Lachowska, Holecova, and Rozek (1998)",unreported,,
Coleoptera,Polyphaga,Curculionidae,Syrotelus,Syrotelus umbrosus     ,Sexual diplodiploidy,,,Xyp,2n=16M 7+Xyp,16,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tachypterellus,Tachypterellus 4-gibbus     ,Sexual diplodiploidy,,,Xyp,2n=34M 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus cephalotes     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus feae     ,Sexual diplodiploidy,,,,2n=22M ,22,  ,"Lachowska, Holecova, and Rozek (1998)",unreported,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus hispidus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus indicus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus longulus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus palliatus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus sciurus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus sciurus     ,Sexual diplodiploidy,,,Xyyp,2n=23M 10+Xyyp,23,,"Lachowska, Holecova, and Rozek (1998)",complex,,
Coleoptera,Polyphaga,Curculionidae,Tanymecus,Tanymecus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanysphyrus,Tanysphyrus leme     ,Sexual diplodiploidy,,,Xyp,2n=16M 7+Xyp,16,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanysphyrus,Tanysphyrus leme     ,Sexual diplodiploidy,,,Xyp,2n=18M 8+Xyp,18,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tanysphyrus,Tanysphyrus major     ,Sexual diplodiploidy,,,Xyp,2n=16M 7+Xyp,16,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Telephae,Telephae konoi     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Telephae,Telephae konoi     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Thlipsomerus,Thlipsomerus glebosus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Trachyphloeus,Trachyphloeus aristatus     ,Parthenogenetic,,3,,2n=33F ,33,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Trachyphloeus,Trachyphloeus bifoveolatus     ,Parthenogenetic,,3,,2n=32-33F ,32,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Trachyphloeus,Trachyphloeus bifoveolatus     ,Parthenogenetic,,3,,2n=33F ,33,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Trachyphloeus,Trachyphloeus parallelus,Parthenogenetic,,4,,2n=44F ,44,  ,"Rozek, Lachowska, Holecova, and Kajtoch (2009)",none,,
Coleoptera,Polyphaga,Curculionidae,Trachyrhinus,Trachyrhinus sp.,Parthenogenetic,3,,,2n=33,33,,Takenouchi (1972),none,,
Coleoptera,Polyphaga,Curculionidae,Trachyrinus,Trachyrinus sp. 1    ,Parthenogenetic,,,,2n=33F ,33,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Transptochus,Transptochus sp.     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Trichalophus,Trichalophus albonotatus     ,Sexual diplodiploidy,,,NeoXY,2n=28M 13+NeoXY,28,,S. Smith and Virkki (1978),NeoXY,,
Coleoptera,Polyphaga,Curculionidae,Tropiphorus,Tropiphorus caritus     ,Parthenogenetic,,3,,2n=32-33F ,32,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Tropiphorus,Tropiphorus cucullatus     ,Parthenogenetic,,4,,2n=40-41F ,40,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Tropiphorus,Tropiphorus elevatus,Parthenogenetic,,3,,2n=33F ,33,  ,"Rozek, Lachowska, Holecova, and Kajtoch (2009)",none,,
Coleoptera,Polyphaga,Curculionidae,Tropiphorus,Tropiphorus terricola     ,Parthenogenetic,,4,,2n=44F ,44,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Tychius,Tychius aureolus femoralis    ,Sexual diplodiploidy,,,Xyp,2n=40M 19+Xyp,40,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tychius,Tychius ginsuji     ,Sexual diplodiploidy,,,Xyp,2n=34M 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Tychius,Tychius sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=34M 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
