"genes","GOterms"
"tcat6932",97
"tcat465",50
"tcat6519",56
"tcat1108",96
"tcat15446",154
"tcat7334",65
"tcat9939",26
"tcat3728",45
"tcat7787",106
"tcat9558",81
"tcat14638",1
"tcat1618",30
"tcat3412",13
"tcat16215",91
"tcat11323",91
"tcat10591",74
"tcat9237",42
"tcat7646",109
"tcat2736",153
"tcat9444",46
"tcat16672",38
"tcat19439",120
"tcat11027",18
"tcat10179",27
"tcat147",115
"tcat2594",94
"tcat18537",58
"tcat1588",109
"tcat1852",27
"tcat642",119
"tcat9858",69
"tcat12804",104
"tcat18590",85
"tcat17486",63
"tcat6967",77
"tcat2606",74
"tcat5584",97
"tcat14537",19
"tcat4099",22
"tcat12489",4
"tcat5431",39
"tcat11115",44
"tcat3467",109
"tcat11494",150
"tcat9327",99
"tcat15139",34
"tcat15477",106
"tcat12396",74
"tcat4624",19
"tcat10477",96
"tcat10212",12
"tcat3957",20
"tcat6311",44
"tcat8436",121
"tcat7451",118
"tcat14920",56
"tcat17919",100
"tcat19214",92
"tcat11878",4
"tcat16457",57
"tcat5223",89
"tcat9158",65
"tcat6539",140
"tcat6833",87
"tcat17774",60
"tcat4798",112
"tcat11079",76
"tcat1235",37
"tcat16735",72
"tcat12763",40
"tcat2346",131
"tcat2279",146
"tcat1747",90
"tcat17506",7
"tcat15754",33
"tcat221",7
"tcat12277",80
"tcat10791",64
"tcat10259",126
"tcat14833",36
"tcat16670",18
"tcat1504",146
"tcat14680",21
"tcat11573",133
"tcat16189",13
"tcat43",58
"tcat3589",31
"tcat16860",23
"tcat16053",115
"tcat17821",125
"tcat16819",128
"tcat12245",18
"tcat6068",6
"tcat15701",116
"tcat14764",111
"tcat19055",111
"tcat15240",143
"tcat19787",7
"tcat8001",141
"tcat9691",97
"tcat4042",45
"tcat3620",37
"tcat14268",115
"tcat18542",84
"tcat12412",98
"tcat11469",50
"tcat17870",144
"tcat17463",33
"tcat3210",63
"tcat18920",67
"tcat15339",82
"tcat14418",97
"tcat725",131
"tcat6466",88
"tcat7115",2
"tcat13436",89
"tcat5623",137
"tcat11510",18
"tcat4263",30
"tcat6003",11
"tcat5121",90
"tcat17437",6
"tcat6965",89
"tcat537",5
"tcat6719",121
"tcat6252",45
"tcat16474",25
"tcat16829",30
"tcat14949",94
"tcat19196",74
"tcat3590",142
"tcat9006",51
"tcat764",17
"tcat8127",14
"tcat9277",100
"tcat6154",128
"tcat11059",98
"tcat8361",128
"tcat14358",37
"tcat2684",81
"tcat18423",152
"tcat15144",60
"tcat18321",70
"tcat5312",134
"tcat14653",1
"tcat7647",18
"tcat8164",78
"tcat3164",70
"tcat4888",28
"tcat759",60
"tcat17218",140
"tcat14958",3
"tcat6130",76
"tcat16044",77
"tcat17181",151
"tcat11424",134
"tcat6988",58
"tcat10105",110
"tcat1438",74
"tcat17112",109
"tcat6438",39
"tcat7723",26
"tcat15369",119
"tcat18786",22
"tcat11543",85
"tcat14702",23
"tcat1615",116
"tcat15602",42
"tcat9507",18
"tcat19408",52
"tcat19871",121
"tcat10846",131
"tcat18607",98
"tcat16011",99
"tcat343",88
"tcat10124",15
"tcat14281",21
"tcat6216",126
"tcat5034",140
"tcat11438",93
"tcat3797",61
"tcat7741",94
"tcat89",96
"tcat13658",45
"tcat11305",25
"tcat5478",84
"tcat12450",115
"tcat15650",117
"tcat18975",129
"tcat16159",128
"tcat12440",89
"tcat731",111
"tcat1716",80
"tcat13534",37
"tcat18041",131
"tcat18584",10
"tcat3496",118
"tcat19295",57
"tcat1838",126
"tcat8718",74
"tcat4380",123
"tcat6099",147
"tcat1755",63
"tcat19138",123
"tcat17444",27
"tcat4417",11
"tcat14487",51
"tcat7744",20
"tcat10130",77
"tcat3727",82
"tcat15506",99
"tcat9151",120
"tcat8651",63
"tcat18349",137
"tcat7477",125
"tcat6433",93
"tcat14658",110
"tcat5904",107
"tcat17121",13
"tcat3156",68
"tcat9354",94
"tcat315",58
"tcat16651",149
"tcat14486",139
"tcat17216",50
"tcat3147",33
"tcat9247",58
"tcat9917",134
"tcat3091",39
"tcat7562",117
"tcat1987",109
"tcat7569",125
"tcat13553",19
"tcat10287",135
"tcat1642",33
"tcat4378",54
"tcat6733",14
"tcat3386",24
"tcat19529",39
"tcat18971",48
"tcat3393",3
"tcat19847",50
"tcat518",124
"tcat16657",68
"tcat5538",83
"tcat14670",119
"tcat5294",87
"tcat10222",92
"tcat12047",8
"tcat10426",47
"tcat17544",82
"tcat14161",139
"tcat6647",12
"tcat3770",37
"tcat14463",14
"tcat3027",78
"tcat7912",7
"tcat12672",108
"tcat12919",117
"tcat1613",6
"tcat10948",62
"tcat3012",125
"tcat5356",64
"tcat19974",10
"tcat11460",116
"tcat8349",123
"tcat19219",51
"tcat10518",62
"tcat4536",3
"tcat289",50
"tcat880",66
"tcat1069",63
"tcat15664",128
"tcat17476",48
"tcat14250",91
"tcat1480",76
"tcat7743",96
"tcat10770",3
"tcat10569",78
"tcat590",16
"tcat12766",106
"tcat9293",1
"tcat14170",8
"tcat19872",80
"tcat15473",99
"tcat8982",135
"tcat17813",91
"tcat9587",106
"tcat10154",51
"tcat19933",21
"tcat13698",16
"tcat11133",108
"tcat6812",152
"tcat4233",147
"tcat57",94
"tcat1000",102
"tcat19238",45
"tcat17134",119
"tcat14994",134
"tcat5204",33
"tcat12735",93
"tcat7424",138
"tcat17698",38
"tcat4545",48
"tcat10282",138
"tcat7143",57
"tcat1655",27
"tcat7526",14
"tcat16872",66
"tcat10293",8
"tcat13455",119
"tcat19998",50
"tcat8515",62
"tcat18340",129
"tcat15815",99
"tcat6121",68
"tcat14414",35
"tcat7031",17
"tcat9148",101
"tcat17277",88
"tcat16498",82
"tcat11559",103
"tcat7502",36
"tcat13726",81
"tcat1761",98
"tcat6156",105
"tcat8730",110
"tcat1398",36
"tcat18402",94
"tcat5265",148
"tcat16443",45
"tcat10173",60
"tcat7038",138
"tcat973",26
"tcat1356",33
"tcat11026",72
"tcat13877",137
"tcat18775",18
"tcat1016",146
"tcat4563",31
"tcat19550",130
"tcat9243",99
"tcat19919",19
"tcat10492",127
"tcat8128",39
"tcat5234",44
"tcat7530",57
"tcat978",79
"tcat379",44
"tcat16346",27
"tcat6974",9
"tcat17880",146
"tcat15872",104
"tcat13295",150
"tcat4310",151
"tcat8378",64
"tcat19970",97
"tcat19839",136
"tcat13474",50
"tcat8976",137
"tcat589",104
"tcat19911",57
"tcat3913",29
"tcat782",32
"tcat7055",39
"tcat4338",141
"tcat16234",26
"tcat5403",52
"tcat3765",147
"tcat4345",25
"tcat18792",111
"tcat4793",30
"tcat16798",149
"tcat7760",55
"tcat766",39
"tcat14351",141
"tcat11722",76
"tcat9708",27
"tcat2712",49
"tcat1227",28
"tcat11613",143
"tcat17647",84
"tcat12686",64
"tcat1402",91
"tcat5433",98
"tcat146",51
"tcat3940",17
"tcat1253",140
"tcat5353",130
"tcat6230",50
"tcat18928",124
"tcat14275",134
"tcat586",71
"tcat7799",44
"tcat12468",79
"tcat9860",148
"tcat820",110
"tcat3691",27
"tcat210",2
"tcat17951",126
"tcat345",60
"tcat13845",77
"tcat3930",50
"tcat15095",100
"tcat7128",12
"tcat761",102
"tcat1096",8
"tcat1205",51
"tcat5774",115
"tcat16024",133
"tcat6283",73
"tcat15973",127
"tcat9935",39
"tcat16222",16
"tcat15519",113
"tcat8469",25
"tcat1878",144
"tcat7590",37
"tcat8392",66
"tcat18281",150
"tcat8998",49
"tcat186",55
"tcat738",100
"tcat16442",19
"tcat12114",18
"tcat18677",91
"tcat1276",154
"tcat10508",22
"tcat8553",148
"tcat13477",144
"tcat14370",100
"tcat14199",49
"tcat10182",17
"tcat18336",119
"tcat1889",130
"tcat15595",97
"tcat13802",78
"tcat7389",105
"tcat7269",49
"tcat4930",59
"tcat7298",39
"tcat14531",93
"tcat969",132
"tcat1815",6
"tcat16339",31
"tcat7609",23
"tcat587",62
"tcat16988",145
"tcat5972",65
"tcat1948",33
"tcat13918",99
"tcat10918",62
"tcat6846",18
"tcat3641",32
"tcat302",94
"tcat2197",87
"tcat4948",98
"tcat14126",126
"tcat9944",3
"tcat19480",114
"tcat10558",1
"tcat12832",58
"tcat5104",20
"tcat18611",116
"tcat11000",42
"tcat11140",54
"tcat13988",130
"tcat16636",82
"tcat3956",3
"tcat656",88
"tcat4173",101
"tcat18550",117
"tcat1965",154
"tcat9051",3
"tcat99",130
"tcat10060",138
"tcat13946",58
"tcat9782",87
"tcat18199",60
"tcat10061",114
"tcat7935",31
"tcat17816",88
"tcat2805",135
"tcat6872",92
"tcat12929",31
"tcat6088",43
"tcat10510",5
"tcat13076",152
"tcat5236",13
"tcat16349",111
"tcat9334",58
"tcat2384",115
"tcat702",142
"tcat19076",142
"tcat2686",124
"tcat19914",27
"tcat6244",134
"tcat8869",91
"tcat19776",129
"tcat2389",134
"tcat17120",30
"tcat14682",102
"tcat1980",144
"tcat16146",129
"tcat2039",93
"tcat15535",53
"tcat8892",18
"tcat6190",69
"tcat15955",2
"tcat13894",140
"tcat10820",127
"tcat1383",96
"tcat16356",72
"tcat7621",74
"tcat3905",57
"tcat10796",97
"tcat4088",98
"tcat9926",84
"tcat9679",126
"tcat12745",119
"tcat14175",133
"tcat3369",126
"tcat11246",8
"tcat10954",135
"tcat7434",45
"tcat15821",95
"tcat15712",94
"tcat5098",151
"tcat2848",98
"tcat14048",22
"tcat11014",114
"tcat19516",151
"tcat2914",80
"tcat1750",70
"tcat52",106
"tcat12858",38
"tcat10774",88
"tcat8664",108
"tcat691",125
"tcat6530",105
"tcat2018",69
"tcat10880",84
"tcat2867",78
"tcat8501",8
"tcat17019",125
"tcat16600",127
"tcat9485",119
"tcat17758",83
"tcat11570",64
"tcat16464",136
"tcat15749",73
"tcat11491",77
"tcat4584",88
"tcat12095",10
"tcat12100",3
"tcat11253",138
"tcat19929",129
"tcat2650",86
"tcat13346",42
"tcat11588",85
"tcat375",8
"tcat9000",110
"tcat6921",3
"tcat19237",39
"tcat18825",141
"tcat16855",14
"tcat15804",35
"tcat2072",72
"tcat13494",62
"tcat15268",141
"tcat16597",66
"tcat18121",111
"tcat8332",66
"tcat2310",4
"tcat7568",123
"tcat6933",96
"tcat12241",58
"tcat13982",16
"tcat5830",149
"tcat7513",65
"tcat2156",124
"tcat18832",97
"tcat2601",29
"tcat11977",37
"tcat6362",142
"tcat13486",144
"tcat4862",77
"tcat17119",75
"tcat17511",72
"tcat11260",150
"tcat4037",10
"tcat11821",75
"tcat11576",90
"tcat13523",2
"tcat15936",69
"tcat10989",43
"tcat10162",138
"tcat4776",75
"tcat132",118
"tcat5371",45
"tcat11983",78
"tcat6853",13
"tcat16996",65
"tcat1028",63
"tcat14536",33
"tcat3978",153
"tcat6765",62
"tcat6779",28
"tcat2542",42
"tcat9346",77
"tcat14700",16
"tcat13006",99
"tcat3914",91
"tcat3587",31
"tcat17800",134
"tcat8285",30
"tcat9937",95
"tcat5305",109
"tcat1349",143
"tcat515",61
"tcat9618",48
"tcat9592",124
"tcat6013",135
"tcat17424",150
"tcat582",30
"tcat355",84
"tcat19864",10
"tcat19393",59
"tcat5947",70
"tcat14297",139
"tcat11293",32
"tcat550",12
"tcat3115",19
"tcat17564",93
"tcat8879",45
"tcat6553",56
"tcat9846",69
"tcat18369",143
"tcat8761",7
"tcat3302",13
"tcat1387",81
"tcat1797",13
"tcat8215",143
"tcat6516",139
"tcat15202",126
"tcat16289",82
"tcat9270",102
"tcat14018",90
"tcat8964",48
"tcat4923",87
"tcat5983",147
"tcat7061",72
"tcat5604",75
"tcat15287",76
"tcat7749",5
"tcat13754",10
"tcat3729",114
"tcat13511",140
"tcat10714",118
"tcat1962",101
"tcat10377",34
"tcat5196",61
"tcat6337",68
"tcat5735",71
"tcat6797",1
"tcat16369",34
"tcat18159",86
"tcat17687",5
"tcat16681",91
"tcat13597",131
"tcat15357",101
"tcat5847",28
"tcat12558",46
"tcat19355",55
"tcat5582",27
"tcat8586",83
"tcat1622",45
"tcat15575",19
"tcat90",37
"tcat15857",2
"tcat8277",54
"tcat13038",10
"tcat3477",99
"tcat19617",150
"tcat6696",2
"tcat11850",88
"tcat8938",14
"tcat11073",152
"tcat11406",19
"tcat5127",6
"tcat5987",30
"tcat12370",109
"tcat3762",20
"tcat13299",66
"tcat5480",25
"tcat19004",144
"tcat15018",5
"tcat15606",125
"tcat17696",78
"tcat1190",32
"tcat10321",87
"tcat17318",147
"tcat15903",85
"tcat11157",68
"tcat12620",152
"tcat18759",29
"tcat12301",38
"tcat19750",16
"tcat3558",90
"tcat15530",40
"tcat6134",13
"tcat10232",31
"tcat18510",74
"tcat14453",31
"tcat15153",109
"tcat2061",115
"tcat4387",126
"tcat10906",100
"tcat17851",10
"tcat1050",37
"tcat3137",106
"tcat1405",118
"tcat13821",126
"tcat468",60
"tcat5500",114
"tcat4494",72
"tcat1955",95
"tcat17353",131
"tcat7472",90
"tcat17191",3
"tcat272",26
"tcat19620",37
"tcat6171",99
"tcat16221",143
"tcat16931",94
"tcat14882",5
"tcat6076",7
"tcat14245",76
"tcat15195",73
"tcat16241",20
"tcat6485",80
"tcat17471",41
"tcat17180",3
"tcat15215",45
"tcat6018",56
"tcat10673",134
"tcat18038",34
"tcat12250",49
"tcat5007",11
"tcat13867",81
"tcat5738",31
"tcat11839",42
"tcat156",108
"tcat3459",150
"tcat12207",138
"tcat5313",73
"tcat14369",34
"tcat7991",53
"tcat4671",53
"tcat14020",90
"tcat7596",38
"tcat17466",30
"tcat16746",144
"tcat17867",32
"tcat9702",124
"tcat17619",20
"tcat54",92
"tcat2605",2
"tcat5784",140
"tcat9366",45
"tcat6246",107
"tcat16297",2
"tcat1788",120
"tcat8880",4
"tcat12460",36
"tcat19170",18
"tcat5025",71
"tcat5488",29
"tcat298",55
"tcat14302",33
"tcat18966",88
"tcat5073",53
"tcat1055",73
"tcat4026",66
"tcat2795",112
"tcat13549",17
"tcat6282",78
"tcat2399",103
"tcat4970",54
"tcat4179",18
"tcat10086",154
"tcat1679",31
"tcat12994",117
"tcat16991",90
"tcat13066",95
"tcat9399",9
"tcat17649",117
"tcat8154",74
"tcat6803",136
"tcat5616",71
"tcat11988",29
"tcat11619",47
"tcat9333",44
"tcat5710",102
"tcat17396",43
"tcat11509",146
"tcat6549",114
"tcat4794",147
"tcat9249",66
"tcat17016",103
"tcat7046",95
"tcat15074",131
"tcat1824",85
"tcat19562",6
"tcat6863",95
"tcat19904",26
"tcat5672",22
"tcat12242",87
"tcat7856",79
"tcat4981",101
"tcat4025",10
"tcat9178",53
"tcat4391",78
"tcat18673",61
"tcat16624",85
"tcat16940",9
"tcat1038",41
"tcat7872",90
"tcat8903",4
"tcat17178",108
"tcat2324",144
"tcat13016",26
"tcat7666",94
"tcat7481",71
"tcat18715",83
"tcat13146",25
"tcat5667",9
"tcat13653",124
"tcat19601",139
"tcat10975",31
"tcat8962",80
"tcat18127",16
"tcat6079",10
"tcat11422",134
"tcat5335",139
"tcat5151",23
"tcat8933",78
"tcat19172",17
"tcat12449",47
"tcat6819",87
"tcat7179",84
"tcat6876",128
"tcat3462",126
"tcat10524",4
"tcat2877",9
"tcat18935",93
"tcat3069",19
"tcat8218",76
"tcat5686",59
"tcat15598",52
"tcat6302",91
"tcat9552",97
"tcat6061",152
"tcat13611",59
"tcat7981",62
"tcat19409",68
"tcat15188",64
"tcat2851",91
"tcat6589",99
"tcat18114",133
"tcat1082",28
"tcat16558",67
"tcat17122",133
"tcat6078",49
"tcat18689",128
"tcat4097",3
"tcat18908",82
"tcat14800",60
"tcat8778",131
"tcat9201",116
"tcat16208",97
"tcat19090",124
"tcat19729",5
"tcat10138",38
"tcat19226",18
"tcat194",93
"tcat10374",84
"tcat417",109
"tcat12343",5
"tcat19068",15
"tcat12931",38
"tcat2615",96
"tcat2502",22
"tcat17460",142
"tcat7043",100
"tcat11970",103
"tcat15765",49
"tcat17706",108
"tcat17841",124
"tcat15493",35
"tcat11176",85
"tcat11173",13
"tcat17700",55
"tcat17305",2
"tcat15032",123
"tcat18699",113
"tcat12216",112
"tcat15682",42
"tcat14293",152
"tcat2838",140
"tcat6695",124
"tcat6910",35
"tcat17522",13
"tcat3955",112
"tcat10942",53
"tcat7853",82
"tcat5577",133
"tcat5406",71
"tcat498",128
"tcat17695",16
"tcat9326",94
"tcat9981",143
"tcat2646",27
"tcat8134",85
"tcat8350",26
"tcat5094",36
"tcat2154",31
"tcat9555",83
"tcat438",154
"tcat8180",141
"tcat14883",93
"tcat16217",27
"tcat12974",93
"tcat7920",8
"tcat11398",126
"tcat268",97
"tcat11797",133
"tcat6266",129
"tcat8797",96
"tcat4947",92
"tcat7892",109
"tcat768",153
"tcat16420",9
"tcat7087",151
"tcat11476",68
"tcat10255",4
"tcat8994",154
"tcat4200",80
"tcat14135",44
"tcat36",80
"tcat11231",12
"tcat230",121
"tcat9521",151
"tcat1731",57
"tcat9482",146
"tcat16270",47
"tcat16219",4
"tcat7019",144
"tcat8312",110
"tcat2473",126
"tcat19448",53
"tcat19227",19
"tcat18687",134
"tcat16512",100
"tcat10431",109
"tcat7231",41
"tcat255",47
"tcat7901",106
"tcat12846",39
"tcat10538",71
"tcat3329",35
"tcat11451",153
"tcat3472",107
"tcat17378",124
"tcat17996",63
"tcat16883",39
"tcat12569",57
"tcat2335",35
"tcat2648",138
"tcat9508",70
"tcat2549",130
"tcat6421",43
"tcat6348",100
"tcat13020",109
"tcat12307",118
"tcat15722",6
"tcat5064",28
"tcat5956",3
"tcat6369",99
"tcat7791",14
"tcat13245",100
"tcat574",35
"tcat15328",137
"tcat9428",46
"tcat9533",30
"tcat1409",101
"tcat5008",153
"tcat8406",100
"tcat8667",48
"tcat8078",81
"tcat8694",55
"tcat13334",52
"tcat16967",52
"tcat17381",57
"tcat11684",40
"tcat9046",9
"tcat8582",105
"tcat13676",18
"tcat14938",22
"tcat10104",87
"tcat16828",99
"tcat16137",71
"tcat9119",122
"tcat956",92
"tcat1543",48
"tcat16397",129
"tcat11601",104
"tcat7517",49
"tcat4906",111
"tcat11104",56
"tcat2318",75
"tcat5613",50
"tcat8772",102
"tcat217",145
"tcat19884",138
"tcat7125",120
"tcat18948",99
"tcat18094",28
"tcat2709",118
"tcat19010",26
"tcat10600",138
"tcat16638",45
"tcat10596",36
"tcat12762",96
"tcat19793",137
"tcat13391",150
"tcat11121",5
"tcat1717",102
"tcat13919",82
"tcat18968",4
"tcat17663",76
"tcat16811",100
"tcat4605",17
"tcat262",132
"tcat11523",48
"tcat1487",88
"tcat6545",64
"tcat5454",1
"tcat17046",3
"tcat11490",3
"tcat9566",90
"tcat2423",54
"tcat8808",126
"tcat12060",31
"tcat17068",20
"tcat18695",124
"tcat1726",10
"tcat5439",133
"tcat19969",88
"tcat12456",25
"tcat6210",34
"tcat14568",7
"tcat13394",26
"tcat7710",37
"tcat13103",15
"tcat11011",129
"tcat10676",27
"tcat4281",107
"tcat5522",67
"tcat7155",26
"tcat8581",154
"tcat6624",14
"tcat4789",83
"tcat18430",95
"tcat16422",19
"tcat14811",145
"tcat18822",90
"tcat1574",134
"tcat15566",69
"tcat19771",88
"tcat7165",51
"tcat6432",8
"tcat17323",42
"tcat5120",1
"tcat19449",150
"tcat2243",89
"tcat530",20
"tcat17283",29
"tcat15942",10
"tcat426",88
"tcat9830",85
"tcat10239",58
"tcat17474",25
"tcat6014",142
"tcat7899",7
"tcat9763",60
"tcat8476",95
"tcat9418",132
"tcat15127",129
"tcat14368",131
"tcat14208",154
"tcat12430",141
"tcat1024",129
"tcat737",26
"tcat2512",112
"tcat8733",59
"tcat10840",132
"tcat13944",127
"tcat9364",109
"tcat19936",9
"tcat1443",84
"tcat17033",37
"tcat15012",25
"tcat19373",82
"tcat448",54
"tcat1539",105
"tcat10181",9
"tcat19834",59
"tcat12550",64
"tcat11948",31
"tcat5546",115
"tcat10839",104
"tcat11580",27
"tcat7421",20
"tcat18595",126
"tcat14913",75
"tcat17967",120
"tcat11171",10
"tcat9040",56
"tcat15646",64
"tcat14779",121
"tcat17465",125
"tcat4695",35
"tcat16579",78
"tcat14633",5
"tcat19378",60
"tcat16061",26
"tcat4016",75
"tcat14303",106
"tcat2696",56
"tcat15734",40
"tcat2359",123
"tcat357",100
"tcat13396",145
"tcat7369",115
"tcat9244",56
"tcat7498",147
"tcat14461",47
"tcat7289",118
"tcat11039",18
"tcat8678",149
"tcat6643",30
"tcat16548",105
"tcat212",113
"tcat5612",30
"tcat15843",65
"tcat6793",123
"tcat5138",101
"tcat10478",57
"tcat5220",118
"tcat19392",16
"tcat12525",102
"tcat19126",112
"tcat15322",52
"tcat13219",48
"tcat10790",81
"tcat6891",71
"tcat4244",24
"tcat4246",50
"tcat4886",78
"tcat2624",6
"tcat8039",94
"tcat19901",24
"tcat4880",136
"tcat14037",71
"tcat8945",131
"tcat620",82
"tcat14246",71
"tcat14206",7
"tcat12847",40
"tcat5668",145
"tcat10152",77
"tcat3429",116
"tcat7995",84
"tcat12809",62
"tcat19979",137
"tcat591",154
"tcat1320",51
"tcat3885",10
"tcat15015",117
"tcat11340",30
"tcat18598",15
"tcat9586",48
"tcat4058",38
"tcat19436",88
"tcat12294",100
"tcat12312",105
"tcat17941",111
"tcat13622",57
"tcat9993",80
"tcat14076",135
"tcat15152",118
"tcat16283",40
"tcat11153",82
"tcat7796",110
"tcat9600",17
"tcat5258",130
"tcat11610",128
"tcat6769",76
"tcat18259",102
"tcat16777",27
"tcat17791",139
"tcat4518",88
"tcat12681",81
"tcat16925",1
"tcat16017",33
"tcat13022",86
"tcat9112",94
"tcat13",152
"tcat5611",6
"tcat7100",135
"tcat8162",90
"tcat9852",41
"tcat17061",139
"tcat8288",20
"tcat8914",7
"tcat7341",124
"tcat18311",20
"tcat3919",42
"tcat2168",121
"tcat14400",91
"tcat2348",117
"tcat5819",28
"tcat13048",31
"tcat15819",89
"tcat12381",37
"tcat12643",151
"tcat10668",44
"tcat10056",93
"tcat3891",32
"tcat1681",109
"tcat11159",17
"tcat2460",132
"tcat8205",128
"tcat8626",120
"tcat2909",41
"tcat7131",111
"tcat9220",130
"tcat10466",19
"tcat19180",15
"tcat17013",149
"tcat4986",129
"tcat1869",43
"tcat13236",148
"tcat8571",2
"tcat7518",40
"tcat4647",131
"tcat10240",22
"tcat8502",127
"tcat18019",46
"tcat3555",34
"tcat13588",18
"tcat17392",3
"tcat7771",64
"tcat1287",134
"tcat15704",112
"tcat2892",123
"tcat12817",146
"tcat14657",121
"tcat19895",135
"tcat12930",152
"tcat2866",55
"tcat15786",2
"tcat12181",35
"tcat2743",18
"tcat12816",69
"tcat9407",119
"tcat4323",88
"tcat16018",152
"tcat16229",100
"tcat6281",120
"tcat4619",8
"tcat10813",22
"tcat7870",151
"tcat11445",96
"tcat12458",129
"tcat9376",16
"tcat2041",115
"tcat15141",137
"tcat18000",15
"tcat1626",17
"tcat12924",119
"tcat6162",23
"tcat18442",68
"tcat14094",102
"tcat7951",105
"tcat7001",67
"tcat17815",144
"tcat11016",15
"tcat11598",130
"tcat14095",48
"tcat16695",85
"tcat4752",110
"tcat165",8
"tcat7398",12
"tcat14572",58
"tcat225",41
"tcat855",34
"tcat15716",59
"tcat11767",112
"tcat4075",64
"tcat4681",70
"tcat9015",33
"tcat6032",33
"tcat7852",128
"tcat19546",81
"tcat4207",115
"tcat9881",51
"tcat14699",145
"tcat6645",46
"tcat17633",22
"tcat3255",79
"tcat16770",49
"tcat11633",30
"tcat4229",92
"tcat4809",42
"tcat19784",108
"tcat11744",119
"tcat15793",65
"tcat16120",18
"tcat6322",120
"tcat14627",37
"tcat14173",51
"tcat6374",62
"tcat19175",20
"tcat16277",76
"tcat11702",35
"tcat11283",51
"tcat15475",15
"tcat7430",113
"tcat8788",151
"tcat11531",80
"tcat16316",98
"tcat16880",102
"tcat1469",91
"tcat6001",74
"tcat3193",64
"tcat6723",106
"tcat19908",36
"tcat17674",30
"tcat9062",131
"tcat13662",77
"tcat11132",61
"tcat6439",132
"tcat13591",96
"tcat4600",67
"tcat11187",50
"tcat8934",135
"tcat5867",4
"tcat16330",26
"tcat8739",76
"tcat14982",86
"tcat9370",92
"tcat18309",37
"tcat16764",112
"tcat11002",147
"tcat410",51
"tcat15943",152
"tcat11467",131
"tcat14308",115
"tcat12993",20
"tcat2905",40
"tcat5762",8
"tcat1290",104
"tcat7003",123
"tcat11458",148
"tcat19747",69
"tcat18120",81
"tcat3836",46
"tcat14760",22
"tcat13469",133
"tcat692",121
"tcat14516",47
"tcat3243",112
"tcat1818",11
"tcat9933",79
"tcat6855",106
"tcat1131",105
"tcat8070",22
"tcat3130",110
"tcat6135",127
"tcat13931",3
"tcat233",75
"tcat11772",79
"tcat4030",89
"tcat14645",32
"tcat3333",123
"tcat12437",60
"tcat6389",77
"tcat15107",80
"tcat10443",10
"tcat5990",16
"tcat6662",62
"tcat12394",32
"tcat14526",6
"tcat2011",152
"tcat15918",37
"tcat9901",104
"tcat6127",76
"tcat8632",131
"tcat2282",90
"tcat2248",45
"tcat3304",145
"tcat1596",55
"tcat3722",72
"tcat4603",141
"tcat4597",56
"tcat1922",123
"tcat1174",36
"tcat17339",36
"tcat4743",116
"tcat728",46
"tcat3896",42
"tcat13233",6
"tcat10696",109
"tcat7262",50
"tcat17118",112
"tcat3287",36
"tcat19260",24
"tcat5751",71
"tcat12131",22
"tcat4876",110
"tcat3240",58
"tcat4261",124
"tcat3473",100
"tcat9722",2
"tcat8966",50
"tcat9441",107
"tcat16788",116
"tcat579",150
"tcat9873",101
"tcat8597",153
"tcat8167",62
"tcat8297",146
"tcat16674",28
"tcat9139",97
"tcat5024",1
"tcat3598",53
"tcat18046",9
"tcat5768",137
"tcat15017",12
"tcat17281",90
"tcat11396",145
"tcat6060",95
"tcat15905",122
"tcat3241",24
"tcat10637",135
"tcat611",87
"tcat2395",101
"tcat19485",81
"tcat17707",27
"tcat7261",115
"tcat2596",27
"tcat8806",61
"tcat9526",28
"tcat19935",113
"tcat569",18
"tcat13806",74
"tcat3059",60
"tcat8946",13
"tcat12746",94
"tcat6569",125
"tcat13829",34
"tcat7214",76
"tcat4625",56
"tcat8434",151
"tcat17528",14
"tcat7098",105
"tcat7461",107
"tcat11344",137
"tcat9816",103
"tcat2273",80
"tcat14750",109
"tcat13447",60
"tcat19999",114
"tcat15509",87
"tcat7158",108
"tcat10853",33
"tcat18956",93
"tcat1460",92
"tcat3876",60
"tcat16794",110
"tcat10462",152
"tcat2845",51
"tcat9130",145
"tcat59",115
"tcat14383",114
"tcat17370",70
"tcat10285",65
"tcat7028",79
"tcat12938",96
"tcat1447",39
"tcat144",75
"tcat17448",90
"tcat8944",130
"tcat10799",66
"tcat17940",151
"tcat8092",147
"tcat9005",144
"tcat772",136
"tcat15243",88
"tcat16381",119
"tcat15380",68
"tcat2990",95
"tcat13593",34
"tcat9641",67
"tcat1363",128
"tcat12023",129
"tcat6831",26
"tcat4653",16
"tcat5732",95
"tcat8800",123
"tcat19651",67
"tcat2429",57
"tcat3060",130
"tcat9367",79
"tcat8342",71
"tcat18645",135
"tcat813",76
"tcat1926",99
"tcat19339",79
"tcat19743",71
"tcat8574",35
"tcat4082",39
"tcat211",98
"tcat6521",65
"tcat10429",115
"tcat8637",147
"tcat14062",148
"tcat18691",34
"tcat3535",27
"tcat3605",121
"tcat17500",13
"tcat11416",37
"tcat10097",19
"tcat14690",8
"tcat18357",93
"tcat8453",8
"tcat2996",83
"tcat10585",106
"tcat17846",152
"tcat19853",47
"tcat11961",44
"tcat4383",40
"tcat8214",136
"tcat16286",56
"tcat5832",83
"tcat11107",21
"tcat4708",42
"tcat16218",11
"tcat5200",61
"tcat7551",105
"tcat11851",119
"tcat13716",36
