Higher taxonomic group,Order,Family,Genus,Species,femalediploidnumber,malediploidnumber,"Predicted ploidy (1,2,3,4)",reproductivemode,sexchromosome,"Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)",citation
Reptilia,Chelonia,Pelomedusidae,Podocnemis,erythrocephala,28,28,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409.","Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409.",,Vogt R.C. (2001) in Berhard 2010 PhD Thesis.,,,,Vogt R.C. (2001) in Berhard 2010 PhD Thesis.,,,"Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409."
Reptilia,Chelonia,Pelomedusidae,Podocnemis,expansa,28,28,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409.","Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409.",,"Valenzuela N. (2001) Constant, shift and natural temperature effects on sex determination in Podocnemis expansa turtles. Ecology 82: 3010-3024.",,,,"Valenzuela N. (2001) Constant, shift and natural temperature effects on sex determination in Podocnemis expansa turtles. Ecology 82: 3010-3024.",,,"Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409."
Reptilia,Chelonia,Pelomedusidae,Podocnemis,lewyana,28,28,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Rhodin A.G.J., Mittermeier R.A., Gardner A.L., Medem F. (1978) Karyotypic analysis of the podocnemis turtles. Copeia 1978: 723-728.","Rhodin A.G.J., Mittermeier R.A., Gardner A.L., Medem F. (1978) Karyotypic analysis of the podocnemis turtles. Copeia 1978: 723-728.",,"Paez V.P., Correa J.C., Cano A.M., Bock B.C. (2009) A Comparison of Maternal and Temperature Effects on Sex, Size, and Growth of Hatchlings of the Magdalena River Turtle (Podocnemis lewyana) Incubated under Field and Controlled Laboratory Conditions. Copeia: 698-704.",,,,"Paez V.P., Correa J.C., Cano A.M., Bock B.C. (2009) A Comparison of Maternal and Temperature Effects on Sex, Size, and Growth of Hatchlings of the Magdalena River Turtle (Podocnemis lewyana) Incubated under Field and Controlled Laboratory Conditions. Copeia: 698-704.",,,"Rhodin A.G.J., Mittermeier R.A., Gardner A.L., Medem F. (1978) Karyotypic analysis of the podocnemis turtles. Copeia 1978: 723-728."
Reptilia,Chelonia,Pelomedusidae,Podocnemis,sextuberculata,28,28,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409.","Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409.",,"Vogt R.C. (2008) Amazon turtles. Grafica Biblos, Lima, Peru.",,,,"Vogt R.C. (2008) Amazon turtles. Grafica Biblos, Lima, Peru.",,,"Ayres M., Sampaio M.M., Barros R.M.S., Dias L.B., Cuhna O.R. (1969) Karyological study of turtles from the Brazilian Amazon Region. Cytogenetics 8: 401-409."
Reptilia,Chelonia,Pelomedusidae,Podocnemis,unifilis,28,28,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Bull J.J., Legler J.M. (1980) Karyotypes of side-necked turtles (Testudines: Pleurodira). Can. J. Zool. 58: 828-841.","Bull J.J., Legler J.M. (1980) Karyotypes of side-necked turtles (Testudines: Pleurodira). Can. J. Zool. 58: 828-841.",,"de Souza R.R., Vogt R.C. (1994) Incubation temperature influences sex and hatchling size in the neotropical turtle Podocnemis unifilis. J. Herpetol. 28: 453-464.",,,,"de Souza R.R., Vogt R.C. (1994) Incubation temperature influences sex and hatchling size in the neotropical turtle Podocnemis unifilis. J. Herpetol. 28: 453-464.",,,"Bull J.J., Legler J.M. (1980) Karyotypes of side-necked turtles (Testudines: Pleurodira). Can. J. Zool. 58: 828-841."
Reptilia,Chelonia,Testudinidae,Aldabrachelys,dussumieri,52,52,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Geochelone gigantea,"Benirschke R.J., Quinn A.D., Sekulovich R.E. (1976) Chromosomal studies of Geochelone (Testudinidae-Reptilia). Chromosome Information Service 12: 14-16.","Benirschke R.J., Quinn A.D., Sekulovich R.E. (1976) Chromosomal studies of Geochelone (Testudinidae-Reptilia). Chromosome Information Service 12: 14-16.",,"Janzen F.J., Paukstis G.L. (1991) Environmental sex determination in reptiles: ecology, evolution and experimental design. The Quaterly Review of Biology 66: 149-179.",,,,"Janzen F.J., Paukstis G.L. (1991) Environmental sex determination in reptiles: ecology, evolution and experimental design. The Quaterly Review of Biology 66: 149-179.",,,"Benirschke R.J., Quinn A.D., Sekulovich R.E. (1976) Chromosomal studies of Geochelone (Testudinidae-Reptilia). Chromosome Information Service 12: 14-16."
Reptilia,Chelonia,Testudinidae,Eurotestudo,hermanni,52,52,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Testudo hermanni,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.,,"Eendebak B.T. (1995) Incubation period and sex ratio of Hermann's tortoise, Testudo hermanni boettgeri. Chelonian Conservation and Biology 1: 227-231.",,,,"Eendebak B.T. (1995) Incubation period and sex ratio of Hermann's tortoise, Testudo hermanni boettgeri. Chelonian Conservation and Biology 1: 227-231.",,,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.
Reptilia,Chelonia,Testudinidae,Geochelone,elephantopus,52,52,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Geochelone elephantopus,"Dowler R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197.","Dowler R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197.",,"Janzen F.J., Paukstis G.L. (1991) Environmental sex determination in reptiles: ecology, evolution and experimental design. The Quaterly Review of Biology 66: 149-179.",,,,"Janzen F.J., Paukstis G.L. (1991) Environmental sex determination in reptiles: ecology, evolution and experimental design. The Quaterly Review of Biology 66: 149-179.",,,"Dowler R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197."
Reptilia,Chelonia,Testudinidae,Gopherus,agassizii,52,52,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.,,"Spotila J.R. et al. (1994) Effects of incubation conditions on sex determination, hatching success, and growth of hatchling desert tortoises, Gopherus agassizii. Herpetol. Monog. 8: 103-116.",,,,"Spotila J.R. et al. (1994) Effects of incubation conditions on sex determination, hatching success, and growth of hatchling desert tortoises, Gopherus agassizii. Herpetol. Monog. 8: 103-116.",,,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.
Reptilia,Chelonia,Testudinidae,Gopherus,polyphemus,54,54,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Bickham J.W., Carr J.L. (1983) Taxonomy and phylogeny of the higher categories of cryptodiran turtles based on a cladistic analysis of chromosomal data. Copeia 1983: 918-932.","Bickham J.W., Carr J.L. (1983) Taxonomy and phylogeny of the higher categories of cryptodiran turtles based on a cladistic analysis of chromosomal data. Copeia 1983: 918-932.",,"Demuth J.P. (2001) The effects of constant and fluctuating incubation temperatures on sex determination, growth, and performance in the tortoise Gopherus polyphemus. Can. J. Zool. 79: 1609-1620.",,,,"Demuth J.P. (2001) The effects of constant and fluctuating incubation temperatures on sex determination, growth, and performance in the tortoise Gopherus polyphemus. Can. J. Zool. 79: 1609-1620.",,,"Bickham J.W., Carr J.L. (1983) Taxonomy and phylogeny of the higher categories of cryptodiran turtles based on a cladistic analysis of chromosomal data. Copeia 1983: 918-932."
Reptilia,Chelonia,Testudinidae,Malacocherus,tornieri,52,52,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Dowler R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197.","Dowler R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197.",,"Ewert, M. A., R. E. Hatcher, and J. M. Goode. 2004. Sex determination and ontogeny in Malacochersus tornieri, the Pancake Tortoise. Journal of Herpetology 38:291-295.",,,,"Ewert, M. A., R. E. Hatcher, and J. M. Goode. 2004. Sex determination and ontogeny in Malacochersus tornieri, the Pancake Tortoise. Journal of Herpetology 38:291-295.",,,"Dowler R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197."
Reptilia,Chelonia,Testudinidae,Testudo,graeca,52,52,,gonochorous,,,,TSD Ia,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Shindarov L. et al. (1976) in Dowler, R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197.","Shindarov L. et al. (1976) in Dowler, R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197.",,Pieau C. (1971) Sur la proportion sexuelle chez les embryons de deux Cheloniens (Testudo graeca L. et Emys orbicularis L.) issues d'oeufs incubes articifiellement. Comptes Rendus Hebdomadaires Des Sciences De L' Academie Des Sciences Serie D 272: 3071-3074.,,,,Pieau C. (1971) Sur la proportion sexuelle chez les embryons de deux Cheloniens (Testudo graeca L. et Emys orbicularis L.) issues d'oeufs incubes articifiellement. Comptes Rendus Hebdomadaires Des Sciences De L' Academie Des Sciences Serie D 272: 3071-3074.,,,"Shindarov L. et al. (1976) in Dowler, R.C., Bickham J.W. (1982) Chromosomal relationships of the tortoises (Family Testudinidae). Genetica 58: 189-197."
Reptilia,Chelonia,Trionychidae,Apalone,mutica-1,66,66,,gonochorous,homomorphic,,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Trionyx muticus,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.,,"Ewert M.A., Nelson C.E. (1991) Sex determination in turtles: diverse patterns and some possible adaptive values. Copeia 1991, 50-69.","Ewert M.A., Nelson C.E. (1991) Sex determination in turtles: diverse patterns and some possible adaptive values. Copeia 1991, 50-69.",,,,,,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.
Reptilia,Chelonia,Trionychidae,Apalone,mutica-2,66,66,,gonochorous,homomorphic,,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Apalone mutica,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.,,"Janzen, F.J. (1993) The influence of incubation temperature and family on eggs, embryos, and hatchlings of the smooth softshell turtle (Apalone mutica). Physiol. Zool. 66: 349-373.","Janzen, F.J. (1993) The influence of incubation temperature and family on eggs, embryos, and hatchlings of the smooth softshell turtle (Apalone mutica). Physiol. Zool. 66: 349-373.",,,,,,Stock A.D. (1972) Karyological relationships in turtles (Reptilia: Chelonia). Can. J. Genet. Cytol. 14: 859-868.
Reptilia,Chelonia,Trionychidae,Apalone,spinifera,66,66,,gonochorous,homomorphic,,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Apalone spinifera,"Bickham J.W., Bull J.J., Legler J.M. (1983) Karyotypes and evolutionary relationships of trionychoid turtles. Cytologia 48: 177-183.","Bickham J.W., Bull J.J., Legler J.M. (1983) Karyotypes and evolutionary relationships of trionychoid turtles. Cytologia 48: 177-183.",,"Bull, J. J., Vogt, R.C. (1979) Temperature-dependent sex determination in turtles. Science 206: 1186-1188.","Bull, J. J., Vogt, R.C. (1979) Temperature-dependent sex determination in turtles. Science 206: 1186-1188.",,,,,,"Bickham J.W., Bull J.J., Legler J.M. (1983) Karyotypes and evolutionary relationships of trionychoid turtles. Cytologia 48: 177-183."
Reptilia,Chelonia,Trionychidae,Pelodiscus,sinensis,66,66,,gonochorous,ZW,female heterogametic,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Bickham J.W., Bull J.J., Legler J.M. (1983) Karyotypes and evolutionary relationships of trionychoid turtles. Cytologia 48: 177-183.","Bickham J.W., Bull J.J., Legler J.M. (1983) Karyotypes and evolutionary relationships of trionychoid turtles. Cytologia 48: 177-183.",,"Kawai, A., C. Nishida-Umehara, J. Ishijima, Y. Tsuda, H. Ota, and Y. Matsuda. (2007) Different origins of bird and reptile sex chromosomes inferred from comparative mapping of chicken Z-linked genes. Cytogenetic and Genome Research 117: 92-102.","Kawai, A., C. Nishida-Umehara, J. Ishijima, Y. Tsuda, H. Ota, and Y. Matsuda. (2007) Different origins of bird and reptile sex chromosomes inferred from comparative mapping of chicken Z-linked genes. Cytogenetic and Genome Research 117: 92-102.","Kawai, A., C. Nishida-Umehara, J. Ishijima, Y. Tsuda, H. Ota, and Y. Matsuda. (2007) Different origins of bird and reptile sex chromosomes inferred from comparative mapping of chicken Z-linked genes. Cytogenetic and Genome Research 117: 92-102.",,,,,"Bickham J.W., Bull J.J., Legler J.M. (1983) Karyotypes and evolutionary relationships of trionychoid turtles. Cytologia 48: 177-183."
Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Alligatoridae,Alligator,sinensis,32,32,,gonochorous,,,,TSD Ib,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus,42,42,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris,42,42,,gonochorous,,,,TSD Ib,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,42,42,,gonochorous,,,,TSD Ib,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Crocodylidae,Crocodylus,johnstoni,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Crocodylidae,Crocodylus,moreletii,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Crocodylidae,Crocodylus,palustris,34,34,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Crocodylidae,Crocodylus,porosus,34,34,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Crocodylidae,Crocodylus,siamensis,34,34,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Crocodylia,Gavialidae,Gavialis,gangeticus,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,,"Deeming D.C. (2004) Prevalence of TSD in Crocodilians. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 33-41. Smithsonian Books, Washington, DC.",,,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database."
Reptilia,Sphenodontia,Sphenodontidae,Sphenodon, guntheri,36,,,gonochorous,,,,TSD Ib,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Norris T.B., Rickards G.K., Daugherty C.H. (2004) Chromosomes of tuatara, Sphenodon, a chromosome heteromorphism and an archaic reptilian karyotype. Cytogenetic and Genome Research 105: 93-99.",,,"Cree A., Thompson M.B., Daugherty C.H. (1995) Tuatara sex determination. Nature 375: 543.",,,,"Cree A., Thompson M.B., Daugherty C.H. (1995) Tuatara sex determination. Nature 375: 543.",,,"Norris T.B., Rickards G.K., Daugherty C.H. (2004) Chromosomes of tuatara, Sphenodon, a chromosome heteromorphism and an archaic reptilian karyotype. Cytogenetic and Genome Research 105: 93-99."
Reptilia,Sphenodontia,Sphenodontidae,Sphenodon, punctatus,36,,,gonochorous,,,,TSD Ib,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Norris T.B., Rickards G.K., Daugherty C.H. (2004) Chromosomes of tuatara, Sphenodon, a chromosome heteromorphism and an archaic reptilian karyotype. Cytogenetic and Genome Research 105: 93-99.",,,"Nelson N.J., Cree A., Thompson M.B., Keall S.N., Daugherty C.H. (2004) Temperature-dependent Sex Determination in Tuatara. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 53-58. Smithsonian Books, Washington, DC.",,,,"Nelson N.J., Cree A., Thompson M.B., Keall S.N., Daugherty C.H. (2004) Temperature-dependent Sex Determination in Tuatara. In: Temperature dependent sex determination in vertebrates (eds. Valenzuela N, Lance VA), pp. 53-58. Smithsonian Books, Washington, DC.",,,"Norris T.B., Rickards G.K., Daugherty C.H. (2004) Chromosomes of tuatara, Sphenodon, a chromosome heteromorphism and an archaic reptilian karyotype. Cytogenetic and Genome Research 105: 93-99."
Reptilia,Squamata,Agamidae,Agama,agama,44,44,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Solleder E., Schmid M. (1988) Cytogenetic studies on Sauria (Reptilia) I. Mitotic chromosomes of the Agamidae. Amphibia-Reptilia 9: 301-310.","Solleder E., Schmid M. (1988) Cytogenetic studies on Sauria (Reptilia) I. Mitotic chromosomes of the Agamidae. Amphibia-Reptilia 9: 301-310.",,"Charnier M. (1966) Action de la temperature sur la sex-ratio chez l'embryon d'Agama agama (Agamidae, Lacertilien). Comptes Rendus des Seances de la Societie de Biologie de l'Ouest Africain 160: 620-622.",,,,"Charnier M. (1966) Action de la temperature sur la sex-ratio chez l'embryon d'Agama agama (Agamidae, Lacertilien). Comptes Rendus des Seances de la Societie de Biologie de l'Ouest Africain 160: 620-622.",,,"Solleder E., Schmid M. (1988) Cytogenetic studies on Sauria (Reptilia) I. Mitotic chromosomes of the Agamidae. Amphibia-Reptilia 9: 301-310."
